MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,0,9.693277|3.000000,1.1689519882202148,3.0,10.988559|3.000000,N/A,N/A,0,242793021440.000000,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,1,9.693277|3.000000,5.016662120819092,3.0,10.988559|3.000000,9.693277|3.000000,10.988559|3.000000,3,3.092180,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,2,9.693277|3.000000,4.887345790863037,3.0,10.988559|3.000000,9.670270|5.000000,10.024009|5.000000,5,3.275514,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,3,9.221503|3.000000,4.830826997756958,3.0,10.161056|3.000000,9.221503|3.000000,10.161056|3.000000,3,2.668085,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,4,9.221503|3.000000,4.822422027587891,3.0,10.161056|3.000000,9.221503|3.000000,10.161056|3.000000,3,1.878727,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,5,9.221503|3.000000,4.788835763931274,3.0,10.161056|3.000000,9.093922|5.000000,10.839896|5.000000,5,1.012478,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,6,9.221503|3.000000,4.848308801651001,3.0,10.161056|3.000000,9.093922|5.000000,10.839896|5.000000,5,0.500168,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,7,9.221503|3.000000,4.807806968688965,3.0,10.161056|3.000000,9.093922|5.000000,10.839896|5.000000,5,0.377066,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,8,9.221503|3.000000,4.866333961486816,3.0,10.161056|3.000000,9.034242|5.000000,10.325501|5.000000,5,0.234557,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,9,9.221503|3.000000,5.127029895782471,3.0,10.161056|3.000000,9.034242|5.000000,10.325501|5.000000,5,0.124929,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,10,9.221503|3.000000,5.530722141265869,3.0,10.161056|3.000000,9.034242|5.000000,10.325501|5.000000,5,0.084008,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,11,9.221503|3.000000,6.310924053192139,3.0,10.161056|3.000000,9.034242|5.000000,10.325501|5.000000,5,0.073461,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,12,9.221503|3.000000,7.425083875656128,3.0,10.161056|3.000000,9.034242|5.000000,10.325501|5.000000,5,0.080327,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,13,9.221503|3.000000,7.420132875442505,3.0,10.161056|3.000000,9.034242|5.000000,10.325501|5.000000,5,0.086586,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,14,9.221503|3.000000,7.428498029708862,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.145808,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,15,9.221503|3.000000,7.499540090560913,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.145808,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,16,9.221503|3.000000,7.295057773590088,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.149217,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,17,9.221503|3.000000,7.166360139846802,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.152513,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,18,9.221503|3.000000,7.081190347671509,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.152513,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,19,9.221503|3.000000,7.35797905921936,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.152513,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,20,9.221503|3.000000,7.262980937957764,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.152513,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,21,9.221503|3.000000,7.04436182975769,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.152513,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,22,9.221503|3.000000,7.171075105667114,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.152513,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,23,9.221503|3.000000,7.437908887863159,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.152513,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,24,9.221503|3.000000,7.296334981918335,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.155704,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,25,9.221503|3.000000,7.265071153640747,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.161855,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,26,9.221503|3.000000,7.34258508682251,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.170364,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,27,9.221503|3.000000,7.088966131210327,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.180658,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,28,9.221503|3.000000,6.659938097000122,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.196297,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,29,9.221503|3.000000,6.538951873779297,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.209481,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,30,9.221503|3.000000,6.355089902877808,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.224897,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,31,9.221503|3.000000,6.196569204330444,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.249219,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,32,9.221503|3.000000,5.9516942501068115,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.252600,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,33,9.221503|3.000000,7.260008096694946,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.095412,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,34,9.221503|3.000000,9.590974807739258,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.095412,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,35,9.221503|3.000000,9.678231954574585,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.095412,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,36,9.221503|3.000000,9.90116024017334,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.095412,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,37,9.221503|3.000000,9.812940835952759,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.095412,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,38,9.221503|3.000000,9.844810962677002,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.095412,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,39,9.221503|3.000000,9.759886026382446,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.095412,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,40,9.221503|3.000000,9.774953842163086,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.095412,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,41,9.221503|3.000000,9.82430911064148,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.095412,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,42,9.221503|3.000000,9.771161794662476,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.095412,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,43,9.221503|3.000000,9.835818767547607,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.095412,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,44,9.221503|3.000000,9.976592302322388,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.095412,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,45,9.221503|3.000000,9.7792489528656,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.095412,N/A,5
MOGP_NSGAII,d54a8c16-ea42-11f0-8a40-6e001b3eef54,Boston,74,46,9.221503|3.000000,9.882278203964233,3.0,10.161056|3.000000,7.328333|7.000000,7.705062|7.000000,7,0.095412,N/A,5
