MOGP_GENERATIONAL,b10cbd0a-ec5a-11f0-ade0-6e001b3eef54,Toxicity,74,0,2301.956055|3.000000,1.2689628601074219,3.0,2381.145508|3.000000,N/A,N/A,0,159825739776.000000,2070.156738|3.000000,5
MOGP_GENERATIONAL,b10cbd0a-ec5a-11f0-ade0-6e001b3eef54,Toxicity,74,1,2203.428955|3.000000,0.024070024490356445,3.0,2322.434082|3.000000,2203.428955|3.000000,2322.434082|3.000000,3,55174647808.000000,2070.156738|3.000000,5
MOGP_GENERATIONAL,b10cbd0a-ec5a-11f0-ade0-6e001b3eef54,Toxicity,74,2,2169.026611|3.000000,0.022875070571899414,3.0,2315.869629|3.000000,2169.026611|3.000000,2315.869629|3.000000,3,61659922432.000000,2070.156738|3.000000,5
MOGP_GENERATIONAL,b10cbd0a-ec5a-11f0-ade0-6e001b3eef54,Toxicity,74,3,2169.026611|3.000000,0.030871152877807617,3.0,2315.869629|3.000000,2169.026611|3.000000,2315.869629|3.000000,3,55390957568.000000,2070.156738|3.000000,5
MOGP_GENERATIONAL,b10cbd0a-ec5a-11f0-ade0-6e001b3eef54,Toxicity,74,4,2169.026611|3.000000,0.02873826026916504,3.0,2315.869629|3.000000,2169.026611|3.000000,2315.869629|3.000000,3,61572509696.000000,2070.156738|3.000000,5
MOGP_GENERATIONAL,b10cbd0a-ec5a-11f0-ade0-6e001b3eef54,Toxicity,74,5,2160.432861|3.000000,0.027573108673095703,3.0,2307.836670|3.000000,2160.432861|3.000000,2307.836670|3.000000,3,11916016640.000000,2070.156738|3.000000,5
MOGP_GENERATIONAL,b10cbd0a-ec5a-11f0-ade0-6e001b3eef54,Toxicity,74,6,2160.432861|3.000000,0.028272151947021484,3.0,2307.836670|3.000000,2160.432861|3.000000,2307.836670|3.000000,3,52770095104.000000,2070.156738|3.000000,5
MOGP_GENERATIONAL,b10cbd0a-ec5a-11f0-ade0-6e001b3eef54,Toxicity,74,7,2124.844727|3.000000,0.02752399444580078,3.0,2274.840088|3.000000,2124.844727|3.000000,2274.840088|3.000000,3,36891787264.000000,2070.156738|3.000000,5
MOGP_GENERATIONAL,b10cbd0a-ec5a-11f0-ade0-6e001b3eef54,Toxicity,74,8,2124.844727|3.000000,0.029783248901367188,3.0,2274.840088|3.000000,2124.844727|3.000000,2274.840088|3.000000,3,27675.093750,2070.156738|3.000000,5
MOGP_GENERATIONAL,b10cbd0a-ec5a-11f0-ade0-6e001b3eef54,Toxicity,74,9,2124.844727|3.000000,0.028130054473876953,3.0,2274.840088|3.000000,2124.844727|3.000000,2274.840088|3.000000,3,13111181312.000000,2070.156738|3.000000,5
MOGP_GENERATIONAL,b10cbd0a-ec5a-11f0-ade0-6e001b3eef54,Toxicity,74,10,2124.844727|3.000000,0.0270841121673584,3.0,2274.840088|3.000000,2124.844727|3.000000,2274.840088|3.000000,3,46755840000.000000,2070.156738|3.000000,5
MOGP_GENERATIONAL,b10cbd0a-ec5a-11f0-ade0-6e001b3eef54,Toxicity,74,11,2124.844727|3.000000,0.026849746704101562,3.0,2274.840088|3.000000,2124.844727|3.000000,2274.840088|3.000000,3,13171919872.000000,2070.156738|3.000000,5
