MOGP_GENERATIONAL,7c9a9372-efa1-11f0-ac7f-6e001b3eef54,Toxicity,74,0,2558.343994|3.000000|0.000000,1.4140160083770752,3.0,2731.438477|3.000000|0.000000,N/A,N/A,0,160131383296.000000,N/A,5
MOGP_GENERATIONAL,7c9a9372-efa1-11f0-ac7f-6e001b3eef54,Toxicity,74,1,2421.559082|3.000000|0.000000,1.6019599437713623,3.0,2591.424316|3.000000|0.000000,2295.333740|3.000000|1.000000,2480.116699|3.000000|1.000000,3,93693231104.000000,N/A,5
MOGP_GENERATIONAL,7c9a9372-efa1-11f0-ac7f-6e001b3eef54,Toxicity,74,2,2278.193359|3.000000|0.000000,1.3098077774047852,3.0,2442.485840|3.000000|0.000000,2250.569580|3.000000|1.000000,2433.978516|3.000000|1.000000,3,116726931456.000000,N/A,5
MOGP_GENERATIONAL,7c9a9372-efa1-11f0-ac7f-6e001b3eef54,Toxicity,74,3,2278.193359|3.000000|0.000000,1.2636229991912842,3.0,2442.485840|3.000000|0.000000,2229.074707|3.000000|1.000000,2309.180176|3.000000|1.000000,3,69093023744.000000,N/A,5
MOGP_GENERATIONAL,7c9a9372-efa1-11f0-ac7f-6e001b3eef54,Toxicity,74,4,2278.193359|3.000000|0.000000,1.1646308898925781,3.0,2442.485840|3.000000|0.000000,2213.309814|3.000000|1.000000,2328.826172|3.000000|1.000000,3,76517425152.000000,N/A,5
MOGP_GENERATIONAL,7c9a9372-efa1-11f0-ac7f-6e001b3eef54,Toxicity,74,5,2278.193359|3.000000|0.000000,1.248741865158081,3.0,2442.485840|3.000000|0.000000,2213.309814|3.000000|1.000000,2328.826172|3.000000|1.000000,3,66791096320.000000,N/A,5
MOGP_GENERATIONAL,7c9a9372-efa1-11f0-ac7f-6e001b3eef54,Toxicity,74,6,2278.193359|3.000000|0.000000,1.3713538646697998,3.0,2442.485840|3.000000|0.000000,2211.660889|3.000000|1.000000,2356.365967|3.000000|1.000000,3,15400070144.000000,N/A,5
MOGP_GENERATIONAL,7c9a9372-efa1-11f0-ac7f-6e001b3eef54,Toxicity,74,7,2278.193359|3.000000|0.000000,1.3656980991363525,3.0,2442.485840|3.000000|0.000000,2278.193359|3.000000|0.000000,2442.485840|3.000000|0.000000,3,91395899392.000000,N/A,5
MOGP_GENERATIONAL,7c9a9372-efa1-11f0-ac7f-6e001b3eef54,Toxicity,74,8,2278.193359|3.000000|0.000000,1.448232889175415,3.0,2442.485840|3.000000|0.000000,2278.193359|3.000000|0.000000,2442.485840|3.000000|0.000000,3,70948347904.000000,N/A,5
MOGP_GENERATIONAL,7c9a9372-efa1-11f0-ac7f-6e001b3eef54,Toxicity,74,9,2278.193359|3.000000|0.000000,1.4778470993041992,3.0,2442.485840|3.000000|0.000000,2096.988281|7.000000|2.000000,2284.038086|7.000000|2.000000,7,25247832064.000000,N/A,5
MOGP_GENERATIONAL,7c9a9372-efa1-11f0-ac7f-6e001b3eef54,Toxicity,74,10,2278.193359|3.000000|0.000000,1.6657841205596924,3.0,2442.485840|3.000000|0.000000,2278.193359|3.000000|0.000000,2442.485840|3.000000|0.000000,3,46280060928.000000,N/A,5
MOGP_GENERATIONAL,7c9a9372-efa1-11f0-ac7f-6e001b3eef54,Toxicity,74,11,2278.193359|3.000000|0.000000,1.7172908782958984,3.0,2442.485840|3.000000|0.000000,2278.193359|3.000000|0.000000,2442.485840|3.000000|0.000000,3,102748962816.000000,N/A,5
