MOGP_NSGAII,93786aa4-eb2f-11f0-8f16-6e001b3eef54,Toxicity,74,0,2613.955078|3.000000|0.000000,1.5740180015563965,3.0,2607.758545|3.000000|0.000000,N/A,N/A,0,159240716288.000000,N/A,5
MOGP_NSGAII,93786aa4-eb2f-11f0-8f16-6e001b3eef54,Toxicity,74,1,2613.341064|3.000000|0.000000,5.79051399230957,3.0,2607.078369|3.000000|0.000000,2187.546143|13.000000|4.000000,2121.293213|13.000000|4.000000,13,2014943.500000,N/A,5
MOGP_NSGAII,93786aa4-eb2f-11f0-8f16-6e001b3eef54,Toxicity,74,2,2593.815186|3.000000|0.000000,5.391877889633179,3.0,2585.422852|3.000000|0.000000,2176.332031|15.000000|6.000000,2119.308594|15.000000|6.000000,15,19446200.000000,N/A,5
MOGP_NSGAII,93786aa4-eb2f-11f0-8f16-6e001b3eef54,Toxicity,74,3,2473.791748|3.000000|0.000000,5.26676607131958,3.0,2450.815918|3.000000|0.000000,2176.332031|15.000000|6.000000,2119.308594|15.000000|6.000000,15,19446188.000000,N/A,5
MOGP_NSGAII,93786aa4-eb2f-11f0-8f16-6e001b3eef54,Toxicity,74,4,2426.847900|3.000000|0.000000,5.233839988708496,3.0,2397.322754|3.000000|0.000000,2099.733154|7.000000|1.000000,2170.625488|7.000000|1.000000,7,4712.483398,N/A,5
MOGP_NSGAII,93786aa4-eb2f-11f0-8f16-6e001b3eef54,Toxicity,74,5,2204.994385|3.000000|0.000000,5.3075830936431885,3.0,2006.686646|3.000000|0.000000,2009.918945|13.000000|3.000000,2059.744141|13.000000|3.000000,13,168.945175,N/A,5
MOGP_NSGAII,93786aa4-eb2f-11f0-8f16-6e001b3eef54,Toxicity,74,6,2204.994385|3.000000|0.000000,5.506871938705444,3.0,2006.686646|3.000000|0.000000,2009.918945|13.000000|3.000000,2059.744141|13.000000|3.000000,13,190.726700,N/A,5
MOGP_NSGAII,93786aa4-eb2f-11f0-8f16-6e001b3eef54,Toxicity,74,7,2204.994385|3.000000|0.000000,5.3635101318359375,3.0,2006.686646|3.000000|0.000000,2009.918945|13.000000|3.000000,2059.744141|13.000000|3.000000,13,201.408844,N/A,5
MOGP_NSGAII,93786aa4-eb2f-11f0-8f16-6e001b3eef54,Toxicity,74,8,2204.994385|3.000000|0.000000,5.197346210479736,3.0,2006.686646|3.000000|0.000000,2002.114624|15.000000|3.000000,2041.080078|15.000000|3.000000,15,214.102905,N/A,5
MOGP_NSGAII,93786aa4-eb2f-11f0-8f16-6e001b3eef54,Toxicity,74,9,2147.515137|3.000000|0.000000,5.2541868686676025,3.0,2059.160889|3.000000|0.000000,2002.114624|13.000000|3.000000,2041.080078|13.000000|3.000000,13,218.510910,N/A,5
MOGP_NSGAII,93786aa4-eb2f-11f0-8f16-6e001b3eef54,Toxicity,74,10,2147.515137|3.000000|0.000000,5.349946022033691,3.0,2059.160889|3.000000|0.000000,2002.114624|13.000000|3.000000,2041.080078|13.000000|3.000000,13,220.918869,N/A,5
MOGP_NSGAII,93786aa4-eb2f-11f0-8f16-6e001b3eef54,Toxicity,74,11,2088.223877|3.000000|0.000000,5.4738969802856445,3.0,1974.193604|3.000000|0.000000,2002.114624|13.000000|3.000000,2041.080078|13.000000|3.000000,13,224.032242,N/A,5
MOGP_NSGAII,93786aa4-eb2f-11f0-8f16-6e001b3eef54,Toxicity,74,12,2088.223877|3.000000|0.000000,5.609813213348389,3.0,1974.193604|3.000000|0.000000,2002.012817|15.000000|3.000000,2040.923096|15.000000|3.000000,15,218.110184,N/A,5
MOGP_NSGAII,93786aa4-eb2f-11f0-8f16-6e001b3eef54,Toxicity,74,13,2088.223877|3.000000|0.000000,5.580030918121338,3.0,1974.193604|3.000000|0.000000,2002.012817|15.000000|3.000000,2040.923096|15.000000|3.000000,15,168.080658,N/A,5
