MOGP_NSGAII,98d3d390-ed9f-11f0-8864-6e001b3eef54,Cooling,74,0,9.484197|3.000000|0.000000,1.0634450912475586,3.0,9.620044|3.000000|0.000000,N/A,N/A,0,244154335232.000000,N/A,5
MOGP_NSGAII,98d3d390-ed9f-11f0-8864-6e001b3eef54,Cooling,74,1,9.484197|3.000000|0.000000,4.313569068908691,3.0,9.620044|3.000000|0.000000,9.484197|3.000000|0.000000,9.620044|3.000000|0.000000,3,3.445329,N/A,5
MOGP_NSGAII,98d3d390-ed9f-11f0-8864-6e001b3eef54,Cooling,74,2,9.484197|3.000000|0.000000,4.096620082855225,3.0,9.620044|3.000000|0.000000,4.518628|3.000000|1.000000,4.612183|3.000000|1.000000,3,2946.515869,N/A,5
MOGP_NSGAII,98d3d390-ed9f-11f0-8864-6e001b3eef54,Cooling,74,3,9.484197|3.000000|0.000000,4.161964654922485,3.0,9.620044|3.000000|0.000000,4.518628|3.000000|1.000000,4.612183|3.000000|1.000000,3,104758.296875,N/A,5
MOGP_NSGAII,98d3d390-ed9f-11f0-8864-6e001b3eef54,Cooling,74,4,9.484197|3.000000|0.000000,4.09326171875,3.0,9.620044|3.000000|0.000000,4.518628|3.000000|1.000000,4.612183|3.000000|1.000000,3,4.844525,N/A,5
MOGP_NSGAII,98d3d390-ed9f-11f0-8864-6e001b3eef54,Cooling,74,5,9.484197|3.000000|0.000000,4.1700451374053955,3.0,9.620044|3.000000|0.000000,4.518628|3.000000|1.000000,4.612183|3.000000|1.000000,3,3.075202,N/A,5
MOGP_NSGAII,98d3d390-ed9f-11f0-8864-6e001b3eef54,Cooling,74,6,9.484197|3.000000|0.000000,4.182361125946045,3.0,9.620044|3.000000|0.000000,4.518628|3.000000|1.000000,4.612183|3.000000|1.000000,3,2.428689,N/A,5
MOGP_NSGAII,98d3d390-ed9f-11f0-8864-6e001b3eef54,Cooling,74,7,9.484197|3.000000|0.000000,4.284285306930542,3.0,9.620044|3.000000|0.000000,4.518628|3.000000|1.000000,4.612183|3.000000|1.000000,3,2.154134,N/A,5
MOGP_NSGAII,98d3d390-ed9f-11f0-8864-6e001b3eef54,Cooling,74,8,9.484197|3.000000|0.000000,4.334589958190918,3.0,9.620044|3.000000|0.000000,4.518628|3.000000|1.000000,4.612183|3.000000|1.000000,3,1.910866,N/A,5
MOGP_NSGAII,98d3d390-ed9f-11f0-8864-6e001b3eef54,Cooling,74,9,9.484197|3.000000|0.000000,4.349369764328003,3.0,9.620044|3.000000|0.000000,4.518628|3.000000|1.000000,4.612183|3.000000|1.000000,3,2.023383,N/A,5
MOGP_NSGAII,98d3d390-ed9f-11f0-8864-6e001b3eef54,Cooling,74,10,9.484197|3.000000|0.000000,4.456526756286621,3.0,9.620044|3.000000|0.000000,4.518628|3.000000|1.000000,4.612183|3.000000|1.000000,3,2.109305,N/A,5
MOGP_NSGAII,98d3d390-ed9f-11f0-8864-6e001b3eef54,Cooling,74,11,9.484197|3.000000|0.000000,4.6634297370910645,3.0,9.620044|3.000000|0.000000,4.518628|3.000000|1.000000,4.612183|3.000000|1.000000,3,2.313106,N/A,5
MOGP_NSGAII,98d3d390-ed9f-11f0-8864-6e001b3eef54,Cooling,74,12,9.484197|3.000000|0.000000,4.89081597328186,3.0,9.620044|3.000000|0.000000,4.518628|3.000000|1.000000,4.612183|3.000000|1.000000,3,2.411331,N/A,5
MOGP_NSGAII,98d3d390-ed9f-11f0-8864-6e001b3eef54,Cooling,74,13,9.484197|3.000000|0.000000,5.2109880447387695,3.0,9.620044|3.000000|0.000000,4.518628|3.000000|1.000000,4.612183|3.000000|1.000000,3,2.476906,N/A,5
MOGP_NSGAII,98d3d390-ed9f-11f0-8864-6e001b3eef54,Cooling,74,14,9.484197|3.000000|0.000000,5.3513898849487305,3.0,9.620044|3.000000|0.000000,4.518628|3.000000|1.000000,4.612183|3.000000|1.000000,3,2.482008,N/A,5
MOGP_NSGAII,98d3d390-ed9f-11f0-8864-6e001b3eef54,Cooling,74,15,9.484197|3.000000|0.000000,5.6616997718811035,3.0,9.620044|3.000000|0.000000,4.518628|3.000000|1.000000,4.612183|3.000000|1.000000,3,2.379817,N/A,5
MOGP_NSGAII,98d3d390-ed9f-11f0-8864-6e001b3eef54,Cooling,74,16,9.484197|3.000000|0.000000,5.848704099655151,3.0,9.620044|3.000000|0.000000,4.518628|3.000000|1.000000,4.612183|3.000000|1.000000,3,1.917981,N/A,5
