MOGP_GENERATIONAL,b1019848-ec60-11f0-8585-6e001b3eef54,Boston,74,0,19.564472|3.000000|0.000000,1.2438583374023438,3.0,20.319853|3.000000|0.000000,N/A,N/A,0,243624722432.000000,N/A,5
MOGP_GENERATIONAL,b1019848-ec60-11f0-8585-6e001b3eef54,Boston,74,1,9.581656|3.000000|0.000000,1.1821792125701904,3.0,9.352828|3.000000|0.000000,9.581656|3.000000|0.000000,9.352828|3.000000|0.000000,3,115581296640.000000,N/A,5
MOGP_GENERATIONAL,b1019848-ec60-11f0-8585-6e001b3eef54,Boston,74,2,9.581656|3.000000|0.000000,1.2406857013702393,3.0,9.352828|3.000000|0.000000,8.030987|3.000000|1.000000,7.761004|3.000000|1.000000,3,69420187648.000000,N/A,5
MOGP_GENERATIONAL,b1019848-ec60-11f0-8585-6e001b3eef54,Boston,74,3,9.462994|3.000000|0.000000,1.2704482078552246,3.0,9.686623|3.000000|0.000000,8.030987|3.000000|1.000000,7.761004|3.000000|1.000000,3,88195227648.000000,N/A,5
MOGP_GENERATIONAL,b1019848-ec60-11f0-8585-6e001b3eef54,Boston,74,4,9.462994|3.000000|0.000000,1.3299322128295898,3.0,9.686623|3.000000|0.000000,8.030987|3.000000|1.000000,7.761004|3.000000|1.000000,3,70087417856.000000,N/A,5
MOGP_GENERATIONAL,b1019848-ec60-11f0-8585-6e001b3eef54,Boston,74,5,9.346452|3.000000|0.000000,1.3313608169555664,3.0,9.205783|3.000000|0.000000,8.030987|3.000000|1.000000,7.761004|3.000000|1.000000,3,100899758080.000000,N/A,5
MOGP_GENERATIONAL,b1019848-ec60-11f0-8585-6e001b3eef54,Boston,74,6,9.581656|3.000000|0.000000,1.362766981124878,3.0,9.352828|3.000000|0.000000,8.030987|3.000000|1.000000,7.761004|3.000000|1.000000,3,57053454336.000000,N/A,5
MOGP_GENERATIONAL,b1019848-ec60-11f0-8585-6e001b3eef54,Boston,74,7,9.581656|3.000000|0.000000,1.413957118988037,3.0,9.352828|3.000000|0.000000,8.030987|3.000000|1.000000,7.761004|3.000000|1.000000,3,35803508736.000000,N/A,5
MOGP_GENERATIONAL,b1019848-ec60-11f0-8585-6e001b3eef54,Boston,74,8,9.581656|3.000000|0.000000,1.4491651058197021,3.0,9.352828|3.000000|0.000000,8.030987|3.000000|1.000000,7.761004|3.000000|1.000000,3,75247222784.000000,N/A,5
MOGP_GENERATIONAL,b1019848-ec60-11f0-8585-6e001b3eef54,Boston,74,9,9.581656|3.000000|0.000000,1.5965499877929688,3.0,9.352828|3.000000|0.000000,8.030987|3.000000|1.000000,7.761004|3.000000|1.000000,3,59816603648.000000,N/A,5
MOGP_GENERATIONAL,b1019848-ec60-11f0-8585-6e001b3eef54,Boston,74,10,10.131351|3.000000|0.000000,1.664025068283081,3.0,10.505844|3.000000|0.000000,8.030987|3.000000|1.000000,7.761004|3.000000|1.000000,3,100630880256.000000,N/A,5
MOGP_GENERATIONAL,b1019848-ec60-11f0-8585-6e001b3eef54,Boston,74,11,10.131351|3.000000|0.000000,1.8786771297454834,3.0,10.505844|3.000000|0.000000,8.030987|3.000000|1.000000,7.761004|3.000000|1.000000,3,55932653568.000000,N/A,5
