MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,0,9.568934|3.000000,0.7438979148864746,3.0,11.239510|3.000000,N/A,N/A,0,243286196224.000000,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,1,9.568934|3.000000,3.094878911972046,3.0,11.239510|3.000000,9.568934|3.000000,11.239510|3.000000,3,3.114827,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,2,9.113188|3.000000,2.97005295753479,3.0,10.386153|3.000000,9.113188|3.000000,10.386153|3.000000,3,3.203673,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,3,9.113188|3.000000,2.941767930984497,3.0,10.386153|3.000000,9.113188|3.000000,10.386153|3.000000,3,2.735320,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,4,9.113188|3.000000,3.014531135559082,3.0,10.386153|3.000000,9.113188|3.000000,10.386153|3.000000,3,2.072794,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,5,9.113188|3.000000,3.0014488697052,3.0,10.386153|3.000000,9.113188|3.000000,10.386153|3.000000,3,1.327941,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,6,9.113188|3.000000,2.9825022220611572,3.0,10.386153|3.000000,9.066729|5.000000,10.532396|5.000000,5,0.628488,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,7,9.113188|3.000000,3.089263916015625,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.451730,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,8,9.113188|3.000000,3.115211009979248,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.279143,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,9,9.113188|3.000000,3.403397798538208,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.153872,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,10,9.113188|3.000000,3.8398468494415283,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.076846,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,11,9.113188|3.000000,4.5936079025268555,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.075084,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,12,9.113188|3.000000,4.580130100250244,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.081401,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,13,9.113188|3.000000,4.571642875671387,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.087201,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,14,9.113188|3.000000,4.547791004180908,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.087470,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,15,9.113188|3.000000,4.671540260314941,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.087470,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,16,9.113188|3.000000,4.673141956329346,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.092829,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,17,9.113188|3.000000,4.470846891403198,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.097842,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,18,9.113188|3.000000,4.501185178756714,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.097842,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,19,9.113188|3.000000,4.5027220249176025,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.097842,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,20,9.113188|3.000000,4.444918870925903,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.097842,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,21,9.113188|3.000000,4.374403238296509,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.097842,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,22,9.113188|3.000000,4.525304079055786,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.097842,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,23,9.113188|3.000000,4.571916818618774,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.097838,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,24,9.113188|3.000000,4.508592844009399,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.102554,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,25,9.113188|3.000000,4.462187051773071,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.111250,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,26,9.113188|3.000000,4.401504039764404,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.115775,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,27,9.113188|3.000000,4.360473155975342,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.126789,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,28,9.113188|3.000000,4.162714719772339,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.145389,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,29,9.113188|3.000000,4.135686874389648,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.153392,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,30,9.113188|3.000000,4.090253829956055,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.173614,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,31,9.113188|3.000000,3.9634580612182617,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.198226,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,32,9.113188|3.000000,3.8776638507843018,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.227765,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,33,9.113188|3.000000,3.843411922454834,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.172607,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,34,9.113188|3.000000,5.346543788909912,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.027006,N/A,5
MOGP_NSGAII,5864df82-f044-11f0-846b-6e001b3eef54,Boston,74,35,9.113188|3.000000,6.1519458293914795,3.0,10.386153|3.000000,8.572400|5.000000,9.924261|5.000000,5,0.027006,N/A,5
