MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,0,2305.275635|3.000000,0.9312148094177246,3.0,2373.761230|3.000000,N/A,N/A,0,161016578048.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,1,2210.936279|3.000000,0.8208940029144287,3.0,2305.995850|3.000000,2210.936279|3.000000,2305.995850|3.000000,3,54333304832.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,2,2146.338867|3.000000,0.8423008918762207,3.0,2228.033447|3.000000,2146.338867|3.000000,2228.033447|3.000000,3,10573772800.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,3,2127.584717|3.000000,0.8453528881072998,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,51116285952.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,4,2127.584717|3.000000,0.8533320426940918,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,27379824640.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,5,2127.584717|3.000000,0.8731513023376465,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,50378088448.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,6,2127.584717|3.000000,0.8801400661468506,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,41925251072.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,7,2127.584717|3.000000,0.854576826095581,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,64609828864.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,8,2127.584717|3.000000,0.8567149639129639,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,24909654016.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,9,2127.584717|3.000000,0.8496739864349365,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,47099658240.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,10,2127.584717|3.000000,0.8750491142272949,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,74712645632.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,11,2127.584717|3.000000,0.8396461009979248,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,70316998656.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,12,2127.584717|3.000000,0.8829419612884521,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,5531559424.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,13,2127.584717|3.000000,0.8781139850616455,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,51399471104.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,14,2127.584717|3.000000,0.962888240814209,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,54702964736.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,15,2127.584717|3.000000,0.8874208927154541,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,62803480576.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,16,2127.584717|3.000000,0.8990881443023682,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,49494253568.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,17,2127.584717|3.000000,0.968602180480957,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,42035126272.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,18,2127.584717|3.000000,1.0970430374145508,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,1275322624.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,19,2127.584717|3.000000,1.2338802814483643,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,3911403264.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,20,2127.584717|3.000000,1.330974817276001,3.0,2217.610596|3.000000,2033.626953|7.000000,2024.425293|7.000000,7,82763268096.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,21,2127.584717|3.000000,1.3863837718963623,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,49784090624.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,22,2127.584717|3.000000,1.5774362087249756,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,39425482752.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,23,2127.584717|3.000000,1.5784201622009277,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,4302948864.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,24,2127.584717|3.000000,1.5429661273956299,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,41163677696.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,25,2127.584717|3.000000,1.5431900024414062,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,11736893440.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,26,2127.584717|3.000000,1.6222820281982422,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,51004145664.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,27,2127.584717|3.000000,1.5308170318603516,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,79734013952.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,28,2127.584717|3.000000,1.5226891040802002,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,56763772928.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,29,2127.584717|3.000000,1.5004119873046875,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,14670.685547,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,30,2127.584717|3.000000,1.585132122039795,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,83836911616.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,31,2127.584717|3.000000,1.5757129192352295,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,48855076864.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,32,2127.584717|3.000000,1.5911409854888916,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,50080583680.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,33,2127.584717|3.000000,1.4947998523712158,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,15613962240.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,34,2127.584717|3.000000,1.5460619926452637,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,88475983872.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,35,2127.584717|3.000000,1.595573902130127,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,17217923072.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,36,2127.584717|3.000000,1.6149723529815674,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,47838552064.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,37,2127.584717|3.000000,1.603698968887329,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,81482686464.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,38,2127.584717|3.000000,1.599473237991333,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,55460929536.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,39,2127.584717|3.000000,1.5630621910095215,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,49786576896.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,40,2127.584717|3.000000,1.552934169769287,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,78046085120.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,41,2127.584717|3.000000,1.6659560203552246,3.0,2217.610596|3.000000,2107.195068|7.000000,2156.379883|7.000000,7,69990244352.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,42,2127.584717|3.000000,1.5598740577697754,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,10348601344.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,43,2127.584717|3.000000,1.596543312072754,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,12359600128.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,44,2127.584717|3.000000,1.6318180561065674,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,47689019392.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,45,2127.584717|3.000000,1.5890331268310547,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,36272869376.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,46,2127.584717|3.000000,1.665513038635254,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,52813475840.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,47,2127.584717|3.000000,1.5950682163238525,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,3911403264.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,48,2127.584717|3.000000,1.5620341300964355,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,89734537216.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,49,2127.584717|3.000000,1.5295259952545166,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,20267.996094,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,50,2127.584717|3.000000,1.5521788597106934,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,47173013504.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,51,2127.584717|3.000000,1.5758647918701172,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,14359.344727,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,52,2127.584717|3.000000,1.5722689628601074,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,7822979584.000000,N/A,5
MOGP_GENERATIONAL,ef93f840-f092-11f0-97f4-6e001b3eef54,Toxicity,74,53,2127.584717|3.000000,1.640204906463623,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,7814312448.000000,N/A,5
