MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,0,10.002121|3.000000,0.9650099277496338,3.0,10.323853|3.000000,N/A,N/A,0,243509788672.000000,10.002121|3.000000,5
MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,1,10.002121|3.000000,0.018412113189697266,3.0,10.323853|3.000000,10.002121|3.000000,10.323853|3.000000,3,111976538112.000000,10.002121|3.000000,5
MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,2,8.263484|3.000000,0.02149486541748047,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,58206830592.000000,10.002121|3.000000,5
MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,3,8.263484|3.000000,0.01870274543762207,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,83836076032.000000,10.002121|3.000000,5
MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,4,8.263484|3.000000,0.02251911163330078,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,70700015616.000000,10.002121|3.000000,5
MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,5,8.263484|3.000000,0.019655942916870117,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,58527465472.000000,10.002121|3.000000,5
MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,6,8.263484|3.000000,0.025011062622070312,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,73157230592.000000,10.002121|3.000000,5
MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,7,8.263484|3.000000,0.017206192016601562,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,98494554112.000000,10.002121|3.000000,5
MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,8,8.263484|3.000000,0.016163110733032227,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,83819552768.000000,10.002121|3.000000,5
MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,9,8.263484|3.000000,0.020164012908935547,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,68803207168.000000,10.002121|3.000000,5
MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,10,8.263484|3.000000,0.019160747528076172,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,91858624512.000000,10.002121|3.000000,5
MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,11,8.263484|3.000000,0.016582965850830078,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,75998625792.000000,10.002121|3.000000,5
MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,12,8.263484|3.000000,0.015949249267578125,3.0,8.817641|3.000000,7.772037|7.000000,8.352465|7.000000,7,73123348480.000000,10.002121|3.000000,5
MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,13,8.263484|3.000000,0.01985001564025879,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,73079611392.000000,10.002121|3.000000,5
MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,14,8.263484|3.000000,0.015156030654907227,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,87548608512.000000,10.002121|3.000000,5
MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,15,8.263484|3.000000,0.020979881286621094,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,26673840128.000000,10.002121|3.000000,5
MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,16,8.263484|3.000000,0.01714611053466797,3.0,8.817641|3.000000,7.827906|11.000000,8.416061|11.000000,11,67557941248.000000,10.002121|3.000000,5
MOGP_GENERATIONAL,342738c2-ef31-11f0-a1d6-6e001b3eef54,Boston,74,17,8.263484|3.000000,0.015163898468017578,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,90057523200.000000,10.002121|3.000000,5
