MOGP_NSGAII,6850c5c6-ef4c-11f0-bb76-6e001b3eef54,Toxicity,74,0,2262.658691|3.000000,0.915086030960083,3.0,2466.102539|3.000000,N/A,N/A,0,158690476032.000000,N/A,5
MOGP_NSGAII,6850c5c6-ef4c-11f0-bb76-6e001b3eef54,Toxicity,74,1,2246.346436|3.000000,3.300149917602539,3.0,2523.406494|3.000000,2032.923218|13.000000,2449.094971|13.000000,13,61.486423,N/A,5
MOGP_NSGAII,6850c5c6-ef4c-11f0-bb76-6e001b3eef54,Toxicity,74,2,2227.917480|3.000000,3.140868902206421,3.0,2502.939941|3.000000,2031.147583|13.000000,2447.499023|13.000000,13,82.346397,N/A,5
MOGP_NSGAII,6850c5c6-ef4c-11f0-bb76-6e001b3eef54,Toxicity,74,3,2192.299072|3.000000,3.1623659133911133,3.0,2501.583496|3.000000,2031.147583|13.000000,2447.499023|13.000000,13,88.039330,N/A,5
MOGP_NSGAII,6850c5c6-ef4c-11f0-bb76-6e001b3eef54,Toxicity,74,4,2064.122559|3.000000,3.1227312088012695,3.0,2370.302734|3.000000,2029.559204|5.000000,2355.443359|5.000000,5,87.183754,N/A,5
MOGP_NSGAII,6850c5c6-ef4c-11f0-bb76-6e001b3eef54,Toxicity,74,5,2064.122559|3.000000,3.159428834915161,3.0,2370.302734|3.000000,1991.217407|11.000000,2285.226562|11.000000,11,92.013374,N/A,5
MOGP_NSGAII,6850c5c6-ef4c-11f0-bb76-6e001b3eef54,Toxicity,74,6,2064.122559|3.000000,3.0761590003967285,3.0,2370.302734|3.000000,1985.088013|13.000000,2287.454590|13.000000,13,84.307281,N/A,5
MOGP_NSGAII,6850c5c6-ef4c-11f0-bb76-6e001b3eef54,Toxicity,74,7,2064.122559|3.000000,3.07497501373291,3.0,2370.302734|3.000000,1985.088013|13.000000,2287.454590|13.000000,13,78.366432,N/A,5
MOGP_NSGAII,6850c5c6-ef4c-11f0-bb76-6e001b3eef54,Toxicity,74,8,2064.122559|3.000000,3.066910982131958,3.0,2370.302734|3.000000,1984.855103|13.000000,2287.331299|13.000000,13,68.915131,N/A,5
MOGP_NSGAII,6850c5c6-ef4c-11f0-bb76-6e001b3eef54,Toxicity,74,9,2064.122559|3.000000,3.035437822341919,3.0,2370.302734|3.000000,1938.127686|13.000000,2212.068604|13.000000,13,65.105202,N/A,5
MOGP_NSGAII,6850c5c6-ef4c-11f0-bb76-6e001b3eef54,Toxicity,74,10,2064.122559|3.000000,3.074795961380005,3.0,2370.302734|3.000000,1938.127686|13.000000,2212.068604|13.000000,13,50.479130,N/A,5
MOGP_NSGAII,6850c5c6-ef4c-11f0-bb76-6e001b3eef54,Toxicity,74,11,2064.122559|3.000000,3.044182777404785,3.0,2370.302734|3.000000,1938.127686|13.000000,2212.068604|13.000000,13,52.275864,N/A,5
