MOGP_GENERATIONAL,15543aa6-ef47-11f0-9be8-6e001b3eef54,Boston,74,0,10.194349|3.000000,0.9697229862213135,3.0,9.876244|3.000000,N/A,N/A,0,242997575680.000000,N/A,5
MOGP_GENERATIONAL,15543aa6-ef47-11f0-9be8-6e001b3eef54,Boston,74,1,10.862483|3.000000,0.02088785171508789,3.0,10.398706|3.000000,10.862483|3.000000,10.398706|3.000000,3,93485031424.000000,N/A,5
MOGP_GENERATIONAL,15543aa6-ef47-11f0-9be8-6e001b3eef54,Boston,74,2,10.391803|3.000000,0.0175931453704834,3.0,9.895650|3.000000,10.391803|3.000000,9.895650|3.000000,3,67934593024.000000,N/A,5
MOGP_GENERATIONAL,15543aa6-ef47-11f0-9be8-6e001b3eef54,Boston,74,3,10.120559|3.000000,0.02508091926574707,3.0,9.911440|3.000000,10.120559|3.000000,9.911440|3.000000,3,49937465344.000000,N/A,5
MOGP_GENERATIONAL,15543aa6-ef47-11f0-9be8-6e001b3eef54,Boston,74,4,10.194349|3.000000,0.017370939254760742,3.0,9.876244|3.000000,10.194349|3.000000,9.876244|3.000000,3,64438435840.000000,N/A,5
MOGP_GENERATIONAL,15543aa6-ef47-11f0-9be8-6e001b3eef54,Boston,74,5,10.194349|3.000000,0.01658010482788086,3.0,9.876244|3.000000,9.179088|5.000000,8.567910|5.000000,5,76298084352.000000,N/A,5
MOGP_GENERATIONAL,15543aa6-ef47-11f0-9be8-6e001b3eef54,Boston,74,6,10.194349|3.000000,0.016038894653320312,3.0,9.876244|3.000000,10.194349|3.000000,9.876244|3.000000,3,94147665920.000000,N/A,5
MOGP_GENERATIONAL,15543aa6-ef47-11f0-9be8-6e001b3eef54,Boston,74,7,10.194349|3.000000,0.015603780746459961,3.0,9.876244|3.000000,10.194349|3.000000,9.876244|3.000000,3,74717102080.000000,N/A,5
MOGP_GENERATIONAL,15543aa6-ef47-11f0-9be8-6e001b3eef54,Boston,74,8,10.194349|3.000000,0.022143125534057617,3.0,9.876244|3.000000,10.194349|3.000000,9.876244|3.000000,3,72478900224.000000,N/A,5
MOGP_GENERATIONAL,15543aa6-ef47-11f0-9be8-6e001b3eef54,Boston,74,9,10.194349|3.000000,0.0326693058013916,3.0,9.876244|3.000000,8.502844|5.000000,7.433446|5.000000,5,91001233408.000000,N/A,5
MOGP_GENERATIONAL,15543aa6-ef47-11f0-9be8-6e001b3eef54,Boston,74,10,10.194349|3.000000,0.015635967254638672,3.0,9.876244|3.000000,10.194349|3.000000,9.876244|3.000000,3,70428680192.000000,N/A,5
MOGP_GENERATIONAL,15543aa6-ef47-11f0-9be8-6e001b3eef54,Boston,74,11,10.346960|3.000000,0.01580500602722168,3.0,9.942635|3.000000,9.359615|7.000000,8.726311|7.000000,7,61160853504.000000,N/A,5
MOGP_GENERATIONAL,15543aa6-ef47-11f0-9be8-6e001b3eef54,Boston,74,12,10.346960|3.000000,0.015418052673339844,3.0,9.942635|3.000000,9.359615|7.000000,8.726311|7.000000,7,58680102912.000000,N/A,5
MOGP_GENERATIONAL,15543aa6-ef47-11f0-9be8-6e001b3eef54,Boston,74,13,10.346960|3.000000,0.01616978645324707,3.0,9.942635|3.000000,9.379222|5.000000,8.768001|5.000000,5,71520829440.000000,N/A,5
MOGP_GENERATIONAL,15543aa6-ef47-11f0-9be8-6e001b3eef54,Boston,74,14,10.346960|3.000000,0.02261519432067871,3.0,9.942635|3.000000,10.346960|3.000000,9.942635|3.000000,3,70777823232.000000,N/A,5
MOGP_GENERATIONAL,15543aa6-ef47-11f0-9be8-6e001b3eef54,Boston,74,15,10.391803|3.000000,0.015107870101928711,3.0,9.895650|3.000000,10.391803|3.000000,9.895650|3.000000,3,75194646528.000000,N/A,5
