MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,0,9.889458|3.000000,1.6717040538787842,3.0,10.573609|3.000000,N/A,N/A,0,243894075392.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,1,9.889458|3.000000,0.038690805435180664,3.0,10.573609|3.000000,9.889458|3.000000,10.573609|3.000000,3,106291453952.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,2,9.438225|3.000000,0.03854107856750488,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,85636177920.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,3,9.438225|3.000000,0.03913402557373047,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,93094100992.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,4,9.438225|3.000000,0.04674816131591797,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,53397753856.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,5,9.438225|3.000000,0.04150700569152832,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,99617112064.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,6,9.438225|3.000000,0.03759884834289551,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,95069863936.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,7,9.438225|3.000000,0.036856889724731445,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,99823886336.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,8,9.438225|3.000000,0.036740779876708984,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,53533630464.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,9,9.438225|3.000000,0.061981916427612305,3.0,9.686531|3.000000,8.686485|5.000000,9.690475|5.000000,5,76331335680.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,10,9.438225|3.000000,0.03577995300292969,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,95032557568.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,11,9.438225|3.000000,0.059848785400390625,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,75444199424.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,12,9.438225|3.000000,0.03631925582885742,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,51445370880.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,13,9.438225|3.000000,0.04722094535827637,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,76919848960.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,14,9.438225|3.000000,0.05362892150878906,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,76916850688.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,15,9.438225|3.000000,0.04588174819946289,3.0,9.686531|3.000000,8.068583|7.000000,8.732615|7.000000,7,48290291712.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,16,9.438225|3.000000,0.045517683029174805,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,77832740864.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,17,9.438225|3.000000,0.03557419776916504,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,55928246272.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,18,9.438225|3.000000,0.0532689094543457,3.0,9.686531|3.000000,8.980996|7.000000,9.565679|7.000000,7,68490231808.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,19,9.438225|3.000000,0.03536510467529297,3.0,9.686531|3.000000,7.874433|7.000000,8.126031|7.000000,7,53178195968.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,20,9.438225|3.000000,0.03521990776062012,3.0,9.686531|3.000000,9.176264|7.000000,9.596254|7.000000,7,75920424960.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,21,9.438225|3.000000,0.04848313331604004,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,73732702208.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,22,9.438225|3.000000,0.05053377151489258,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,98189991936.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,23,9.438225|3.000000,0.035431861877441406,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,70659817472.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,24,9.438225|3.000000,0.03587508201599121,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,79246000128.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,25,9.438225|3.000000,0.05173492431640625,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,114517606400.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,26,9.438225|3.000000,0.03529787063598633,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,55701118976.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,27,9.438225|3.000000,0.03516435623168945,3.0,9.686531|3.000000,7.874433|7.000000,8.126031|7.000000,7,52468539392.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,28,9.438225|3.000000,0.034755706787109375,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,64482086912.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,29,9.438225|3.000000,0.042489051818847656,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,26685333504.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,30,9.438225|3.000000,0.03595399856567383,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,34057283584.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,31,9.438225|3.000000,0.03557610511779785,3.0,9.686531|3.000000,9.203192|7.000000,10.253045|7.000000,7,97466793984.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,32,9.438225|3.000000,0.03483009338378906,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,32283166720.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,33,9.438225|3.000000,0.035737037658691406,3.0,9.686531|3.000000,7.874433|7.000000,8.126031|7.000000,7,81772716032.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,34,9.438225|3.000000,0.054698944091796875,3.0,9.686531|3.000000,9.176264|7.000000,9.596254|7.000000,7,88823635968.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,35,9.438225|3.000000,0.04352903366088867,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,31545348096.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,36,9.438225|3.000000,0.03586292266845703,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,91383062528.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,37,9.438225|3.000000,0.03603196144104004,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,111091810304.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,38,9.438225|3.000000,0.04530692100524902,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,94107811840.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,39,9.438225|3.000000,0.04817795753479004,3.0,9.686531|3.000000,6.847032|7.000000,7.652623|7.000000,7,125211918336.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,40,9.438225|3.000000,0.036148786544799805,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,106666205184.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,41,9.438225|3.000000,0.04489493370056152,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,53047095296.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,42,9.438225|3.000000,0.03604412078857422,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,98494521344.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,43,9.438225|3.000000,0.035385847091674805,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,98569461760.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,44,9.438225|3.000000,0.03553891181945801,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,81814650880.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,45,9.438225|3.000000,0.03624296188354492,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,74913972224.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,46,9.438225|3.000000,0.05037283897399902,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,87443464192.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,47,9.438225|3.000000,0.03571915626525879,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,92726239232.000000,9.285441|3.000000,5
MOGP_GENERATIONAL,92856c38-ec32-11f0-8585-6e001b3eef54,Boston,74,48,9.438225|3.000000,0.03569197654724121,3.0,9.686531|3.000000,9.438225|3.000000,9.686531|3.000000,3,89943162880.000000,9.285441|3.000000,5
