MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,0,2499.428711|3.000000,1.3726859092712402,3.0,1868.992310|3.000000,N/A,N/A,0,159297355776.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,1,2443.703125|3.000000,0.030117034912109375,3.0,1682.340454|3.000000,2443.703125|3.000000,1682.340454|3.000000,3,53032927232.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,2,2325.884521|3.000000,0.022378206253051758,3.0,1700.102295|3.000000,2325.884521|3.000000,1700.102295|3.000000,3,31908907008.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,3,2325.884521|3.000000,0.022734880447387695,3.0,1700.102295|3.000000,2325.884521|3.000000,1700.102295|3.000000,3,68424474624.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,4,2325.884521|3.000000,0.029031991958618164,3.0,1700.102295|3.000000,2325.884521|3.000000,1700.102295|3.000000,3,55341748224.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,5,2328.470947|3.000000,0.02010202407836914,3.0,1758.709595|3.000000,2328.470947|3.000000,1758.709595|3.000000,3,32850978816.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,6,2325.884521|3.000000,0.028970956802368164,3.0,1700.102295|3.000000,2325.884521|3.000000,1700.102295|3.000000,3,86423781376.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,7,2325.884521|3.000000,0.02197098731994629,3.0,1700.102295|3.000000,2325.884521|3.000000,1700.102295|3.000000,3,79293865984.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,8,2328.470947|3.000000,0.028193235397338867,3.0,1758.709595|3.000000,2328.470947|3.000000,1758.709595|3.000000,3,49475747840.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,9,2325.884521|3.000000,0.026168107986450195,3.0,1700.102295|3.000000,2325.884521|3.000000,1700.102295|3.000000,3,37962158080.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,10,2328.470947|3.000000,0.023681163787841797,3.0,1758.709595|3.000000,2318.940186|5.000000,1648.870728|5.000000,5,46642163712.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,11,2361.420654|3.000000,0.1432170867919922,3.0,1763.608032|3.000000,2361.420654|3.000000,1763.608032|3.000000,3,6774749184.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,12,2328.470947|3.000000,0.028074979782104492,3.0,1758.709595|3.000000,2328.470947|3.000000,1758.709595|3.000000,3,32001110016.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,13,2328.470947|3.000000,0.020987987518310547,3.0,1758.709595|3.000000,2328.470947|3.000000,1758.709595|3.000000,3,75276656640.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,14,2413.156738|3.000000,0.022143840789794922,3.0,1713.818726|3.000000,2413.156738|3.000000,1713.818726|3.000000,3,14093344768.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,15,2436.376221|3.000000,0.02593684196472168,3.0,1831.840454|3.000000,2285.740967|7.000000,1647.485840|7.000000,7,94632.843750,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,16,2436.376221|3.000000,0.02451801300048828,3.0,1831.840454|3.000000,2436.376221|3.000000,1831.840454|3.000000,3,49784045568.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,17,2436.376221|3.000000,0.021264314651489258,3.0,1831.840454|3.000000,2436.376221|3.000000,1831.840454|3.000000,3,33873756160.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,18,2436.376221|3.000000,0.028795242309570312,3.0,1831.840454|3.000000,2436.376221|3.000000,1831.840454|3.000000,3,9339249664.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,19,2436.376221|3.000000,0.035600900650024414,3.0,1831.840454|3.000000,2436.376221|3.000000,1831.840454|3.000000,3,22135566336.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,20,2436.376221|3.000000,0.027665138244628906,3.0,1831.840454|3.000000,2436.376221|3.000000,1831.840454|3.000000,3,31014875136.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,21,2436.376221|3.000000,0.022145986557006836,3.0,1831.840454|3.000000,2436.376221|3.000000,1831.840454|3.000000,3,46274940928.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,22,2436.376221|3.000000,0.023089170455932617,3.0,1831.840454|3.000000,2436.376221|3.000000,1831.840454|3.000000,3,69964931072.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,23,2436.376221|3.000000,0.02324676513671875,3.0,1831.840454|3.000000,2245.742432|7.000000,1720.615967|7.000000,7,70573326336.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,24,2436.376221|3.000000,0.026814937591552734,3.0,1831.840454|3.000000,2436.376221|3.000000,1831.840454|3.000000,3,20697206784.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,25,2436.376221|3.000000,0.029022932052612305,3.0,1831.840454|3.000000,2436.376221|3.000000,1831.840454|3.000000,3,2460.730469,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,26,2436.376221|3.000000,0.022986173629760742,3.0,1831.840454|3.000000,2436.376221|3.000000,1831.840454|3.000000,3,395691744.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,27,2436.376221|3.000000,0.022891998291015625,3.0,1831.840454|3.000000,2436.376221|3.000000,1831.840454|3.000000,3,61705322496.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,28,2436.376221|3.000000,0.023120880126953125,3.0,1831.840454|3.000000,2436.376221|3.000000,1831.840454|3.000000,3,62688018432.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,29,2436.376221|3.000000,0.02234506607055664,3.0,1831.840454|3.000000,2436.376221|3.000000,1831.840454|3.000000,3,16128203776.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,30,2436.376221|3.000000,0.02160501480102539,3.0,1831.840454|3.000000,2436.376221|3.000000,1831.840454|3.000000,3,16611525632.000000,N/A,5
MOGP_GENERATIONAL,4b11d6c8-f300-11f0-8520-6e001b3eef54,Toxicity,74,31,2436.376221|3.000000,0.03831028938293457,3.0,1831.840454|3.000000,2415.416016|7.000000,1824.639893|7.000000,7,48892493824.000000,N/A,5
