MOGP_GENERATIONAL,f7ceac9a-f163-11f0-894a-6e001b3eef54,Boston,74,0,10.237160|3.000000,0.8038148880004883,3.0,9.772568|3.000000,N/A,N/A,0,243253510144.000000,N/A,5
MOGP_GENERATIONAL,f7ceac9a-f163-11f0-894a-6e001b3eef54,Boston,74,1,10.237160|3.000000,0.7819502353668213,3.0,9.772568|3.000000,10.237160|3.000000,9.772568|3.000000,3,74390470656.000000,N/A,5
MOGP_GENERATIONAL,f7ceac9a-f163-11f0-894a-6e001b3eef54,Boston,74,2,10.046239|3.000000,0.8274869918823242,3.0,10.085992|3.000000,10.046239|3.000000,10.085992|3.000000,3,26155122688.000000,N/A,5
MOGP_GENERATIONAL,f7ceac9a-f163-11f0-894a-6e001b3eef54,Boston,74,3,10.046239|3.000000,0.8289010524749756,3.0,10.085992|3.000000,10.046239|3.000000,10.085992|3.000000,3,52146155520.000000,N/A,5
MOGP_GENERATIONAL,f7ceac9a-f163-11f0-894a-6e001b3eef54,Boston,74,4,10.046239|3.000000,0.827672004699707,3.0,10.085992|3.000000,10.046239|3.000000,10.085992|3.000000,3,68700049408.000000,N/A,5
MOGP_GENERATIONAL,f7ceac9a-f163-11f0-894a-6e001b3eef54,Boston,74,5,10.046239|3.000000,0.8270199298858643,3.0,10.085992|3.000000,10.046239|3.000000,10.085992|3.000000,3,75341479936.000000,N/A,5
MOGP_GENERATIONAL,f7ceac9a-f163-11f0-894a-6e001b3eef54,Boston,74,6,10.046239|3.000000,0.838289737701416,3.0,10.085992|3.000000,10.046239|3.000000,10.085992|3.000000,3,45824118784.000000,N/A,5
MOGP_GENERATIONAL,f7ceac9a-f163-11f0-894a-6e001b3eef54,Boston,74,7,10.046239|3.000000,0.8319041728973389,3.0,10.085992|3.000000,10.046239|3.000000,10.085992|3.000000,3,86486720512.000000,N/A,5
MOGP_GENERATIONAL,f7ceac9a-f163-11f0-894a-6e001b3eef54,Boston,74,8,10.046239|3.000000,0.8246150016784668,3.0,10.085992|3.000000,9.026691|5.000000,8.926690|5.000000,5,86490767360.000000,N/A,5
MOGP_GENERATIONAL,f7ceac9a-f163-11f0-894a-6e001b3eef54,Boston,74,9,10.046239|3.000000,0.8339312076568604,3.0,10.085992|3.000000,10.046239|3.000000,10.085992|3.000000,3,102414106624.000000,N/A,5
MOGP_GENERATIONAL,f7ceac9a-f163-11f0-894a-6e001b3eef54,Boston,74,10,10.046239|3.000000,0.8583788871765137,3.0,10.085992|3.000000,10.046239|3.000000,10.085992|3.000000,3,96564568064.000000,N/A,5
MOGP_GENERATIONAL,f7ceac9a-f163-11f0-894a-6e001b3eef54,Boston,74,11,10.046239|3.000000,0.8574380874633789,3.0,10.085992|3.000000,10.046239|3.000000,10.085992|3.000000,3,102705635328.000000,N/A,5
