MOGP_GENERATIONAL,9fca9494-ef0d-11f0-9be8-6e001b3eef54,Boston,74,0,9.890919|3.000000,0.7891101837158203,3.0,10.570427|3.000000,N/A,N/A,0,243221397504.000000,N/A,5
MOGP_GENERATIONAL,9fca9494-ef0d-11f0-9be8-6e001b3eef54,Boston,74,1,10.651223|3.000000,0.016804933547973633,3.0,10.895784|3.000000,10.651223|3.000000,10.895784|3.000000,3,93014786048.000000,N/A,5
MOGP_GENERATIONAL,9fca9494-ef0d-11f0-9be8-6e001b3eef54,Boston,74,2,9.939846|3.000000,0.016685009002685547,3.0,10.328574|3.000000,9.939846|3.000000,10.328574|3.000000,3,52214341632.000000,N/A,5
MOGP_GENERATIONAL,9fca9494-ef0d-11f0-9be8-6e001b3eef54,Boston,74,3,9.955998|3.000000,0.016498088836669922,3.0,10.832470|3.000000,9.955998|3.000000,10.832470|3.000000,3,53780869120.000000,N/A,5
MOGP_GENERATIONAL,9fca9494-ef0d-11f0-9be8-6e001b3eef54,Boston,74,4,9.890919|3.000000,0.014847278594970703,3.0,10.570427|3.000000,9.890919|3.000000,10.570427|3.000000,3,85592072192.000000,N/A,5
MOGP_GENERATIONAL,9fca9494-ef0d-11f0-9be8-6e001b3eef54,Boston,74,5,9.890919|3.000000,0.014438867568969727,3.0,10.570427|3.000000,9.890919|3.000000,10.570427|3.000000,3,60560805888.000000,N/A,5
MOGP_GENERATIONAL,9fca9494-ef0d-11f0-9be8-6e001b3eef54,Boston,74,6,9.890919|3.000000,0.013963937759399414,3.0,10.570427|3.000000,9.890919|3.000000,10.570427|3.000000,3,61675929600.000000,N/A,5
MOGP_GENERATIONAL,9fca9494-ef0d-11f0-9be8-6e001b3eef54,Boston,74,7,9.890919|3.000000,0.013351917266845703,3.0,10.570427|3.000000,9.806187|5.000000,10.584948|5.000000,5,75681562624.000000,N/A,5
MOGP_GENERATIONAL,9fca9494-ef0d-11f0-9be8-6e001b3eef54,Boston,74,8,9.890919|3.000000,0.015021085739135742,3.0,10.570427|3.000000,9.890919|3.000000,10.570427|3.000000,3,104846704640.000000,N/A,5
MOGP_GENERATIONAL,9fca9494-ef0d-11f0-9be8-6e001b3eef54,Boston,74,9,9.890919|3.000000,0.015822172164916992,3.0,10.570427|3.000000,9.890919|3.000000,10.570427|3.000000,3,75342798848.000000,N/A,5
MOGP_GENERATIONAL,9fca9494-ef0d-11f0-9be8-6e001b3eef54,Boston,74,10,9.890919|3.000000,0.013330221176147461,3.0,10.570427|3.000000,9.890919|3.000000,10.570427|3.000000,3,57927913472.000000,N/A,5
MOGP_GENERATIONAL,9fca9494-ef0d-11f0-9be8-6e001b3eef54,Boston,74,11,9.955998|3.000000,0.014860153198242188,3.0,10.832470|3.000000,8.996213|15.000000,9.676052|15.000000,15,68213047296.000000,N/A,5
MOGP_GENERATIONAL,9fca9494-ef0d-11f0-9be8-6e001b3eef54,Boston,74,12,10.153538|3.000000,0.014282703399658203,3.0,10.455844|3.000000,10.153538|3.000000,10.455844|3.000000,3,77117104128.000000,N/A,5
MOGP_GENERATIONAL,9fca9494-ef0d-11f0-9be8-6e001b3eef54,Boston,74,13,10.153538|3.000000,0.01486825942993164,3.0,10.455844|3.000000,9.401375|7.000000,9.825367|7.000000,7,96363986944.000000,N/A,5
MOGP_GENERATIONAL,9fca9494-ef0d-11f0-9be8-6e001b3eef54,Boston,74,14,10.153538|3.000000,0.013702154159545898,3.0,10.455844|3.000000,10.153538|3.000000,10.455844|3.000000,3,71870406656.000000,N/A,5
MOGP_GENERATIONAL,9fca9494-ef0d-11f0-9be8-6e001b3eef54,Boston,74,15,10.153538|3.000000,0.016950130462646484,3.0,10.455844|3.000000,10.153538|3.000000,10.455844|3.000000,3,83760513024.000000,N/A,5
MOGP_GENERATIONAL,9fca9494-ef0d-11f0-9be8-6e001b3eef54,Boston,74,16,10.153538|3.000000,0.01588726043701172,3.0,10.455844|3.000000,9.789490|7.000000,10.152873|7.000000,7,86339854336.000000,N/A,5
