MOGP_NSGAII,1f711604-eb2c-11f0-9ebb-6e001b3eef54,Toxicity,74,0,2630.032227|3.000000|0.000000,1.2256460189819336,3.0,2570.379883|3.000000|0.000000,N/A,N/A,0,159531040768.000000,N/A,5
MOGP_NSGAII,1f711604-eb2c-11f0-9ebb-6e001b3eef54,Toxicity,74,1,2629.392822|3.000000|0.000000,4.608069181442261,3.0,2569.757568|3.000000|0.000000,2167.795166|13.000000|4.000000,2167.342529|13.000000|4.000000,13,2014939.000000,N/A,5
MOGP_NSGAII,1f711604-eb2c-11f0-9ebb-6e001b3eef54,Toxicity,74,2,2475.216553|3.000000|0.000000,4.356634855270386,3.0,2515.239014|3.000000|0.000000,2136.856689|13.000000|4.000000,2158.266846|13.000000|4.000000,13,2017483.000000,N/A,5
MOGP_NSGAII,1f711604-eb2c-11f0-9ebb-6e001b3eef54,Toxicity,74,3,2475.216553|3.000000|0.000000,4.164047002792358,3.0,2515.239014|3.000000|0.000000,2058.513916|9.000000|3.000000,2099.034424|9.000000|3.000000,9,2017781.375000,N/A,5
MOGP_NSGAII,1f711604-eb2c-11f0-9ebb-6e001b3eef54,Toxicity,74,4,2141.030518|3.000000|0.000000,4.138947248458862,3.0,2159.858887|3.000000|0.000000,2058.513916|9.000000|3.000000,2099.034424|9.000000|3.000000,9,159.643692,N/A,5
MOGP_NSGAII,1f711604-eb2c-11f0-9ebb-6e001b3eef54,Toxicity,74,5,2061.685547|3.000000|0.000000,4.227691888809204,3.0,2037.223389|3.000000|0.000000,2058.513916|9.000000|3.000000,2099.034424|9.000000|3.000000,9,198.565033,N/A,5
MOGP_NSGAII,1f711604-eb2c-11f0-9ebb-6e001b3eef54,Toxicity,74,6,2061.685547|3.000000|0.000000,4.162824869155884,3.0,2037.223389|3.000000|0.000000,2058.513916|9.000000|3.000000,2099.034424|9.000000|3.000000,9,213.742126,N/A,5
MOGP_NSGAII,1f711604-eb2c-11f0-9ebb-6e001b3eef54,Toxicity,74,7,2061.685547|3.000000|0.000000,4.170356273651123,3.0,2037.223389|3.000000|0.000000,2007.140503|13.000000|4.000000,2129.673584|13.000000|4.000000,13,219.877121,N/A,5
MOGP_NSGAII,1f711604-eb2c-11f0-9ebb-6e001b3eef54,Toxicity,74,8,2061.685547|3.000000|0.000000,3.9051122665405273,3.0,2037.223389|3.000000|0.000000,1984.828491|13.000000|4.000000,2103.563965|13.000000|4.000000,13,225.189774,N/A,5
MOGP_NSGAII,1f711604-eb2c-11f0-9ebb-6e001b3eef54,Toxicity,74,9,2061.685547|3.000000|0.000000,3.899024248123169,3.0,2037.223389|3.000000|0.000000,1984.828491|13.000000|4.000000,2103.563965|13.000000|4.000000,13,220.048859,N/A,5
MOGP_NSGAII,1f711604-eb2c-11f0-9ebb-6e001b3eef54,Toxicity,74,10,2061.685547|3.000000|0.000000,3.8942689895629883,3.0,2037.223389|3.000000|0.000000,1982.725952|13.000000|3.000000,2083.888184|13.000000|3.000000,13,218.033279,N/A,5
MOGP_NSGAII,1f711604-eb2c-11f0-9ebb-6e001b3eef54,Toxicity,74,11,2061.685547|3.000000|0.000000,3.9899404048919678,3.0,2037.223389|3.000000|0.000000,1982.725952|13.000000|3.000000,2083.888184|13.000000|3.000000,13,192.639313,N/A,5
