MOGP_NSGAII,e14b607c-f1a8-11f0-a51a-6e001b3eef54,Toxicity,74,0,2750.680664|3.000000|0.000000,1.205634593963623,3.0,2261.967285|3.000000|0.000000,N/A,N/A,0,159356289024.000000,N/A,5
MOGP_NSGAII,e14b607c-f1a8-11f0-a51a-6e001b3eef54,Toxicity,74,1,2611.922119|3.000000|0.000000,4.711856842041016,3.0,2125.016846|3.000000|0.000000,2332.746826|15.000000|6.000000,1731.054932|15.000000|6.000000,15,2014929.000000,N/A,5
MOGP_NSGAII,e14b607c-f1a8-11f0-a51a-6e001b3eef54,Toxicity,74,2,2611.922119|3.000000|0.000000,4.6677610874176025,3.0,2125.016846|3.000000|0.000000,2192.774414|3.000000|1.000000,1893.742920|3.000000|1.000000,3,2014929.875000,N/A,5
MOGP_NSGAII,e14b607c-f1a8-11f0-a51a-6e001b3eef54,Toxicity,74,3,2161.044922|3.000000|0.000000,4.486465215682983,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,2014924.500000,N/A,5
MOGP_NSGAII,e14b607c-f1a8-11f0-a51a-6e001b3eef54,Toxicity,74,4,2161.044922|3.000000|0.000000,4.38144588470459,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,142.668137,N/A,5
MOGP_NSGAII,e14b607c-f1a8-11f0-a51a-6e001b3eef54,Toxicity,74,5,2161.044922|3.000000|0.000000,4.844604253768921,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,152.199524,N/A,5
MOGP_NSGAII,e14b607c-f1a8-11f0-a51a-6e001b3eef54,Toxicity,74,6,2161.044922|3.000000|0.000000,4.903038024902344,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,152.780396,N/A,5
MOGP_NSGAII,e14b607c-f1a8-11f0-a51a-6e001b3eef54,Toxicity,74,7,2161.044922|3.000000|0.000000,4.922291994094849,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,149.340576,N/A,5
MOGP_NSGAII,e14b607c-f1a8-11f0-a51a-6e001b3eef54,Toxicity,74,8,2161.044922|3.000000|0.000000,5.655903100967407,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,153.854431,N/A,5
MOGP_NSGAII,e14b607c-f1a8-11f0-a51a-6e001b3eef54,Toxicity,74,9,2161.044922|3.000000|0.000000,6.379409074783325,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,161.794098,N/A,5
MOGP_NSGAII,e14b607c-f1a8-11f0-a51a-6e001b3eef54,Toxicity,74,10,2161.044922|3.000000|0.000000,6.2362260818481445,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,173.125580,N/A,5
MOGP_NSGAII,e14b607c-f1a8-11f0-a51a-6e001b3eef54,Toxicity,74,11,2161.044922|3.000000|0.000000,5.500732898712158,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,169.557404,N/A,5
