MOGP_GENERATIONAL,37311394-ea90-11f0-bd89-6e001b3eef54,Boston,74,0,10.222268|3.000000,1.2058391571044922,3.0,9.808805|3.000000,N/A,N/A,0,243307806720.000000,N/A,5
MOGP_GENERATIONAL,37311394-ea90-11f0-bd89-6e001b3eef54,Boston,74,1,10.222268|3.000000,0.026490211486816406,3.0,9.808805|3.000000,10.222268|3.000000,9.808805|3.000000,3,70101278720.000000,N/A,5
MOGP_GENERATIONAL,37311394-ea90-11f0-bd89-6e001b3eef54,Boston,74,2,10.022025|3.000000,0.028150081634521484,3.0,10.141938|3.000000,10.022025|3.000000,10.141938|3.000000,3,26018545664.000000,N/A,5
MOGP_GENERATIONAL,37311394-ea90-11f0-bd89-6e001b3eef54,Boston,74,3,10.022025|3.000000,0.020874977111816406,3.0,10.141938|3.000000,10.022025|3.000000,10.141938|3.000000,3,51922087936.000000,N/A,5
MOGP_GENERATIONAL,37311394-ea90-11f0-bd89-6e001b3eef54,Boston,74,4,10.022025|3.000000,0.028210878372192383,3.0,10.141938|3.000000,10.022025|3.000000,10.141938|3.000000,3,81887387648.000000,N/A,5
MOGP_GENERATIONAL,37311394-ea90-11f0-bd89-6e001b3eef54,Boston,74,5,10.022025|3.000000,0.01891183853149414,3.0,10.141938|3.000000,10.022025|3.000000,10.141938|3.000000,3,315.520844,N/A,5
MOGP_GENERATIONAL,37311394-ea90-11f0-bd89-6e001b3eef54,Boston,74,6,10.022025|3.000000,0.02598285675048828,3.0,10.141938|3.000000,10.022025|3.000000,10.141938|3.000000,3,56182751232.000000,N/A,5
MOGP_GENERATIONAL,37311394-ea90-11f0-bd89-6e001b3eef54,Boston,74,7,10.022025|3.000000,0.018803834915161133,3.0,10.141938|3.000000,10.022025|3.000000,10.141938|3.000000,3,103319601152.000000,N/A,5
MOGP_GENERATIONAL,37311394-ea90-11f0-bd89-6e001b3eef54,Boston,74,8,10.022025|3.000000,0.018762826919555664,3.0,10.141938|3.000000,10.022025|3.000000,10.141938|3.000000,3,84690460672.000000,N/A,5
MOGP_GENERATIONAL,37311394-ea90-11f0-bd89-6e001b3eef54,Boston,74,9,9.198658|5.000000,0.032440900802612305,5.0,9.214591|5.000000,9.198658|5.000000,9.214591|5.000000,5,87456956416.000000,N/A,5
MOGP_GENERATIONAL,37311394-ea90-11f0-bd89-6e001b3eef54,Boston,74,10,9.198658|5.000000,0.025411128997802734,5.0,9.214591|5.000000,9.198658|5.000000,9.214591|5.000000,5,76471672832.000000,N/A,5
MOGP_GENERATIONAL,37311394-ea90-11f0-bd89-6e001b3eef54,Boston,74,11,9.198658|5.000000,0.018464088439941406,5.0,9.214591|5.000000,9.198658|5.000000,9.214591|5.000000,5,58294145024.000000,N/A,5
MOGP_GENERATIONAL,37311394-ea90-11f0-bd89-6e001b3eef54,Boston,74,12,9.198658|5.000000,0.02616715431213379,5.0,9.214591|5.000000,9.198658|5.000000,9.214591|5.000000,5,79054897152.000000,N/A,5
MOGP_GENERATIONAL,37311394-ea90-11f0-bd89-6e001b3eef54,Boston,74,13,9.198658|5.000000,0.019229888916015625,5.0,9.214591|5.000000,9.198658|5.000000,9.214591|5.000000,5,46190084096.000000,N/A,5
MOGP_GENERATIONAL,37311394-ea90-11f0-bd89-6e001b3eef54,Boston,74,14,9.198658|5.000000,0.024976015090942383,5.0,9.214591|5.000000,9.198658|5.000000,9.214591|5.000000,5,86655582208.000000,N/A,5
