MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,0,10.173091|3.000000,0.9793798923492432,3.0,9.927163|3.000000,N/A,N/A,0,242212732928.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,1,10.173091|3.000000,0.028551816940307617,3.0,9.927163|3.000000,10.173091|3.000000,9.927163|3.000000,3,68578578432.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,2,10.162278|3.000000,0.025731801986694336,3.0,9.811518|3.000000,10.162278|3.000000,9.811518|3.000000,3,25041616896.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,3,10.162278|3.000000,0.01950693130493164,3.0,9.811518|3.000000,10.162278|3.000000,9.811518|3.000000,3,52048998400.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,4,10.162278|3.000000,0.01768803596496582,3.0,9.811518|3.000000,10.162278|3.000000,9.811518|3.000000,3,66124034048.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,5,10.162278|3.000000,0.0170440673828125,3.0,9.811518|3.000000,10.162278|3.000000,9.811518|3.000000,3,58272186368.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,6,10.142614|7.000000,0.01637125015258789,7.0,9.198604|7.000000,10.142614|7.000000,9.198604|7.000000,7,35204861952.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,7,10.133376|5.000000,0.01564168930053711,5.0,9.841089|5.000000,10.133376|5.000000,9.841089|5.000000,5,75921793024.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,8,8.676176|5.000000,0.015987157821655273,5.0,9.702431|5.000000,8.676176|5.000000,9.702431|5.000000,5,87282294784.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,9,8.676176|5.000000,0.015919208526611328,5.0,9.702431|5.000000,8.676176|5.000000,9.702431|5.000000,5,61039845376.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,10,8.676176|5.000000,0.02006387710571289,5.0,9.702431|5.000000,8.676176|5.000000,9.702431|5.000000,5,99327492096.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,11,7.830004|7.000000,0.017714262008666992,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,91140276224.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,12,7.830004|7.000000,0.01583099365234375,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,35287318528.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,13,7.830004|7.000000,0.016601085662841797,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,59953582080.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,14,7.830004|7.000000,0.015752077102661133,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,89061163008.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,15,7.830004|7.000000,0.023077726364135742,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,95060320256.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,16,7.830004|7.000000,0.01613330841064453,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,69129601024.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,17,7.830004|7.000000,0.016787052154541016,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,79194292224.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,18,7.830004|7.000000,0.019669055938720703,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,49356996608.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,19,7.830004|7.000000,0.01933908462524414,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,42589536256.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,20,7.830004|7.000000,0.01544189453125,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,66230857728.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,21,7.830004|7.000000,0.01612997055053711,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,99905110016.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,22,7.830004|7.000000,0.016038179397583008,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,51793195008.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,23,7.830004|7.000000,0.01626896858215332,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,42699898880.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,24,7.830004|7.000000,0.016465187072753906,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,60011646976.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,25,7.830004|7.000000,0.017534971237182617,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,63049326592.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,26,7.830004|7.000000,0.01578378677368164,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,95729287168.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,27,7.830004|7.000000,0.02287888526916504,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,77305315328.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,28,7.830004|7.000000,0.03028106689453125,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,48354689024.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,29,7.830004|7.000000,0.01566290855407715,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,5507512.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,30,7.830004|7.000000,0.022767066955566406,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,101162172416.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,31,7.830004|7.000000,0.015347003936767578,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,64287031296.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,32,7.830004|7.000000,0.015982866287231445,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,55847067648.000000,N/A,5
MOGP_GENERATIONAL,80620e20-f0a7-11f0-8802-6e001b3eef54,Boston,74,33,7.830004|7.000000,0.015604972839355469,7.0,8.225410|7.000000,7.830004|7.000000,8.225410|7.000000,7,121232949248.000000,N/A,5
