MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,0,9.911528|3.000000,0.9172251224517822,3.0,10.525371|3.000000,N/A,N/A,0,243042222080.000000,N/A,5
MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,1,9.911528|3.000000,0.029367923736572266,3.0,10.525371|3.000000,9.911528|3.000000,10.525371|3.000000,3,74362675200.000000,N/A,5
MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,2,9.875564|3.000000,0.030601978302001953,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,25881239552.000000,N/A,5
MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,3,9.875564|3.000000,0.018919944763183594,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,51842306048.000000,N/A,5
MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,4,9.875564|3.000000,0.018413782119750977,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,84418199552.000000,N/A,5
MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,5,9.875564|3.000000,0.016897916793823242,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,53050236928.000000,N/A,5
MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,6,9.875564|3.000000,0.07705330848693848,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,88331214848.000000,N/A,5
MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,7,9.875564|3.000000,0.015841007232666016,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,49654636544.000000,N/A,5
MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,8,9.875564|3.000000,0.015339851379394531,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,86988472320.000000,N/A,5
MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,9,9.875564|3.000000,0.01586771011352539,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,91826143232.000000,N/A,5
MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,10,9.875564|3.000000,0.022784948348999023,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,56738246656.000000,N/A,5
MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,11,9.875564|3.000000,0.01679205894470215,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,94361534464.000000,N/A,5
MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,12,9.875564|3.000000,0.017047882080078125,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,94032568320.000000,N/A,5
MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,13,9.875564|3.000000,0.016869068145751953,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,52922150912.000000,N/A,5
MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,14,9.875564|3.000000,0.021479129791259766,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,62478368768.000000,N/A,5
MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,15,9.875564|3.000000,0.02259993553161621,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,43955441664.000000,N/A,5
MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,16,9.875564|3.000000,0.016680002212524414,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,66535481344.000000,N/A,5
MOGP_GENERATIONAL,ef490a1e-f340-11f0-b6d3-6e001b3eef54,Boston,74,17,9.302883|11.000000,0.016035079956054688,11.0,9.663922|11.000000,9.302883|11.000000,9.663922|11.000000,11,97368252416.000000,N/A,5
