MOGP_GENERATIONAL,6ea209d4-f35d-11f0-a144-6e001b3eef54,Cooling,74,0,9.410894|3.000000,0.9414160251617432,3.0,9.785963|3.000000,N/A,N/A,0,244138475520.000000,N/A,5
MOGP_GENERATIONAL,6ea209d4-f35d-11f0-a144-6e001b3eef54,Cooling,74,1,4.521828|3.000000,0.9781031608581543,3.0,4.604887|3.000000,4.521828|3.000000,4.604887|3.000000,3,146868748288.000000,N/A,5
MOGP_GENERATIONAL,6ea209d4-f35d-11f0-a144-6e001b3eef54,Cooling,74,2,4.521828|3.000000,0.9785809516906738,3.0,4.604887|3.000000,4.521828|3.000000,4.604887|3.000000,3,104037040128.000000,N/A,5
MOGP_GENERATIONAL,6ea209d4-f35d-11f0-a144-6e001b3eef54,Cooling,74,3,4.521828|3.000000,0.9893298149108887,3.0,4.604887|3.000000,4.521828|3.000000,4.604887|3.000000,3,65741795328.000000,N/A,5
MOGP_GENERATIONAL,6ea209d4-f35d-11f0-a144-6e001b3eef54,Cooling,74,4,4.521828|3.000000,0.9901249408721924,3.0,4.604887|3.000000,4.521828|3.000000,4.604887|3.000000,3,65162022912.000000,N/A,5
MOGP_GENERATIONAL,6ea209d4-f35d-11f0-a144-6e001b3eef54,Cooling,74,5,4.521828|3.000000,1.000549077987671,3.0,4.604887|3.000000,4.521828|3.000000,4.604887|3.000000,3,86277177344.000000,N/A,5
MOGP_GENERATIONAL,6ea209d4-f35d-11f0-a144-6e001b3eef54,Cooling,74,6,4.521828|3.000000,0.9883170127868652,3.0,4.604887|3.000000,4.521828|3.000000,4.604887|3.000000,3,107117838336.000000,N/A,5
MOGP_GENERATIONAL,6ea209d4-f35d-11f0-a144-6e001b3eef54,Cooling,74,7,4.521828|3.000000,1.043919324874878,3.0,4.604887|3.000000,4.521828|3.000000,4.604887|3.000000,3,105703874560.000000,N/A,5
MOGP_GENERATIONAL,6ea209d4-f35d-11f0-a144-6e001b3eef54,Cooling,74,8,4.521828|3.000000,1.0447051525115967,3.0,4.604887|3.000000,4.521828|3.000000,4.604887|3.000000,3,126565072896.000000,N/A,5
MOGP_GENERATIONAL,6ea209d4-f35d-11f0-a144-6e001b3eef54,Cooling,74,9,4.521828|3.000000,0.9995379447937012,3.0,4.604887|3.000000,4.521828|3.000000,4.604887|3.000000,3,76043681792.000000,N/A,5
MOGP_GENERATIONAL,6ea209d4-f35d-11f0-a144-6e001b3eef54,Cooling,74,10,4.521828|3.000000,1.0305860042572021,3.0,4.604887|3.000000,4.521828|3.000000,4.604887|3.000000,3,70533267456.000000,N/A,5
MOGP_GENERATIONAL,6ea209d4-f35d-11f0-a144-6e001b3eef54,Cooling,74,11,4.521828|3.000000,1.0739860534667969,3.0,4.604887|3.000000,4.521828|3.000000,4.604887|3.000000,3,108887973888.000000,N/A,5
MOGP_GENERATIONAL,6ea209d4-f35d-11f0-a144-6e001b3eef54,Cooling,74,12,4.521828|3.000000,1.1299068927764893,3.0,4.604887|3.000000,4.521828|3.000000,4.604887|3.000000,3,93443465216.000000,N/A,5
MOGP_GENERATIONAL,6ea209d4-f35d-11f0-a144-6e001b3eef54,Cooling,74,13,4.521828|3.000000,1.1177022457122803,3.0,4.604887|3.000000,4.521828|3.000000,4.604887|3.000000,3,81219485696.000000,N/A,5
MOGP_GENERATIONAL,6ea209d4-f35d-11f0-a144-6e001b3eef54,Cooling,74,14,4.521828|3.000000,1.1270461082458496,3.0,4.604887|3.000000,4.521828|3.000000,4.604887|3.000000,3,93019553792.000000,N/A,5
