MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,0,2397.148193|3.000000,0.8942573070526123,3.0,2267.064453|3.000000,N/A,N/A,0,159592628224.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,1,2285.081299|3.000000,0.823246955871582,3.0,2133.613037|3.000000,2285.081299|3.000000,2133.613037|3.000000,3,55030681600.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,2,2258.115967|3.000000,0.8431320190429688,3.0,2084.787109|3.000000,2258.115967|3.000000,2084.787109|3.000000,3,36421259264.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,3,2244.648438|3.000000,0.864548921585083,3.0,2078.446777|3.000000,2244.648438|3.000000,2078.446777|3.000000,3,45142048768.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,4,2244.648438|3.000000,0.8610198497772217,3.0,2078.446777|3.000000,2244.648438|3.000000,2078.446777|3.000000,3,36443148288.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,5,2244.648438|3.000000,0.847553014755249,3.0,2078.446777|3.000000,2244.648438|3.000000,2078.446777|3.000000,3,6209154048.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,6,2226.868896|3.000000,0.8539910316467285,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,62203658240.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,7,2226.868896|3.000000,0.8502969741821289,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,50970042368.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,8,2226.868896|3.000000,0.8504440784454346,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,154051440.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,9,2226.868896|3.000000,0.8548519611358643,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,34959872000.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,10,2226.868896|3.000000,0.8537168502807617,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,67417858048.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,11,2226.868896|3.000000,0.8577349185943604,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,85479522304.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,12,2226.868896|3.000000,0.9052631855010986,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,48868069376.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,13,2226.868896|3.000000,0.9453680515289307,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,69496537088.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,14,2226.868896|3.000000,1.0388588905334473,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,56685502464.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,15,2226.868896|3.000000,1.2195582389831543,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,61867761664.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,16,2226.868896|3.000000,1.4108021259307861,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,51454607360.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,17,2226.868896|3.000000,1.5165090560913086,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,64705220608.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,18,2226.868896|3.000000,1.6336817741394043,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,30821621760.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,19,2226.868896|3.000000,1.570692777633667,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,21777774592.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,20,2226.868896|3.000000,1.5683908462524414,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,31561011200.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,21,2226.868896|3.000000,1.547257900238037,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,83980156928.000000,N/A,5
MOGP_GENERATIONAL,52e817e2-f1d2-11f0-9cc4-6e001b3eef54,Toxicity,74,22,2226.868896|3.000000,1.5595531463623047,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,70099705856.000000,N/A,5
