MOGP_GENERATIONAL,0fc9ae4c-ec66-11f0-991c-6e001b3eef54,Toxicity,74,0,2496.036621|3.000000,1.4364509582519531,3.0,1879.370850|3.000000,N/A,N/A,0,158528045056.000000,2320.007568|3.000000,5
MOGP_GENERATIONAL,0fc9ae4c-ec66-11f0-991c-6e001b3eef54,Toxicity,74,1,2381.309814|3.000000,0.03147292137145996,3.0,1876.542358|3.000000,2259.319580|9.000000,2068.966553|9.000000,9,53120397312.000000,2320.007568|3.000000,5
MOGP_GENERATIONAL,0fc9ae4c-ec66-11f0-991c-6e001b3eef54,Toxicity,74,2,2338.225830|3.000000,0.02360391616821289,3.0,1886.886475|3.000000,2338.225830|3.000000,1886.886475|3.000000,3,50083676160.000000,2320.007568|3.000000,5
MOGP_GENERATIONAL,0fc9ae4c-ec66-11f0-991c-6e001b3eef54,Toxicity,74,3,2338.225830|3.000000,0.027781009674072266,3.0,1886.886475|3.000000,2338.225830|3.000000,1886.886475|3.000000,3,46780616704.000000,2320.007568|3.000000,5
MOGP_GENERATIONAL,0fc9ae4c-ec66-11f0-991c-6e001b3eef54,Toxicity,74,4,2338.225830|3.000000,0.024328947067260742,3.0,1886.886475|3.000000,2338.225830|3.000000,1886.886475|3.000000,3,49634729984.000000,2320.007568|3.000000,5
MOGP_GENERATIONAL,0fc9ae4c-ec66-11f0-991c-6e001b3eef54,Toxicity,74,5,2338.225830|3.000000,0.024996280670166016,3.0,1886.886475|3.000000,2338.225830|3.000000,1886.886475|3.000000,3,399213504.000000,2320.007568|3.000000,5
MOGP_GENERATIONAL,0fc9ae4c-ec66-11f0-991c-6e001b3eef54,Toxicity,74,6,2330.264893|3.000000,0.03998208045959473,3.0,1860.118286|3.000000,2330.264893|3.000000,1860.118286|3.000000,3,25632325632.000000,2320.007568|3.000000,5
MOGP_GENERATIONAL,0fc9ae4c-ec66-11f0-991c-6e001b3eef54,Toxicity,74,7,2330.264893|3.000000,0.03308391571044922,3.0,1860.118286|3.000000,2330.264893|3.000000,1860.118286|3.000000,3,64711221248.000000,2320.007568|3.000000,5
MOGP_GENERATIONAL,0fc9ae4c-ec66-11f0-991c-6e001b3eef54,Toxicity,74,8,2288.713135|3.000000,0.029178857803344727,3.0,1812.220581|3.000000,2288.713135|3.000000,1812.220581|3.000000,3,66781380608.000000,2320.007568|3.000000,5
MOGP_GENERATIONAL,0fc9ae4c-ec66-11f0-991c-6e001b3eef54,Toxicity,74,9,2288.713135|3.000000,0.02061319351196289,3.0,1812.220581|3.000000,2288.713135|3.000000,1812.220581|3.000000,3,66017202176.000000,2320.007568|3.000000,5
MOGP_GENERATIONAL,0fc9ae4c-ec66-11f0-991c-6e001b3eef54,Toxicity,74,10,2288.713135|3.000000,0.04209613800048828,3.0,1812.220581|3.000000,2288.713135|3.000000,1812.220581|3.000000,3,40149131264.000000,2320.007568|3.000000,5
MOGP_GENERATIONAL,0fc9ae4c-ec66-11f0-991c-6e001b3eef54,Toxicity,74,11,2288.713135|3.000000,0.027586698532104492,3.0,1812.220581|3.000000,2288.713135|3.000000,1812.220581|3.000000,3,49921179648.000000,2320.007568|3.000000,5
