MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,0,2397.148193|3.000000,1.118727207183838,3.0,2267.064453|3.000000,N/A,N/A,0,159592628224.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,1,2285.081299|3.000000,0.029211759567260742,3.0,2133.613037|3.000000,2285.081299|3.000000,2133.613037|3.000000,3,55030685696.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,2,2211.416748|3.000000,0.02714705467224121,3.0,2020.573120|3.000000,2211.416748|3.000000,2020.573120|3.000000,3,57731522560.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,3,2211.416748|3.000000,0.019778966903686523,3.0,2020.573120|3.000000,2211.416748|3.000000,2020.573120|3.000000,3,66943873024.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,4,2211.416748|3.000000,0.021034955978393555,3.0,2020.573120|3.000000,2211.416748|3.000000,2020.573120|3.000000,3,95398977536.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,5,2211.416748|3.000000,0.019130229949951172,3.0,2020.573120|3.000000,2211.416748|3.000000,2020.573120|3.000000,3,49275813888.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,6,2229.301514|3.000000,0.01931309700012207,3.0,2032.420410|3.000000,2229.301514|3.000000,2032.420410|3.000000,3,29964431360.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,7,2211.416748|3.000000,0.0219118595123291,3.0,2020.573120|3.000000,2211.416748|3.000000,2020.573120|3.000000,3,12375564288.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,8,2211.416748|3.000000,0.022357940673828125,3.0,2020.573120|3.000000,2211.416748|3.000000,2020.573120|3.000000,3,69258248192.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,9,2214.917236|3.000000,0.027024030685424805,3.0,2033.954834|3.000000,2214.917236|3.000000,2033.954834|3.000000,3,86323552256.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,10,2211.416748|3.000000,0.02398085594177246,3.0,2020.573120|3.000000,2211.416748|3.000000,2020.573120|3.000000,3,53981851648.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,11,2211.416748|3.000000,0.025846004486083984,3.0,2020.573120|3.000000,2211.416748|3.000000,2020.573120|3.000000,3,13624995840.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,12,2211.416748|3.000000,0.017596960067749023,3.0,2020.573120|3.000000,2211.416748|3.000000,2020.573120|3.000000,3,47758438400.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,13,2211.416748|3.000000,0.02014613151550293,3.0,2020.573120|3.000000,2211.416748|3.000000,2020.573120|3.000000,3,3911395840.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,14,2211.416748|3.000000,0.018172025680541992,3.0,2020.573120|3.000000,2211.416748|3.000000,2020.573120|3.000000,3,63480229888.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,15,2211.416748|3.000000,0.01919102668762207,3.0,2020.573120|3.000000,2211.416748|3.000000,2020.573120|3.000000,3,13160.396484,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,16,2333.410889|3.000000,0.024899959564208984,3.0,2101.528320|3.000000,2173.391602|7.000000,1965.794312|7.000000,7,49784049664.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,17,2387.614502|3.000000,0.019827842712402344,3.0,2259.765869|3.000000,2387.614502|3.000000,2259.765869|3.000000,3,191.493301,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,18,2387.614502|3.000000,0.019055843353271484,3.0,2259.765869|3.000000,2310.994629|7.000000,2122.375244|7.000000,7,22126239744.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,19,2308.557617|3.000000,0.020801067352294922,3.0,2147.875000|3.000000,2308.557617|3.000000,2147.875000|3.000000,3,50669981696.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,20,2308.557617|3.000000,0.02536320686340332,3.0,2147.875000|3.000000,2308.557617|3.000000,2147.875000|3.000000,3,697123584.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,21,2308.557617|3.000000,0.022172927856445312,3.0,2147.875000|3.000000,2308.557617|3.000000,2147.875000|3.000000,3,242450.375000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,22,2308.557617|3.000000,0.020741939544677734,3.0,2147.875000|3.000000,2308.557617|3.000000,2147.875000|3.000000,3,77739237376.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,23,2308.557617|3.000000,0.024509906768798828,3.0,2147.875000|3.000000,2308.557617|3.000000,2147.875000|3.000000,3,1551635.125000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,24,2308.557617|3.000000,0.01972484588623047,3.0,2147.875000|3.000000,2308.557617|3.000000,2147.875000|3.000000,3,52277657600.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,25,2308.557617|3.000000,0.019858837127685547,3.0,2147.875000|3.000000,2308.552002|7.000000,2146.255859|7.000000,7,70301040640.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,26,2308.557617|3.000000,0.026213884353637695,3.0,2147.875000|3.000000,2308.557617|3.000000,2147.875000|3.000000,3,48539168768.000000,N/A,5
MOGP_GENERATIONAL,63c65990-f1d0-11f0-9cc4-6e001b3eef54,Toxicity,74,27,2308.557617|3.000000,0.021373987197875977,3.0,2147.875000|3.000000,2308.557617|3.000000,2147.875000|3.000000,3,50669490176.000000,N/A,5
