MOGP_GENERATIONAL,740ea480-ee30-11f0-a070-abba54e20bb3,Toxicity,74,0,2371.832275|15.000000|6.000000|1.000000|0.000000,5.693373441696167,15.0,1604.494629|15.000000|6.000000|1.000000|0.000000,N/A,N/A,0,159167758336.000000,N/A,5
MOGP_GENERATIONAL,740ea480-ee30-11f0-a070-abba54e20bb3,Toxicity,74,1,2371.832275|15.000000|6.000000|1.000000|0.000000,0.2905752658843994,15.0,1604.494629|15.000000|6.000000|1.000000|0.000000,2371.832275|15.000000|6.000000|1.000000|0.000000,1604.494629|15.000000|6.000000|1.000000|0.000000,15,63071997952.000000,N/A,5
MOGP_GENERATIONAL,740ea480-ee30-11f0-a070-abba54e20bb3,Toxicity,74,2,2371.832275|15.000000|6.000000|1.000000|0.000000,0.23202753067016602,15.0,1604.494629|15.000000|6.000000|1.000000|0.000000,2371.832275|15.000000|6.000000|1.000000|0.000000,1604.494629|15.000000|6.000000|1.000000|0.000000,15,36378677248.000000,N/A,5
MOGP_GENERATIONAL,740ea480-ee30-11f0-a070-abba54e20bb3,Toxicity,74,3,2371.832275|15.000000|6.000000|1.000000|0.000000,0.2700645923614502,15.0,1604.494629|15.000000|6.000000|1.000000|0.000000,2371.832275|15.000000|6.000000|1.000000|0.000000,1604.494629|15.000000|6.000000|1.000000|0.000000,15,176228016.000000,N/A,5
MOGP_GENERATIONAL,740ea480-ee30-11f0-a070-abba54e20bb3,Toxicity,74,4,2371.832275|15.000000|6.000000|1.000000|0.000000,0.1928727626800537,15.0,1604.494629|15.000000|6.000000|1.000000|0.000000,2371.832275|15.000000|6.000000|1.000000|0.000000,1604.494629|15.000000|6.000000|1.000000|0.000000,15,76044112.000000,N/A,5
MOGP_GENERATIONAL,740ea480-ee30-11f0-a070-abba54e20bb3,Toxicity,74,5,2303.162354|7.000000|1.000000|0.000000|0.000000,0.2101612091064453,7.0,1696.615601|7.000000|1.000000|0.000000|0.000000,2303.162354|7.000000|1.000000|0.000000|0.000000,1696.615601|7.000000|1.000000|0.000000|0.000000,7,2672493.250000,N/A,5
MOGP_GENERATIONAL,740ea480-ee30-11f0-a070-abba54e20bb3,Toxicity,74,6,2297.750732|7.000000|1.000000|0.000000|0.000000,0.15546321868896484,7.0,1688.960938|7.000000|1.000000|0.000000|0.000000,2297.750732|7.000000|1.000000|0.000000|0.000000,1688.960938|7.000000|1.000000|0.000000|0.000000,7,95974563840.000000,N/A,5
MOGP_GENERATIONAL,740ea480-ee30-11f0-a070-abba54e20bb3,Toxicity,74,7,2297.750732|7.000000|1.000000|0.000000|0.000000,0.28319716453552246,7.0,1688.960938|7.000000|1.000000|0.000000|0.000000,2297.750732|7.000000|1.000000|0.000000|0.000000,1688.960938|7.000000|1.000000|0.000000|0.000000,7,1284816384.000000,N/A,5
MOGP_GENERATIONAL,740ea480-ee30-11f0-a070-abba54e20bb3,Toxicity,74,8,2297.750732|7.000000|1.000000|0.000000|0.000000,0.28257107734680176,7.0,1688.960938|7.000000|1.000000|0.000000|0.000000,2297.750732|7.000000|1.000000|0.000000|0.000000,1688.960938|7.000000|1.000000|0.000000|0.000000,7,49937465344.000000,N/A,5
MOGP_GENERATIONAL,740ea480-ee30-11f0-a070-abba54e20bb3,Toxicity,74,9,2297.750732|7.000000|1.000000|0.000000|0.000000,0.28820061683654785,7.0,1688.960938|7.000000|1.000000|0.000000|0.000000,2297.750732|7.000000|1.000000|0.000000|0.000000,1688.960938|7.000000|1.000000|0.000000|0.000000,7,9572237312.000000,N/A,5
MOGP_GENERATIONAL,740ea480-ee30-11f0-a070-abba54e20bb3,Toxicity,74,10,2297.750732|7.000000|1.000000|0.000000|0.000000,0.16477608680725098,7.0,1688.960938|7.000000|1.000000|0.000000|0.000000,2297.750732|7.000000|1.000000|0.000000|0.000000,1688.960938|7.000000|1.000000|0.000000|0.000000,7,41190032.000000,N/A,5
MOGP_GENERATIONAL,740ea480-ee30-11f0-a070-abba54e20bb3,Toxicity,74,11,2297.750732|7.000000|1.000000|0.000000|0.000000,0.20836973190307617,7.0,1688.960938|7.000000|1.000000|0.000000|0.000000,2297.750732|7.000000|1.000000|0.000000|0.000000,1688.960938|7.000000|1.000000|0.000000|0.000000,7,110511677440.000000,N/A,5
MOGP_GENERATIONAL,740ea480-ee30-11f0-a070-abba54e20bb3,Toxicity,74,12,2297.750732|7.000000|1.000000|0.000000|0.000000,0.19141674041748047,7.0,1688.960938|7.000000|1.000000|0.000000|0.000000,2297.750732|7.000000|1.000000|0.000000|0.000000,1688.960938|7.000000|1.000000|0.000000|0.000000,7,69597634560.000000,N/A,5
MOGP_GENERATIONAL,740ea480-ee30-11f0-a070-abba54e20bb3,Toxicity,74,13,2297.750732|7.000000|1.000000|0.000000|0.000000,0.28350377082824707,7.0,1688.960938|7.000000|1.000000|0.000000|0.000000,2297.750732|7.000000|1.000000|0.000000|0.000000,1688.960938|7.000000|1.000000|0.000000|0.000000,7,23476967424.000000,N/A,5
MOGP_GENERATIONAL,740ea480-ee30-11f0-a070-abba54e20bb3,Toxicity,74,14,2297.750732|7.000000|1.000000|0.000000|0.000000,0.30084729194641113,7.0,1688.960938|7.000000|1.000000|0.000000|0.000000,2297.750732|7.000000|1.000000|0.000000|0.000000,1688.960938|7.000000|1.000000|0.000000|0.000000,7,49938952192.000000,N/A,5
MOGP_GENERATIONAL,740ea480-ee30-11f0-a070-abba54e20bb3,Toxicity,74,15,2236.353760|7.000000|0.000000|0.000000|0.000000,0.22681617736816406,7.0,1618.546021|7.000000|0.000000|0.000000|0.000000,2236.353760|7.000000|0.000000|0.000000|0.000000,1618.546021|7.000000|0.000000|0.000000|0.000000,7,52868501504.000000,N/A,5
MOGP_GENERATIONAL,740ea480-ee30-11f0-a070-abba54e20bb3,Toxicity,74,16,2236.353760|7.000000|0.000000|0.000000|0.000000,0.2009143829345703,7.0,1618.546021|7.000000|0.000000|0.000000|0.000000,2236.353760|7.000000|0.000000|0.000000|0.000000,1618.546021|7.000000|0.000000|0.000000|0.000000,7,44375736320.000000,N/A,5
