MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,0,2300.044189|3.000000,1.0546612739562988,3.0,2385.382812|3.000000,N/A,N/A,0,160131383296.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,1,2180.687500|3.000000,0.020969867706298828,3.0,2371.200195|3.000000,2179.597412|9.000000,2256.779297|9.000000,9,53604839424.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,2,2162.125244|3.000000,0.018800973892211914,3.0,2319.604248|3.000000,2162.125244|3.000000,2319.604248|3.000000,3,64742547456.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,3,2140.484375|3.000000,0.018909931182861328,3.0,2317.022217|3.000000,2140.484375|3.000000,2317.022217|3.000000,3,126979899392.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,4,2248.525635|3.000000,0.1057288646697998,3.0,2265.816650|3.000000,2248.525635|3.000000,2265.816650|3.000000,3,118000312320.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,5,2134.001221|3.000000,0.0248258113861084,3.0,2306.964111|3.000000,2134.001221|3.000000,2306.964111|3.000000,3,45569413120.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,6,2134.001221|3.000000,0.02639007568359375,3.0,2306.964111|3.000000,2134.001221|3.000000,2306.964111|3.000000,3,52124790784.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,7,2192.056885|3.000000,0.018815040588378906,3.0,2296.684326|3.000000,2192.056885|3.000000,2296.684326|3.000000,3,62103445504.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,8,2205.979736|3.000000,0.018245697021484375,3.0,2398.665771|3.000000,2205.979736|3.000000,2398.665771|3.000000,3,49642344448.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,9,2192.056885|3.000000,0.025905132293701172,3.0,2296.684326|3.000000,2192.056885|3.000000,2296.684326|3.000000,3,46440968192.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,10,2192.056885|3.000000,0.026648759841918945,3.0,2296.684326|3.000000,2192.056885|3.000000,2296.684326|3.000000,3,56932282368.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,11,2205.979736|3.000000,0.018841266632080078,3.0,2398.665771|3.000000,2205.979736|3.000000,2398.665771|3.000000,3,39041167360.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,12,2192.056885|3.000000,0.017590045928955078,3.0,2296.684326|3.000000,2108.831543|7.000000,2269.538574|7.000000,7,42715872.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,13,2192.056885|3.000000,0.020600080490112305,3.0,2296.684326|3.000000,2192.056885|3.000000,2296.684326|3.000000,3,39527989248.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,14,2192.056885|3.000000,0.0183258056640625,3.0,2296.684326|3.000000,2192.056885|3.000000,2296.684326|3.000000,3,49383145472.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,15,2245.130127|3.000000,0.01680779457092285,3.0,2325.574219|3.000000,2245.130127|3.000000,2325.574219|3.000000,3,49630154752.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,16,2192.056885|3.000000,0.01832294464111328,3.0,2296.684326|3.000000,2128.796387|7.000000,2294.533691|7.000000,7,29679.656250,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,17,2245.130127|3.000000,0.01855921745300293,3.0,2325.574219|3.000000,2245.130127|3.000000,2325.574219|3.000000,3,41161187328.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,18,2245.130127|3.000000,0.018100976943969727,3.0,2325.574219|3.000000,2245.130127|3.000000,2325.574219|3.000000,3,63683448832.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,19,2245.130127|3.000000,0.030682802200317383,3.0,2325.574219|3.000000,2245.130127|3.000000,2325.574219|3.000000,3,63270158336.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,20,2325.148193|3.000000,0.01946401596069336,3.0,2517.034424|3.000000,2325.148193|3.000000,2517.034424|3.000000,3,26366513152.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,21,2325.148193|3.000000,0.027891874313354492,3.0,2517.034424|3.000000,2325.148193|3.000000,2517.034424|3.000000,3,1685452288.000000,N/A,5
MOGP_GENERATIONAL,e1fd2572-ef97-11f0-ac7f-6e001b3eef54,Toxicity,74,22,2325.148193|3.000000,0.025608062744140625,3.0,2517.034424|3.000000,2325.148193|3.000000,2517.034424|3.000000,3,66848407552.000000,N/A,5
