MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,0,19.346584|3.000000|0.000000,1.4318268299102783,3.0,20.800043|3.000000|0.000000,N/A,N/A,0,242793021440.000000,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,1,10.518935|3.000000|0.000000,5.689799785614014,3.0,11.083223|3.000000|0.000000,8.063526|3.000000|2.000000,9.238730|3.000000|2.000000,3,19505.347656,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,2,9.221503|3.000000|0.000000,5.413719654083252,3.0,10.161056|3.000000|0.000000,7.862109|5.000000|3.000000,8.926171|5.000000|3.000000,5,28147.542969,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,3,9.221503|3.000000|0.000000,5.296392202377319,3.0,10.161056|3.000000|0.000000,7.862109|5.000000|3.000000,8.926171|5.000000|3.000000,5,2015344.000000,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,4,8.972115|3.000000|0.000000,5.432497024536133,3.0,10.035775|3.000000|0.000000,7.650287|5.000000|2.000000,8.633100|5.000000|2.000000,5,4.597099,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,5,8.972115|3.000000|0.000000,5.533751964569092,3.0,10.035775|3.000000|0.000000,7.650287|5.000000|2.000000,8.633100|5.000000|2.000000,5,2.932286,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,6,8.972115|3.000000|0.000000,5.548211336135864,3.0,10.035775|3.000000|0.000000,7.650287|5.000000|2.000000,8.633100|5.000000|2.000000,5,1.345836,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,7,8.972115|3.000000|0.000000,5.5172810554504395,3.0,10.035775|3.000000|0.000000,7.650287|5.000000|2.000000,8.633100|5.000000|2.000000,5,0.881015,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,8,8.972115|3.000000|0.000000,5.755696058273315,3.0,10.035775|3.000000|0.000000,7.650287|5.000000|2.000000,8.633100|5.000000|2.000000,5,0.744581,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,9,8.972115|3.000000|0.000000,6.092998027801514,3.0,10.035775|3.000000|0.000000,7.650287|5.000000|2.000000,8.633100|5.000000|2.000000,5,0.538892,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,10,8.972115|3.000000|0.000000,7.168540954589844,3.0,10.035775|3.000000|0.000000,7.650287|5.000000|2.000000,8.633100|5.000000|2.000000,5,0.423218,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,11,8.972115|3.000000|0.000000,9.7328519821167,3.0,10.035775|3.000000|0.000000,7.650287|5.000000|2.000000,8.633100|5.000000|2.000000,5,0.450186,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,12,8.972115|3.000000|0.000000,9.401185989379883,3.0,10.035775|3.000000|0.000000,7.650287|5.000000|2.000000,8.633100|5.000000|2.000000,5,0.489039,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,13,8.972115|3.000000|0.000000,8.916747808456421,3.0,10.035775|3.000000|0.000000,7.650287|5.000000|2.000000,8.633100|5.000000|2.000000,5,0.530265,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,14,8.972115|3.000000|0.000000,8.016674041748047,3.0,10.035775|3.000000|0.000000,7.650287|5.000000|2.000000,8.633100|5.000000|2.000000,5,0.589184,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,15,8.972115|3.000000|0.000000,7.050343036651611,3.0,10.035775|3.000000|0.000000,7.650287|5.000000|2.000000,8.633100|5.000000|2.000000,5,0.617497,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,16,8.972115|3.000000|0.000000,6.3126220703125,3.0,10.035775|3.000000|0.000000,7.650287|5.000000|2.000000,8.633100|5.000000|2.000000,5,0.551599,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,17,8.972115|3.000000|0.000000,6.158617734909058,3.0,10.035775|3.000000|0.000000,7.650287|5.000000|2.000000,8.633100|5.000000|2.000000,5,0.245784,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,18,8.972115|3.000000|0.000000,6.875949144363403,3.0,10.035775|3.000000|0.000000,7.650287|5.000000|2.000000,8.633100|5.000000|2.000000,5,0.195963,N/A,5
MOGP_NSGAII,9a3de8b6-ea4c-11f0-8a40-6e001b3eef54,Boston,74,19,8.972115|3.000000|0.000000,6.83477520942688,3.0,10.035775|3.000000|0.000000,7.650287|5.000000|2.000000,8.633100|5.000000|2.000000,5,0.203848,N/A,5
