MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,0,2567.091553|3.000000|0.000000,1.253967046737671,3.0,2712.531738|3.000000|0.000000,N/A,N/A,0,159955009536.000000,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,1,2566.445312|3.000000|0.000000,4.624226093292236,3.0,2711.922363|3.000000|0.000000,2129.766113|13.000000|4.000000,2252.238037|13.000000|4.000000,13,2014943.000000,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,2,2541.432129|3.000000|0.000000,4.4442267417907715,3.0,2688.348145|3.000000|0.000000,2091.645020|9.000000|3.000000,2189.771484|9.000000|3.000000,9,2014936.375000,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,3,2418.982422|3.000000|0.000000,4.6702351570129395,3.0,2573.355225|3.000000|0.000000,2032.617310|17.000000|5.000000,2202.683105|17.000000|5.000000,17,2014931.375000,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,4,2418.982422|3.000000|0.000000,4.36469292640686,3.0,2573.355225|3.000000|0.000000,2025.166992|15.000000|4.000000,2204.677979|15.000000|4.000000,15,133.779785,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,5,2278.319336|3.000000|0.000000,4.271679878234863,3.0,2442.215576|3.000000|0.000000,2004.159668|19.000000|5.000000,2170.134766|19.000000|5.000000,19,169.318359,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,6,2278.319336|3.000000|0.000000,4.2194297313690186,3.0,2442.215576|3.000000|0.000000,2004.159668|19.000000|5.000000,2170.134766|19.000000|5.000000,19,188.130966,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,7,2175.614990|3.000000|0.000000,4.045854806900024,3.0,2347.236816|3.000000|0.000000,1993.114502|9.000000|3.000000,2101.411377|9.000000|3.000000,9,189.002701,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,8,2175.614990|3.000000|0.000000,3.9453909397125244,3.0,2347.236816|3.000000|0.000000,1993.114502|9.000000|3.000000,2101.411377|9.000000|3.000000,9,209.923981,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,9,1995.642700|3.000000|0.000000,4.098399877548218,3.0,2182.990967|3.000000|0.000000,1986.001099|9.000000|3.000000,2098.640625|9.000000|3.000000,9,214.023911,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,10,1995.642700|3.000000|0.000000,4.384386777877808,3.0,2182.990967|3.000000|0.000000,1980.186890|13.000000|4.000000,2164.202393|13.000000|4.000000,13,210.152863,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,11,1995.642700|3.000000|0.000000,4.218263149261475,3.0,2182.990967|3.000000|0.000000,1980.186890|13.000000|4.000000,2164.202393|13.000000|4.000000,13,199.723877,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,12,1995.642700|3.000000|0.000000,4.346471071243286,3.0,2182.990967|3.000000|0.000000,1970.768066|13.000000|3.000000,2158.831055|13.000000|3.000000,13,190.345917,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,13,1995.642700|3.000000|0.000000,4.505096912384033,3.0,2182.990967|3.000000|0.000000,1970.768066|13.000000|3.000000,2158.831055|13.000000|3.000000,13,148.980927,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,14,1995.642700|3.000000|0.000000,4.376940011978149,3.0,2182.990967|3.000000|0.000000,1970.768066|13.000000|3.000000,2158.831055|13.000000|3.000000,13,113.488144,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,15,1995.642700|3.000000|0.000000,4.498167037963867,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,111.821869,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,16,1995.642700|3.000000|0.000000,4.477709770202637,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,114.350204,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,17,1995.642700|3.000000|0.000000,4.698451995849609,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,88.099197,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,18,1995.642700|3.000000|0.000000,4.794133901596069,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,67.596909,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,19,1995.642700|3.000000|0.000000,4.736195087432861,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,58.713402,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,20,1995.642700|3.000000|0.000000,4.73114800453186,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,63.171524,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,21,1995.642700|3.000000|0.000000,4.6822509765625,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,68.573463,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,22,1995.642700|3.000000|0.000000,4.518954038619995,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,73.472725,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,23,1995.642700|3.000000|0.000000,4.553862810134888,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,76.747093,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,24,1995.642700|3.000000|0.000000,4.9090001583099365,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,75.051666,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,25,1995.642700|3.000000|0.000000,5.010807037353516,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,77.872803,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,26,1995.642700|3.000000|0.000000,4.949692964553833,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,82.173737,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,27,1995.642700|3.000000|0.000000,5.150547027587891,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,84.288292,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,28,1995.642700|3.000000|0.000000,4.822119951248169,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,80.178825,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,29,1995.642700|3.000000|0.000000,4.5593931674957275,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,67.080841,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,30,1995.642700|3.000000|0.000000,4.572014093399048,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,50.070763,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,31,1995.642700|3.000000|0.000000,4.98249077796936,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,47.265896,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,32,1995.642700|3.000000|0.000000,4.9194817543029785,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,38.068592,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,33,1995.642700|3.000000|0.000000,5.002976894378662,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,19.532324,N/A,5
MOGP_NSGAII,cab9fae8-f217-11f0-8d21-6e001b3eef54,Toxicity,74,34,1995.642700|3.000000|0.000000,5.310068845748901,3.0,2182.990967|3.000000|0.000000,1952.088379|13.000000|3.000000,2149.657227|13.000000|3.000000,13,15.776269,N/A,5
