MOGP_GENERATIONAL,2db95354-f354-11f0-b094-6e001b3eef54,Boston,74,0,10.057483|3.000000,0.9417579174041748,3.0,10.197821|3.000000,N/A,N/A,0,242463866880.000000,N/A,5
MOGP_GENERATIONAL,2db95354-f354-11f0-b094-6e001b3eef54,Boston,74,1,10.057483|3.000000,1.0136449337005615,3.0,10.197821|3.000000,10.057483|3.000000,10.197821|3.000000,3,89553051648.000000,N/A,5
MOGP_GENERATIONAL,2db95354-f354-11f0-b094-6e001b3eef54,Boston,74,2,10.035536|3.000000,0.9856150150299072,3.0,10.660170|3.000000,9.997134|5.000000,10.168463|5.000000,5,83842842624.000000,N/A,5
MOGP_GENERATIONAL,2db95354-f354-11f0-b094-6e001b3eef54,Boston,74,3,10.035536|3.000000,1.008584976196289,3.0,10.660170|3.000000,10.035536|3.000000,10.660170|3.000000,3,113578000384.000000,N/A,5
MOGP_GENERATIONAL,2db95354-f354-11f0-b094-6e001b3eef54,Boston,74,4,9.984059|3.000000,1.007462978363037,3.0,10.738124|3.000000,9.984059|3.000000,10.738124|3.000000,3,56879190016.000000,N/A,5
MOGP_GENERATIONAL,2db95354-f354-11f0-b094-6e001b3eef54,Boston,74,5,9.984059|3.000000,1.0331180095672607,3.0,10.738124|3.000000,9.984059|3.000000,10.738124|3.000000,3,56001486848.000000,N/A,5
MOGP_GENERATIONAL,2db95354-f354-11f0-b094-6e001b3eef54,Boston,74,6,9.341909|3.000000,1.0502116680145264,3.0,9.901591|3.000000,9.341909|3.000000,9.901591|3.000000,3,57120124928.000000,N/A,5
MOGP_GENERATIONAL,2db95354-f354-11f0-b094-6e001b3eef54,Boston,74,7,8.623509|3.000000,0.9782290458679199,3.0,8.836260|3.000000,8.623509|3.000000,8.836260|3.000000,3,87510491136.000000,N/A,5
MOGP_GENERATIONAL,2db95354-f354-11f0-b094-6e001b3eef54,Boston,74,8,8.623509|3.000000,1.0561721324920654,3.0,8.836260|3.000000,8.623509|3.000000,8.836260|3.000000,3,67825451008.000000,N/A,5
MOGP_GENERATIONAL,2db95354-f354-11f0-b094-6e001b3eef54,Boston,74,9,8.623509|3.000000,1.0320351123809814,3.0,8.836260|3.000000,6.744547|7.000000,7.861723|7.000000,7,79799664640.000000,N/A,5
MOGP_GENERATIONAL,2db95354-f354-11f0-b094-6e001b3eef54,Boston,74,10,8.623509|3.000000,1.0304608345031738,3.0,8.836260|3.000000,8.623509|3.000000,8.836260|3.000000,3,68491599872.000000,N/A,5
MOGP_GENERATIONAL,2db95354-f354-11f0-b094-6e001b3eef54,Boston,74,11,8.623509|3.000000,1.0320203304290771,3.0,8.836260|3.000000,8.623509|3.000000,8.836260|3.000000,3,76899434496.000000,N/A,5
MOGP_GENERATIONAL,2db95354-f354-11f0-b094-6e001b3eef54,Boston,74,12,8.623509|3.000000,1.0810949802398682,3.0,8.836260|3.000000,8.623509|3.000000,8.836260|3.000000,3,82278547456.000000,N/A,5
