MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,0,2584.615967|3.000000|0.000000,1.1820557117462158,3.0,2674.053223|3.000000|0.000000,N/A,N/A,0,159825739776.000000,N/A,5
MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,1,2446.081299|3.000000|0.000000,4.634329080581665,3.0,2537.999756|3.000000|0.000000,2070.156738|15.000000|6.000000,2377.147461|15.000000|6.000000,15,2014942.125000,N/A,5
MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,2,2057.997559|3.000000|0.000000,4.328965902328491,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,2017090.375000,N/A,5
MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,3,2057.997559|3.000000|0.000000,4.349076986312866,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,19446130.000000,N/A,5
MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,4,2057.997559|3.000000|0.000000,4.376370191574097,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,131.623886,N/A,5
MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,5,2057.997559|3.000000|0.000000,4.617940902709961,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,136.538330,N/A,5
MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,6,2057.997559|3.000000|0.000000,4.66107177734375,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,133.219437,N/A,5
MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,7,2057.997559|3.000000|0.000000,4.887955904006958,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,131.423950,N/A,5
MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,8,2057.997559|3.000000|0.000000,5.6145830154418945,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,137.618851,N/A,5
MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,9,2057.997559|3.000000|0.000000,6.342328071594238,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,148.912216,N/A,5
MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,10,2057.997559|3.000000|0.000000,5.864994049072266,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,158.997604,N/A,5
MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,11,2057.997559|3.000000|0.000000,5.185860872268677,3.0,2142.211426|3.000000|0.000000,2051.543945|5.000000|2.000000,2115.108154|5.000000|2.000000,5,150.498337,N/A,5
MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,12,2057.997559|3.000000|0.000000,4.9883739948272705,3.0,2142.211426|3.000000|0.000000,2051.543945|5.000000|2.000000,2115.108154|5.000000|2.000000,5,111.428543,N/A,5
MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,13,2057.997559|3.000000|0.000000,5.508176803588867,3.0,2142.211426|3.000000|0.000000,2051.543945|5.000000|2.000000,2115.108154|5.000000|2.000000,5,56.371502,N/A,5
MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,14,2057.997559|3.000000|0.000000,6.302604913711548,3.0,2142.211426|3.000000|0.000000,2051.543945|5.000000|2.000000,2115.108154|5.000000|2.000000,5,42.173130,N/A,5
MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,15,2057.997559|3.000000|0.000000,6.985897064208984,3.0,2142.211426|3.000000|0.000000,2051.543945|5.000000|2.000000,2115.108154|5.000000|2.000000,5,48.477512,N/A,5
MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,16,2057.997559|3.000000|0.000000,6.794888973236084,3.0,2142.211426|3.000000|0.000000,2051.543945|5.000000|2.000000,2115.108154|5.000000|2.000000,5,56.481422,N/A,5
MOGP_NSGAII,bd6af770-eb6e-11f0-a4da-6e001b3eef54,Toxicity,74,17,2057.997559|3.000000|0.000000,6.219017028808594,3.0,2142.211426|3.000000|0.000000,2051.543945|5.000000|2.000000,2115.108154|5.000000|2.000000,5,64.996925,N/A,5
