MOGP_GENERATIONAL,1dbbd35c-f091-11f0-97f4-6e001b3eef54,Toxicity,74,0,2305.275635|3.000000,0.9045991897583008,3.0,2373.761230|3.000000,N/A,N/A,0,161016578048.000000,N/A,5
MOGP_GENERATIONAL,1dbbd35c-f091-11f0-97f4-6e001b3eef54,Toxicity,74,1,2210.936279|3.000000,0.021086931228637695,3.0,2305.995850|3.000000,2210.936279|3.000000,2305.995850|3.000000,3,54333304832.000000,N/A,5
MOGP_GENERATIONAL,1dbbd35c-f091-11f0-97f4-6e001b3eef54,Toxicity,74,2,2127.584717|3.000000,0.01985001564025879,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,53142036480.000000,N/A,5
MOGP_GENERATIONAL,1dbbd35c-f091-11f0-97f4-6e001b3eef54,Toxicity,74,3,2193.556152|3.000000,0.01997208595275879,3.0,2197.355713|3.000000,2193.556152|3.000000,2197.355713|3.000000,3,83751837696.000000,N/A,5
MOGP_GENERATIONAL,1dbbd35c-f091-11f0-97f4-6e001b3eef54,Toxicity,74,4,2184.037109|3.000000,0.019833087921142578,3.0,2271.814209|3.000000,2184.037109|3.000000,2271.814209|3.000000,3,32397617152.000000,N/A,5
MOGP_GENERATIONAL,1dbbd35c-f091-11f0-97f4-6e001b3eef54,Toxicity,74,5,2127.584717|3.000000,0.019310712814331055,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,13151.567383,N/A,5
MOGP_GENERATIONAL,1dbbd35c-f091-11f0-97f4-6e001b3eef54,Toxicity,74,6,2132.325195|3.000000,0.020390987396240234,3.0,2227.389893|3.000000,2132.325195|3.000000,2227.389893|3.000000,3,62968737792.000000,N/A,5
MOGP_GENERATIONAL,1dbbd35c-f091-11f0-97f4-6e001b3eef54,Toxicity,74,7,2127.584717|3.000000,0.019615888595581055,3.0,2217.610596|3.000000,2127.584717|3.000000,2217.610596|3.000000,3,45756162048.000000,N/A,5
MOGP_GENERATIONAL,1dbbd35c-f091-11f0-97f4-6e001b3eef54,Toxicity,74,8,2165.802490|3.000000,0.019814014434814453,3.0,2259.351074|3.000000,2154.363525|5.000000,2250.831055|5.000000,5,49784045568.000000,N/A,5
MOGP_GENERATIONAL,1dbbd35c-f091-11f0-97f4-6e001b3eef54,Toxicity,74,9,2165.802490|3.000000,0.01742386817932129,3.0,2259.351074|3.000000,2165.802490|3.000000,2259.351074|3.000000,3,35391516672.000000,N/A,5
MOGP_GENERATIONAL,1dbbd35c-f091-11f0-97f4-6e001b3eef54,Toxicity,74,10,2167.178467|3.000000,0.02002692222595215,3.0,2263.533691|3.000000,2167.178467|3.000000,2263.533691|3.000000,3,84368384000.000000,N/A,5
MOGP_GENERATIONAL,1dbbd35c-f091-11f0-97f4-6e001b3eef54,Toxicity,74,11,2263.185059|3.000000,0.01671576499938965,3.0,2285.655273|3.000000,2263.185059|3.000000,2285.655273|3.000000,3,1481074.750000,N/A,5
