MOGP_GENERATIONAL,f6d06aac-f0d4-11f0-894a-6e001b3eef54,Boston,74,0,10.140005|3.000000,0.8472411632537842,3.0,10.005688|3.000000,N/A,N/A,0,242627903488.000000,N/A,5
MOGP_GENERATIONAL,f6d06aac-f0d4-11f0-894a-6e001b3eef54,Boston,74,1,10.930571|3.000000,0.018068790435791016,3.0,10.231193|3.000000,10.930571|3.000000,10.231193|3.000000,3,74036781056.000000,N/A,5
MOGP_GENERATIONAL,f6d06aac-f0d4-11f0-894a-6e001b3eef54,Boston,74,2,10.131237|3.000000,0.017887115478515625,3.0,10.447217|3.000000,10.131237|3.000000,10.447217|3.000000,3,97335689216.000000,N/A,5
MOGP_GENERATIONAL,f6d06aac-f0d4-11f0-894a-6e001b3eef54,Boston,74,3,10.140005|3.000000,0.017240047454833984,3.0,10.005688|3.000000,10.140005|3.000000,10.005688|3.000000,3,76887113728.000000,N/A,5
MOGP_GENERATIONAL,f6d06aac-f0d4-11f0-894a-6e001b3eef54,Boston,74,4,10.131237|3.000000,0.016704082489013672,3.0,10.447217|3.000000,10.131237|3.000000,10.447217|3.000000,3,80044752896.000000,N/A,5
MOGP_GENERATIONAL,f6d06aac-f0d4-11f0-894a-6e001b3eef54,Boston,74,5,10.131237|3.000000,0.01640605926513672,3.0,10.447217|3.000000,10.131237|3.000000,10.447217|3.000000,3,75149467648.000000,N/A,5
MOGP_GENERATIONAL,f6d06aac-f0d4-11f0-894a-6e001b3eef54,Boston,74,6,9.363801|3.000000,0.017368078231811523,3.0,9.853315|3.000000,8.798171|7.000000,8.425718|7.000000,7,61202464768.000000,N/A,5
MOGP_GENERATIONAL,f6d06aac-f0d4-11f0-894a-6e001b3eef54,Boston,74,7,10.131237|3.000000,0.014659881591796875,3.0,10.447217|3.000000,10.131237|3.000000,10.447217|3.000000,3,81478787072.000000,N/A,5
MOGP_GENERATIONAL,f6d06aac-f0d4-11f0-894a-6e001b3eef54,Boston,74,8,10.131237|3.000000,0.01543879508972168,3.0,10.447217|3.000000,9.156544|7.000000,9.250384|7.000000,7,55040573440.000000,N/A,5
MOGP_GENERATIONAL,f6d06aac-f0d4-11f0-894a-6e001b3eef54,Boston,74,9,10.131237|3.000000,0.03219485282897949,3.0,10.447217|3.000000,10.131237|3.000000,10.447217|3.000000,3,73440821248.000000,N/A,5
MOGP_GENERATIONAL,f6d06aac-f0d4-11f0-894a-6e001b3eef54,Boston,74,10,10.131237|3.000000,0.01692795753479004,3.0,10.447217|3.000000,10.131237|3.000000,10.447217|3.000000,3,76887056384.000000,N/A,5
MOGP_GENERATIONAL,f6d06aac-f0d4-11f0-894a-6e001b3eef54,Boston,74,11,10.131237|3.000000,0.01782393455505371,3.0,10.447217|3.000000,10.131237|3.000000,10.447217|3.000000,3,83514572800.000000,N/A,5
