MOGP_NSGAII,f8d968d8-eadc-11f0-b813-6e001b3eef54,Boston,74,0,19.679579|3.000000|0.000000,1.156641960144043,3.0,20.059313|3.000000|0.000000,N/A,N/A,0,243284361216.000000,N/A,5
MOGP_NSGAII,f8d968d8-eadc-11f0-b813-6e001b3eef54,Boston,74,1,9.685912|3.000000|0.000000,4.8039140701293945,3.0,9.099292|3.000000|0.000000,9.685912|3.000000|0.000000,9.099292|3.000000|0.000000,3,238847.046875,N/A,5
MOGP_NSGAII,f8d968d8-eadc-11f0-b813-6e001b3eef54,Boston,74,2,9.459933|3.000000|0.000000,4.752015829086304,3.0,8.931745|3.000000|0.000000,9.459933|3.000000|0.000000,8.931745|3.000000|0.000000,3,238847.187500,N/A,5
MOGP_NSGAII,f8d968d8-eadc-11f0-b813-6e001b3eef54,Boston,74,3,9.459933|3.000000|0.000000,4.721985816955566,3.0,8.931745|3.000000|0.000000,8.353793|5.000000|1.000000,8.220647|5.000000|1.000000,5,4.606866,N/A,5
MOGP_NSGAII,f8d968d8-eadc-11f0-b813-6e001b3eef54,Boston,74,4,9.459933|3.000000|0.000000,4.930240154266357,3.0,8.931745|3.000000|0.000000,8.353793|5.000000|1.000000,8.220647|5.000000|1.000000,5,2.389682,N/A,5
MOGP_NSGAII,f8d968d8-eadc-11f0-b813-6e001b3eef54,Boston,74,5,9.459933|3.000000|0.000000,5.270323276519775,3.0,8.931745|3.000000|0.000000,8.353793|5.000000|1.000000,8.220647|5.000000|1.000000,5,1.036463,N/A,5
MOGP_NSGAII,f8d968d8-eadc-11f0-b813-6e001b3eef54,Boston,74,6,9.459933|3.000000|0.000000,5.6082587242126465,3.0,8.931745|3.000000|0.000000,8.088946|7.000000|1.000000,7.619530|7.000000|1.000000,7,0.583954,N/A,5
MOGP_NSGAII,f8d968d8-eadc-11f0-b813-6e001b3eef54,Boston,74,7,9.459933|3.000000|0.000000,5.989253282546997,3.0,8.931745|3.000000|0.000000,8.088946|7.000000|1.000000,7.619530|7.000000|1.000000,7,0.358191,N/A,5
MOGP_NSGAII,f8d968d8-eadc-11f0-b813-6e001b3eef54,Boston,74,8,9.459933|3.000000|0.000000,6.853400230407715,3.0,8.931745|3.000000|0.000000,8.088946|7.000000|1.000000,7.619530|7.000000|1.000000,7,0.314506,N/A,5
MOGP_NSGAII,f8d968d8-eadc-11f0-b813-6e001b3eef54,Boston,74,9,9.459933|3.000000|0.000000,6.608571290969849,3.0,8.931745|3.000000|0.000000,8.088946|7.000000|1.000000,7.619530|7.000000|1.000000,7,0.314475,N/A,5
MOGP_NSGAII,f8d968d8-eadc-11f0-b813-6e001b3eef54,Boston,74,10,9.459933|3.000000|0.000000,7.359272003173828,3.0,8.931745|3.000000|0.000000,8.088946|7.000000|1.000000,7.619530|7.000000|1.000000,7,0.106195,N/A,5
MOGP_NSGAII,f8d968d8-eadc-11f0-b813-6e001b3eef54,Boston,74,11,9.459933|3.000000|0.000000,9.966048002243042,3.0,8.931745|3.000000|0.000000,8.088946|7.000000|1.000000,7.619530|7.000000|1.000000,7,0.107753,N/A,5
MOGP_NSGAII,f8d968d8-eadc-11f0-b813-6e001b3eef54,Boston,74,12,9.459933|3.000000|0.000000,8.99415898323059,3.0,8.931745|3.000000|0.000000,8.088946|7.000000|1.000000,7.619530|7.000000|1.000000,7,0.109280,N/A,5
