MOGP_GENERATIONAL,b3363542-f1dd-11f0-a51a-6e001b3eef54,Toxicity,74,0,2136.099365|15.000000,0.9066131114959717,15.0,2239.207275|15.000000,N/A,N/A,0,159974572032.000000,N/A,5
MOGP_GENERATIONAL,b3363542-f1dd-11f0-a51a-6e001b3eef54,Toxicity,74,1,2136.099365|15.000000,0.02193284034729004,15.0,2239.207275|15.000000,2136.099365|15.000000,2239.207275|15.000000,15,52430864384.000000,N/A,5
MOGP_GENERATIONAL,b3363542-f1dd-11f0-a51a-6e001b3eef54,Toxicity,74,2,2104.021973|3.000000,0.020539045333862305,3.0,2400.671631|3.000000,2104.021973|3.000000,2400.671631|3.000000,3,65764196352.000000,N/A,5
MOGP_GENERATIONAL,b3363542-f1dd-11f0-a51a-6e001b3eef54,Toxicity,74,3,2101.554932|3.000000,0.020802974700927734,3.0,2402.684814|3.000000,2101.554932|3.000000,2402.684814|3.000000,3,74247168000.000000,N/A,5
MOGP_GENERATIONAL,b3363542-f1dd-11f0-a51a-6e001b3eef54,Toxicity,74,4,2101.554932|3.000000,0.02072000503540039,3.0,2402.684814|3.000000,2101.554932|3.000000,2402.684814|3.000000,3,11734211584.000000,N/A,5
MOGP_GENERATIONAL,b3363542-f1dd-11f0-a51a-6e001b3eef54,Toxicity,74,5,2090.514404|3.000000,0.0184018611907959,3.0,2352.281982|3.000000,2090.514404|3.000000,2352.281982|3.000000,3,18996.279297,N/A,5
MOGP_GENERATIONAL,b3363542-f1dd-11f0-a51a-6e001b3eef54,Toxicity,74,6,2090.514404|3.000000,0.021703004837036133,3.0,2352.281982|3.000000,2090.514404|3.000000,2352.281982|3.000000,3,44117147648.000000,N/A,5
MOGP_GENERATIONAL,b3363542-f1dd-11f0-a51a-6e001b3eef54,Toxicity,74,7,2090.514404|3.000000,0.019884109497070312,3.0,2352.281982|3.000000,2090.514404|3.000000,2352.281982|3.000000,3,67847757824.000000,N/A,5
MOGP_GENERATIONAL,b3363542-f1dd-11f0-a51a-6e001b3eef54,Toxicity,74,8,2090.514404|3.000000,0.020467281341552734,3.0,2352.281982|3.000000,2090.514404|3.000000,2352.281982|3.000000,3,8735421440.000000,N/A,5
MOGP_GENERATIONAL,b3363542-f1dd-11f0-a51a-6e001b3eef54,Toxicity,74,9,2090.514404|3.000000,0.020112991333007812,3.0,2352.281982|3.000000,2090.514404|3.000000,2352.281982|3.000000,3,58042458112.000000,N/A,5
MOGP_GENERATIONAL,b3363542-f1dd-11f0-a51a-6e001b3eef54,Toxicity,74,10,2077.251465|3.000000,0.019626855850219727,3.0,2373.611816|3.000000,2077.251465|3.000000,2373.611816|3.000000,3,34156337152.000000,N/A,5
MOGP_GENERATIONAL,b3363542-f1dd-11f0-a51a-6e001b3eef54,Toxicity,74,11,2069.017822|3.000000,0.019308805465698242,3.0,2341.378906|3.000000,2069.017822|3.000000,2341.378906|3.000000,3,86685687808.000000,N/A,5
