MOGP_GENERATIONAL,cc20334e-ebc7-11f0-8585-6e001b3eef54,Boston,74,0,9.835312|3.000000,1.029966115951538,3.0,10.690582|3.000000,N/A,N/A,0,243166330880.000000,N/A,5
MOGP_GENERATIONAL,cc20334e-ebc7-11f0-8585-6e001b3eef54,Boston,74,1,10.534307|3.000000,0.030042171478271484,3.0,11.157361|3.000000,10.534307|3.000000,11.157361|3.000000,3,90218676224.000000,N/A,5
MOGP_GENERATIONAL,cc20334e-ebc7-11f0-8585-6e001b3eef54,Boston,74,2,10.039071|3.000000,0.028404951095581055,3.0,10.710171|3.000000,9.622590|5.000000,10.340639|5.000000,5,56234332160.000000,N/A,5
MOGP_GENERATIONAL,cc20334e-ebc7-11f0-8585-6e001b3eef54,Boston,74,3,9.835312|3.000000,0.041409969329833984,3.0,10.690582|3.000000,9.835312|3.000000,10.690582|3.000000,3,52442660864.000000,N/A,5
MOGP_GENERATIONAL,cc20334e-ebc7-11f0-8585-6e001b3eef54,Boston,74,4,9.244568|3.000000,0.016443252563476562,3.0,10.112127|3.000000,9.244568|3.000000,10.112127|3.000000,3,68385837056.000000,N/A,5
MOGP_GENERATIONAL,cc20334e-ebc7-11f0-8585-6e001b3eef54,Boston,74,5,9.835312|3.000000,0.024534940719604492,3.0,10.690582|3.000000,9.835312|3.000000,10.690582|3.000000,3,67922231296.000000,N/A,5
MOGP_GENERATIONAL,cc20334e-ebc7-11f0-8585-6e001b3eef54,Boston,74,6,9.835312|3.000000,0.023366928100585938,3.0,10.690582|3.000000,9.835312|3.000000,10.690582|3.000000,3,87544528896.000000,N/A,5
MOGP_GENERATIONAL,cc20334e-ebc7-11f0-8585-6e001b3eef54,Boston,74,7,8.455818|3.000000,0.015502214431762695,3.0,9.205959|3.000000,8.455818|3.000000,9.205959|3.000000,3,97613824000.000000,N/A,5
MOGP_GENERATIONAL,cc20334e-ebc7-11f0-8585-6e001b3eef54,Boston,74,8,9.036079|3.000000,0.020399808883666992,3.0,9.901217|3.000000,8.117600|5.000000,9.166389|5.000000,5,117587640320.000000,N/A,5
MOGP_GENERATIONAL,cc20334e-ebc7-11f0-8585-6e001b3eef54,Boston,74,9,8.455818|3.000000,0.017663002014160156,3.0,9.205959|3.000000,8.455818|3.000000,9.205959|3.000000,3,73719119872.000000,N/A,5
MOGP_GENERATIONAL,cc20334e-ebc7-11f0-8585-6e001b3eef54,Boston,74,10,9.036079|3.000000,0.014693975448608398,3.0,9.901217|3.000000,9.036079|3.000000,9.901217|3.000000,3,513960192.000000,N/A,5
MOGP_GENERATIONAL,cc20334e-ebc7-11f0-8585-6e001b3eef54,Boston,74,11,9.835312|3.000000,0.013983964920043945,3.0,10.690582|3.000000,8.075047|5.000000,8.893913|5.000000,5,25730627584.000000,N/A,5
MOGP_GENERATIONAL,cc20334e-ebc7-11f0-8585-6e001b3eef54,Boston,74,12,9.835312|3.000000,0.01588296890258789,3.0,10.690582|3.000000,9.835312|3.000000,10.690582|3.000000,3,75367432192.000000,N/A,5
MOGP_GENERATIONAL,cc20334e-ebc7-11f0-8585-6e001b3eef54,Boston,74,13,9.835312|3.000000,0.015773296356201172,3.0,10.690582|3.000000,9.835312|3.000000,10.690582|3.000000,3,101541027840.000000,N/A,5
MOGP_GENERATIONAL,cc20334e-ebc7-11f0-8585-6e001b3eef54,Boston,74,14,9.996774|3.000000,0.020076990127563477,3.0,10.744655|3.000000,9.996774|3.000000,10.744655|3.000000,3,85811421184.000000,N/A,5
MOGP_GENERATIONAL,cc20334e-ebc7-11f0-8585-6e001b3eef54,Boston,74,15,10.039071|3.000000,0.02300119400024414,3.0,10.710171|3.000000,10.039071|3.000000,10.710171|3.000000,3,56120328192.000000,N/A,5
