MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,0,10.194349|3.000000,0.9501879215240479,3.0,9.876244|3.000000,N/A,N/A,0,242997575680.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,1,10.194349|3.000000,0.9371941089630127,3.0,9.876244|3.000000,10.194349|3.000000,9.876244|3.000000,3,93485031424.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,2,9.693395|3.000000,0.9982519149780273,3.0,9.080716|3.000000,9.693395|3.000000,9.080716|3.000000,3,85656731648.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,3,9.693395|3.000000,1.0251989364624023,3.0,9.080716|3.000000,9.693395|3.000000,9.080716|3.000000,3,77170999296.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,4,9.693395|3.000000,1.002781867980957,3.0,9.080716|3.000000,9.693395|3.000000,9.080716|3.000000,3,84671905792.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,5,8.724792|3.000000,0.9977140426635742,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,63724838912.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,6,8.724792|3.000000,0.9930391311645508,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,85870026752.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,7,8.724792|3.000000,1.0307791233062744,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,75370291200.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,8,8.724792|3.000000,1.1112120151519775,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,100390699008.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,9,8.724792|3.000000,1.1089401245117188,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,56681197568.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,10,8.724792|3.000000,1.02960205078125,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,89341804544.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,11,8.724792|3.000000,1.0442709922790527,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,35564457984.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,12,8.724792|3.000000,1.066720962524414,3.0,7.713575|3.000000,8.502844|5.000000,7.433446|5.000000,5,65874145280.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,13,8.724792|3.000000,1.0373899936676025,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,82808143872.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,14,8.724792|3.000000,1.0631930828094482,3.0,7.713575|3.000000,8.611445|7.000000,8.795362|7.000000,7,86966067200.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,15,8.724792|3.000000,1.0754058361053467,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,65695297536.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,16,8.724792|3.000000,1.0587098598480225,3.0,7.713575|3.000000,8.223558|11.000000,7.485947|11.000000,11,19493.736328,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,17,8.724792|3.000000,1.1316330432891846,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,96727990272.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,18,8.724792|3.000000,1.2075262069702148,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,60558217216.000000,N/A,5
MOGP_GENERATIONAL,37181b74-ef49-11f0-9be8-6e001b3eef54,Boston,74,19,8.724792|3.000000,1.3455092906951904,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,44709556224.000000,N/A,5
