MOGP_NSGAII,6a0fe9d0-ead0-11f0-bfab-6e001b3eef54,Boston,74,0,19.841860|3.000000|0.000000,1.1607418060302734,3.0,19.683474|3.000000|0.000000,N/A,N/A,0,243221397504.000000,N/A,5
MOGP_NSGAII,6a0fe9d0-ead0-11f0-bfab-6e001b3eef54,Boston,74,1,9.306701|3.000000|0.000000,4.810628890991211,3.0,9.978513|3.000000|0.000000,9.306701|3.000000|0.000000,9.978513|3.000000|0.000000,3,238847.078125,N/A,5
MOGP_NSGAII,6a0fe9d0-ead0-11f0-bfab-6e001b3eef54,Boston,74,2,9.306701|3.000000|0.000000,4.639807939529419,3.0,9.978513|3.000000|0.000000,7.784325|3.000000|1.000000,8.325772|3.000000|1.000000,3,238846.937500,N/A,5
MOGP_NSGAII,6a0fe9d0-ead0-11f0-bfab-6e001b3eef54,Boston,74,3,9.306701|3.000000|0.000000,4.651519298553467,3.0,9.978513|3.000000|0.000000,7.784325|3.000000|1.000000,8.325772|3.000000|1.000000,3,4.877183,N/A,5
MOGP_NSGAII,6a0fe9d0-ead0-11f0-bfab-6e001b3eef54,Boston,74,4,9.108727|3.000000|0.000000,4.877308130264282,3.0,9.744955|3.000000|0.000000,7.784325|3.000000|1.000000,8.325772|3.000000|1.000000,3,2.732432,N/A,5
MOGP_NSGAII,6a0fe9d0-ead0-11f0-bfab-6e001b3eef54,Boston,74,5,9.108727|3.000000|0.000000,5.1349029541015625,3.0,9.744955|3.000000|0.000000,7.784325|3.000000|1.000000,8.325772|3.000000|1.000000,3,1.270356,N/A,5
MOGP_NSGAII,6a0fe9d0-ead0-11f0-bfab-6e001b3eef54,Boston,74,6,9.108727|3.000000|0.000000,5.541711091995239,3.0,9.744955|3.000000|0.000000,7.784325|3.000000|1.000000,8.325772|3.000000|1.000000,3,0.606176,N/A,5
MOGP_NSGAII,6a0fe9d0-ead0-11f0-bfab-6e001b3eef54,Boston,74,7,9.108727|3.000000|0.000000,6.548183917999268,3.0,9.744955|3.000000|0.000000,7.784325|3.000000|1.000000,8.325772|3.000000|1.000000,3,0.325600,N/A,5
MOGP_NSGAII,6a0fe9d0-ead0-11f0-bfab-6e001b3eef54,Boston,74,8,9.108727|3.000000|0.000000,8.404084920883179,3.0,9.744955|3.000000|0.000000,7.784325|3.000000|1.000000,8.325772|3.000000|1.000000,3,0.346948,N/A,5
MOGP_NSGAII,6a0fe9d0-ead0-11f0-bfab-6e001b3eef54,Boston,74,9,9.108727|3.000000|0.000000,7.973150014877319,3.0,9.744955|3.000000|0.000000,7.784325|3.000000|1.000000,8.325772|3.000000|1.000000,3,0.360802,N/A,5
MOGP_NSGAII,6a0fe9d0-ead0-11f0-bfab-6e001b3eef54,Boston,74,10,9.108727|3.000000|0.000000,7.287649869918823,3.0,9.744955|3.000000|0.000000,7.784325|3.000000|1.000000,8.325772|3.000000|1.000000,3,0.386705,N/A,5
MOGP_NSGAII,6a0fe9d0-ead0-11f0-bfab-6e001b3eef54,Boston,74,11,9.108727|3.000000|0.000000,6.452461004257202,3.0,9.744955|3.000000|0.000000,7.784325|3.000000|1.000000,8.325772|3.000000|1.000000,3,0.407398,N/A,5
