MOGP_GENERATIONAL,c3159f12-ec55-11f0-9443-6e001b3eef54,Toxicity,74,0,2338.544434|3.000000,1.350693941116333,3.0,2297.837402|3.000000,N/A,N/A,0,159903678464.000000,N/A,5
MOGP_GENERATIONAL,c3159f12-ec55-11f0-9443-6e001b3eef54,Toxicity,74,1,2220.908203|3.000000,1.1574509143829346,3.0,2283.891357|3.000000,2121.398682|15.000000,2271.065186|15.000000,15,71880753152.000000,N/A,5
MOGP_GENERATIONAL,c3159f12-ec55-11f0-9443-6e001b3eef54,Toxicity,74,2,2242.095459|3.000000,1.1461498737335205,3.0,2318.540283|3.000000,2109.895508|15.000000,2323.169434|15.000000,15,49724948480.000000,N/A,5
MOGP_GENERATIONAL,c3159f12-ec55-11f0-9443-6e001b3eef54,Toxicity,74,3,2137.207764|3.000000,1.2691097259521484,3.0,2248.094238|3.000000,2120.968506|13.000000,2270.906982|13.000000,13,40313520128.000000,N/A,5
MOGP_GENERATIONAL,c3159f12-ec55-11f0-9443-6e001b3eef54,Toxicity,74,4,2125.544434|3.000000,1.2697498798370361,3.0,2222.097656|3.000000,2120.968506|13.000000,2270.906982|13.000000,13,57157558272.000000,N/A,5
MOGP_GENERATIONAL,c3159f12-ec55-11f0-9443-6e001b3eef54,Toxicity,74,5,2196.832764|3.000000,1.1973950862884521,3.0,2261.370117|3.000000,2120.968506|13.000000,2270.906982|13.000000,13,30720481280.000000,N/A,5
MOGP_GENERATIONAL,c3159f12-ec55-11f0-9443-6e001b3eef54,Toxicity,74,6,2170.556885|3.000000,1.1704671382904053,3.0,2296.660156|3.000000,2120.968506|13.000000,2270.906982|13.000000,13,62674145280.000000,N/A,5
MOGP_GENERATIONAL,c3159f12-ec55-11f0-9443-6e001b3eef54,Toxicity,74,7,2213.741699|3.000000,1.2304229736328125,3.0,2511.199219|3.000000,2120.968506|13.000000,2270.906982|13.000000,13,45109972992.000000,N/A,5
MOGP_GENERATIONAL,c3159f12-ec55-11f0-9443-6e001b3eef54,Toxicity,74,8,2137.207764|3.000000,1.1807470321655273,3.0,2248.094238|3.000000,2120.968506|13.000000,2270.906982|13.000000,13,70433996800.000000,N/A,5
MOGP_GENERATIONAL,c3159f12-ec55-11f0-9443-6e001b3eef54,Toxicity,74,9,2168.023682|3.000000,1.1921353340148926,3.0,2240.275391|3.000000,2120.968506|13.000000,2270.906982|13.000000,13,60603088896.000000,N/A,5
MOGP_GENERATIONAL,c3159f12-ec55-11f0-9443-6e001b3eef54,Toxicity,74,10,2237.903809|3.000000,1.2224109172821045,3.0,2327.320068|3.000000,2120.968506|13.000000,2270.906982|13.000000,13,67690528768.000000,N/A,5
MOGP_GENERATIONAL,c3159f12-ec55-11f0-9443-6e001b3eef54,Toxicity,74,11,2213.741699|3.000000,1.2191212177276611,3.0,2511.199219|3.000000,2120.968506|13.000000,2270.906982|13.000000,13,16261192704.000000,N/A,5
