MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,0,10.288237|3.000000,0.8612589836120605,3.0,9.646839|3.000000,N/A,N/A,0,243726123008.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,1,10.288237|3.000000,0.8570849895477295,3.0,9.646839|3.000000,10.288237|3.000000,9.646839|3.000000,3,92202164224.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,2,10.288237|3.000000,0.9071450233459473,3.0,9.646839|3.000000,9.700797|5.000000,8.460330|5.000000,5,96496345088.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,3,10.188814|3.000000,0.9111771583557129,3.0,9.747214|3.000000,10.188814|3.000000,9.747214|3.000000,3,75188527104.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,4,10.188814|3.000000,0.8974957466125488,3.0,9.747214|3.000000,10.188814|3.000000,9.747214|3.000000,3,38185828352.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,5,9.671574|3.000000,0.9090664386749268,3.0,9.134744|3.000000,9.671574|3.000000,9.134744|3.000000,3,124807258112.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,6,9.671574|3.000000,0.8988337516784668,3.0,9.134744|3.000000,8.656588|5.000000,8.135407|5.000000,5,81918787584.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,7,9.671574|3.000000,0.9047129154205322,3.0,9.134744|3.000000,9.671574|3.000000,9.134744|3.000000,3,10624300032.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,8,9.671574|3.000000,0.903576135635376,3.0,9.134744|3.000000,9.671574|3.000000,9.134744|3.000000,3,71794696192.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,9,9.671574|3.000000,0.9139761924743652,3.0,9.134744|3.000000,7.185205|7.000000,6.892826|7.000000,7,83095109632.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,10,9.671574|3.000000,0.9178617000579834,3.0,9.134744|3.000000,9.671574|3.000000,9.134744|3.000000,3,54118887424.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,11,9.671574|3.000000,0.936743974685669,3.0,9.134744|3.000000,9.671574|3.000000,9.134744|3.000000,3,58074398720.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,12,9.671574|3.000000,0.9324679374694824,3.0,9.134744|3.000000,9.671574|3.000000,9.134744|3.000000,3,114273157120.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,13,9.671574|3.000000,0.9469649791717529,3.0,9.134744|3.000000,9.671574|3.000000,9.134744|3.000000,3,78701592576.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,14,9.671574|3.000000,0.984827995300293,3.0,9.134744|3.000000,9.671574|3.000000,9.134744|3.000000,3,76105187328.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,15,9.671574|3.000000,1.0462698936462402,3.0,9.134744|3.000000,9.671574|3.000000,9.134744|3.000000,3,44052226048.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,16,9.671574|3.000000,1.0636649131774902,3.0,9.134744|3.000000,9.671574|3.000000,9.134744|3.000000,3,66730172416.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,17,9.671574|3.000000,1.1653118133544922,3.0,9.134744|3.000000,9.671574|3.000000,9.134744|3.000000,3,98290614272.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,18,9.671574|3.000000,1.365900993347168,3.0,9.134744|3.000000,8.787204|7.000000,8.334827|7.000000,7,25319456768.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,19,9.671574|3.000000,1.5290157794952393,3.0,9.134744|3.000000,9.671574|3.000000,9.134744|3.000000,3,48113299456.000000,N/A,5
MOGP_GENERATIONAL,4fb892a8-eff3-11f0-8105-6e001b3eef54,Boston,74,20,9.671574|3.000000,1.6362991333007812,3.0,9.134744|3.000000,9.671574|3.000000,9.134744|3.000000,3,43157667840.000000,N/A,5
