MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,0,9.748077|3.000000,0.9066412448883057,3.0,8.985961|3.000000,N/A,N/A,0,244533985280.000000,N/A,5
MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,1,8.227382|3.000000,3.6253960132598877,3.0,8.599137|3.000000,8.227382|3.000000,8.599137|3.000000,3,3.373533,N/A,5
MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,2,8.227382|3.000000,3.480576992034912,3.0,8.599137|3.000000,4.346528|5.000000,4.183233|5.000000,5,3.624318,N/A,5
MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,3,8.227382|3.000000,3.3991010189056396,3.0,8.599137|3.000000,4.346528|5.000000,4.183233|5.000000,5,3.203144,N/A,5
MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,4,8.227382|3.000000,3.4371042251586914,3.0,8.599137|3.000000,4.346528|5.000000,4.183233|5.000000,5,2.872726,N/A,5
MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,5,4.565099|3.000000,3.5757408142089844,3.0,4.504544|3.000000,4.346528|5.000000,4.183233|5.000000,5,2.512710,N/A,5
MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,6,4.565099|3.000000,3.471040964126587,3.0,4.504544|3.000000,4.346528|5.000000,4.183233|5.000000,5,2.325282,N/A,5
MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,7,4.565099|3.000000,3.46583890914917,3.0,4.504544|3.000000,4.346528|5.000000,4.183233|5.000000,5,2.458653,N/A,5
MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,8,4.565099|3.000000,3.596867084503174,3.0,4.504544|3.000000,4.346528|5.000000,4.183233|5.000000,5,2.500538,N/A,5
MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,9,4.565099|3.000000,3.7445240020751953,3.0,4.504544|3.000000,4.346528|5.000000,4.183233|5.000000,5,2.457816,N/A,5
MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,10,4.565099|3.000000,3.693937063217163,3.0,4.504544|3.000000,4.346528|5.000000,4.183233|5.000000,5,2.418811,N/A,5
MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,11,4.565099|3.000000,3.9213197231292725,3.0,4.504544|3.000000,4.346528|5.000000,4.183233|5.000000,5,2.079023,N/A,5
MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,12,4.565099|3.000000,4.352233171463013,3.0,4.504544|3.000000,4.346528|5.000000,4.183233|5.000000,5,0.895483,N/A,5
MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,13,4.565099|3.000000,5.078450918197632,3.0,4.504544|3.000000,4.346528|5.000000,4.183233|5.000000,5,0.015417,N/A,5
MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,14,4.565099|3.000000,5.834078073501587,3.0,4.504544|3.000000,4.346528|5.000000,4.183233|5.000000,5,0.015417,N/A,5
MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,15,4.565099|3.000000,5.892029762268066,3.0,4.504544|3.000000,4.346528|5.000000,4.183233|5.000000,5,0.015417,N/A,5
MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,16,4.565099|3.000000,5.900408983230591,3.0,4.504544|3.000000,4.346528|5.000000,4.183233|5.000000,5,0.015417,N/A,5
MOGP_NSGAII,81715802-eb57-11f0-828b-6e001b3eef54,Cooling,74,17,4.565099|3.000000,5.797031879425049,3.0,4.504544|3.000000,4.346528|5.000000,4.183233|5.000000,5,0.015417,N/A,5
