MOGP_NSGAII,3897083a-ea5c-11f0-8a40-6e001b3eef54,Boston,74,0,19.346584|3.000000|0.000000,1.4147050380706787,3.0,20.800043|3.000000|0.000000,N/A,N/A,0,242793021440.000000,N/A,5
MOGP_NSGAII,3897083a-ea5c-11f0-8a40-6e001b3eef54,Boston,74,1,9.221503|3.000000|0.000000,5.948331832885742,3.0,10.161056|3.000000|0.000000,9.221503|3.000000|0.000000,10.161056|3.000000|0.000000,3,238847.109375,N/A,5
MOGP_NSGAII,3897083a-ea5c-11f0-8a40-6e001b3eef54,Boston,74,2,8.972115|3.000000|0.000000,5.713568925857544,3.0,10.035775|3.000000|0.000000,8.972115|3.000000|0.000000,10.035775|3.000000|0.000000,3,238847.234375,N/A,5
MOGP_NSGAII,3897083a-ea5c-11f0-8a40-6e001b3eef54,Boston,74,3,8.972115|3.000000|0.000000,5.764822006225586,3.0,10.035775|3.000000|0.000000,8.972115|3.000000|0.000000,10.035775|3.000000|0.000000,3,4.558330,N/A,5
MOGP_NSGAII,3897083a-ea5c-11f0-8a40-6e001b3eef54,Boston,74,4,8.972115|3.000000|0.000000,6.028777837753296,3.0,10.035775|3.000000|0.000000,8.972115|3.000000|0.000000,10.035775|3.000000|0.000000,3,2.176672,N/A,5
MOGP_NSGAII,3897083a-ea5c-11f0-8a40-6e001b3eef54,Boston,74,5,8.972115|3.000000|0.000000,6.43773889541626,3.0,10.035775|3.000000|0.000000,8.972115|3.000000|0.000000,10.035775|3.000000|0.000000,3,0.896672,N/A,5
MOGP_NSGAII,3897083a-ea5c-11f0-8a40-6e001b3eef54,Boston,74,6,8.881834|3.000000|0.000000,7.028717279434204,3.0,10.253097|3.000000|0.000000,8.881834|3.000000|0.000000,10.253097|3.000000|0.000000,3,0.473242,N/A,5
MOGP_NSGAII,3897083a-ea5c-11f0-8a40-6e001b3eef54,Boston,74,7,8.881834|3.000000|0.000000,8.634964942932129,3.0,10.253097|3.000000|0.000000,8.881834|3.000000|0.000000,10.253097|3.000000|0.000000,3,0.131982,N/A,5
MOGP_NSGAII,3897083a-ea5c-11f0-8a40-6e001b3eef54,Boston,74,8,8.881834|3.000000|0.000000,12.42962384223938,3.0,10.253097|3.000000|0.000000,8.881834|3.000000|0.000000,10.253097|3.000000|0.000000,3,0.139151,N/A,5
MOGP_NSGAII,3897083a-ea5c-11f0-8a40-6e001b3eef54,Boston,74,9,8.881834|3.000000|0.000000,11.93533992767334,3.0,10.253097|3.000000|0.000000,8.881834|3.000000|0.000000,10.253097|3.000000|0.000000,3,0.139151,N/A,5
MOGP_NSGAII,3897083a-ea5c-11f0-8a40-6e001b3eef54,Boston,74,10,8.881834|3.000000|0.000000,12.411797046661377,3.0,10.253097|3.000000|0.000000,8.881834|3.000000|0.000000,10.253097|3.000000|0.000000,3,0.149425,N/A,5
MOGP_NSGAII,3897083a-ea5c-11f0-8a40-6e001b3eef54,Boston,74,11,8.881834|3.000000|0.000000,12.162606954574585,3.0,10.253097|3.000000|0.000000,8.881834|3.000000|0.000000,10.253097|3.000000|0.000000,3,0.152906,N/A,5
MOGP_NSGAII,3897083a-ea5c-11f0-8a40-6e001b3eef54,Boston,74,12,8.881834|3.000000|0.000000,12.104603052139282,3.0,10.253097|3.000000|0.000000,8.881834|3.000000|0.000000,10.253097|3.000000|0.000000,3,0.156930,N/A,5
