MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,0,9.748077|3.000000|0.000000|0.000000|0.000000,1.191390037536621,3.0,8.985961|3.000000|0.000000|0.000000|0.000000,8.985961|3.000000|0.000000|0.000000|0.000000,3,244533985280.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,1,4.565099|3.000000|1.000000|0.000000|0.000000,0.06442379951477051,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,106702020608.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,2,4.565099|3.000000|1.000000|0.000000|0.000000,0.05458807945251465,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,91459534848.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,3,4.565099|3.000000|1.000000|0.000000|0.000000,0.05474686622619629,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,71784128512.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,4,4.565099|3.000000|1.000000|0.000000|0.000000,0.05665302276611328,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,85416058880.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,5,4.565099|3.000000|1.000000|0.000000|0.000000,0.05434298515319824,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,101984182272.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,6,4.565099|3.000000|1.000000|0.000000|0.000000,0.05518984794616699,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,101846679552.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,7,4.565099|3.000000|1.000000|0.000000|0.000000,0.05339217185974121,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,82668339200.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,8,4.565099|3.000000|1.000000|0.000000|0.000000,0.053610801696777344,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,64619454464.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,9,4.565099|3.000000|1.000000|0.000000|0.000000,0.05412006378173828,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,98503000064.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,10,4.565099|3.000000|1.000000|0.000000|0.000000,0.05478811264038086,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,118226313216.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,11,4.565099|3.000000|1.000000|0.000000|0.000000,0.053277015686035156,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,33252585472.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,12,4.565099|3.000000|1.000000|0.000000|0.000000,0.05366015434265137,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,99498762240.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,13,4.565099|3.000000|1.000000|0.000000|0.000000,0.05280494689941406,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,79910993920.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,14,4.565099|3.000000|1.000000|0.000000|0.000000,0.05221390724182129,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,64901246976.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,15,4.565099|3.000000|1.000000|0.000000|0.000000,0.05399322509765625,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,99497533440.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,16,4.565099|3.000000|1.000000|0.000000|0.000000,0.07821273803710938,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,49937473536.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,17,4.565099|3.000000|1.000000|0.000000|0.000000,0.053414106369018555,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,87366049792.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,18,4.565099|3.000000|1.000000|0.000000|0.000000,0.05203413963317871,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,78844108800.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,19,4.565099|3.000000|1.000000|0.000000|0.000000,0.05346035957336426,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,93146447872.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,20,4.565099|3.000000|1.000000|0.000000|0.000000,0.05257892608642578,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,121552486400.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,21,4.565099|3.000000|1.000000|0.000000|0.000000,0.05262327194213867,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,50026930176.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,22,4.565099|3.000000|1.000000|0.000000|0.000000,0.052729129791259766,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,12077.092773,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,23,4.565099|3.000000|1.000000|0.000000|0.000000,0.0527799129486084,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,51354574848.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,24,4.565099|3.000000|1.000000|0.000000|0.000000,0.05353403091430664,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,102675562496.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,25,4.565099|3.000000|1.000000|0.000000|0.000000,0.05341696739196777,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,122527080448.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,26,4.565099|3.000000|1.000000|0.000000|0.000000,0.05309581756591797,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,105313402880.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,27,4.565099|3.000000|1.000000|0.000000|0.000000,0.052945852279663086,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,15472538624.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,28,4.565099|3.000000|1.000000|0.000000|0.000000,0.053177833557128906,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,96346316800.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,29,4.565099|3.000000|1.000000|0.000000|0.000000,0.054593801498413086,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,26707.865234,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,30,4.565099|3.000000|1.000000|0.000000|0.000000,0.05294179916381836,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,61188427776.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,31,4.565099|3.000000|1.000000|0.000000|0.000000,0.05259990692138672,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,93142884352.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,32,4.565099|3.000000|1.000000|0.000000|0.000000,0.053713083267211914,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,87250575360.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,33,4.565099|3.000000|1.000000|0.000000|0.000000,0.052490949630737305,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,51535585280.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,34,4.565099|3.000000|1.000000|0.000000|0.000000,0.053458213806152344,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,66939420672.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,35,4.565099|3.000000|1.000000|0.000000|0.000000,0.05521821975708008,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,49937465344.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,36,4.565099|3.000000|1.000000|0.000000|0.000000,0.052506208419799805,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,58788737024.000000,N/A,5
MOGP_GENERATIONAL,9d44c764-ea1a-11f0-a117-6e001b3eef54,Cooling,74,37,4.565099|3.000000|1.000000|0.000000|0.000000,0.05473017692565918,3.0,4.504544|3.000000|1.000000|0.000000|0.000000,4.504544|3.000000|1.000000|0.000000|0.000000,3,106459930624.000000,N/A,5
