MOGP_NSGAII,765bf2c0-eabb-11f0-bfab-6e001b3eef54,Boston,74,0,9.890919|3.000000,0.9660501480102539,3.0,10.570427|3.000000,N/A,N/A,0,243221397504.000000,N/A,5
MOGP_NSGAII,765bf2c0-eabb-11f0-bfab-6e001b3eef54,Boston,74,1,9.890919|3.000000,3.89174222946167,3.0,10.570427|3.000000,9.890919|3.000000,10.570427|3.000000,3,3.493551,N/A,5
MOGP_NSGAII,765bf2c0-eabb-11f0-bfab-6e001b3eef54,Boston,74,2,9.890919|3.000000,3.8110830783843994,3.0,10.570427|3.000000,9.697577|9.000000,10.046634|9.000000,9,3.391049,N/A,5
MOGP_NSGAII,765bf2c0-eabb-11f0-bfab-6e001b3eef54,Boston,74,3,9.890919|3.000000,3.7206759452819824,3.0,10.570427|3.000000,9.211118|5.000000,9.536794|5.000000,5,2.797527,N/A,5
MOGP_NSGAII,765bf2c0-eabb-11f0-bfab-6e001b3eef54,Boston,74,4,9.108727|3.000000,3.7480220794677734,3.0,9.744955|3.000000,9.108727|3.000000,9.744955|3.000000,3,2.255337,N/A,5
MOGP_NSGAII,765bf2c0-eabb-11f0-bfab-6e001b3eef54,Boston,74,5,7.784325|3.000000,3.66953706741333,3.0,8.325772|3.000000,7.784325|3.000000,8.325772|3.000000,3,1.448983,N/A,5
MOGP_NSGAII,765bf2c0-eabb-11f0-bfab-6e001b3eef54,Boston,74,6,7.784325|3.000000,3.704085111618042,3.0,8.325772|3.000000,7.784325|3.000000,8.325772|3.000000,3,0.813646,N/A,5
MOGP_NSGAII,765bf2c0-eabb-11f0-bfab-6e001b3eef54,Boston,74,7,7.784325|3.000000,3.7553749084472656,3.0,8.325772|3.000000,7.784325|3.000000,8.325772|3.000000,3,0.502238,N/A,5
MOGP_NSGAII,765bf2c0-eabb-11f0-bfab-6e001b3eef54,Boston,74,8,7.784325|3.000000,3.93776798248291,3.0,8.325772|3.000000,7.784325|3.000000,8.325772|3.000000,3,0.411021,N/A,5
MOGP_NSGAII,765bf2c0-eabb-11f0-bfab-6e001b3eef54,Boston,74,9,7.784325|3.000000,4.197772026062012,3.0,8.325772|3.000000,7.784325|3.000000,8.325772|3.000000,3,0.409764,N/A,5
MOGP_NSGAII,765bf2c0-eabb-11f0-bfab-6e001b3eef54,Boston,74,10,7.784325|3.000000,4.5005271434783936,3.0,8.325772|3.000000,7.784325|3.000000,8.325772|3.000000,3,0.411578,N/A,5
MOGP_NSGAII,765bf2c0-eabb-11f0-bfab-6e001b3eef54,Boston,74,11,7.784325|3.000000,4.55250096321106,3.0,8.325772|3.000000,7.784325|3.000000,8.325772|3.000000,3,0.463858,N/A,5
