MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,0,9.796895|3.000000,0.7787690162658691,3.0,10.772421|3.000000,N/A,N/A,0,243780485120.000000,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,1,9.711526|3.000000,3.0610721111297607,3.0,10.822612|3.000000,9.151953|5.000000,12.159174|5.000000,5,3.434774,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,2,9.093143|3.000000,2.965985059738159,3.0,9.812237|3.000000,8.114103|11.000000,8.254798|11.000000,11,3.365156,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,3,9.093143|3.000000,2.9330332279205322,3.0,9.812237|3.000000,8.114103|11.000000,8.254798|11.000000,11,2.728861,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,4,9.093143|3.000000,2.981966733932495,3.0,9.812237|3.000000,8.114103|11.000000,8.254798|11.000000,11,1.988058,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,5,8.528420|3.000000,2.8931448459625244,3.0,9.048638|3.000000,8.114103|11.000000,8.254798|11.000000,11,1.165654,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,6,8.528420|3.000000,2.9309091567993164,3.0,9.048638|3.000000,8.114103|11.000000,8.254798|11.000000,11,0.645562,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,7,8.528420|3.000000,2.9598419666290283,3.0,9.048638|3.000000,8.114103|9.000000,8.254798|9.000000,9,0.616984,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,8,8.528420|3.000000,2.984164237976074,3.0,9.048638|3.000000,8.114103|9.000000,8.254798|9.000000,9,0.675490,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,9,8.528420|3.000000,3.050260066986084,3.0,9.048638|3.000000,8.114103|9.000000,8.254798|9.000000,9,0.681168,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,10,8.528420|3.000000,3.102689027786255,3.0,9.048638|3.000000,7.976458|5.000000,7.915792|5.000000,5,0.787775,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,11,8.528420|3.000000,3.132047176361084,3.0,9.048638|3.000000,7.976458|5.000000,7.915792|5.000000,5,0.833884,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,12,8.528420|3.000000,3.1132240295410156,3.0,9.048638|3.000000,7.976458|5.000000,7.915792|5.000000,5,0.812607,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,13,8.528420|3.000000,3.2805428504943848,3.0,9.048638|3.000000,7.976458|5.000000,7.915792|5.000000,5,0.728377,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,14,8.528420|3.000000,3.2660820484161377,3.0,9.048638|3.000000,7.976458|5.000000,7.915792|5.000000,5,0.740279,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,15,8.528420|3.000000,3.1685359477996826,3.0,9.048638|3.000000,7.788259|7.000000,8.066490|7.000000,7,0.753872,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,16,8.113663|3.000000,3.1067519187927246,3.0,7.558079|3.000000,7.788259|7.000000,8.066490|7.000000,7,0.774669,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,17,8.113663|3.000000,3.2056870460510254,3.0,7.558079|3.000000,7.788259|7.000000,8.066490|7.000000,7,0.697429,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,18,8.113663|3.000000,3.219621181488037,3.0,7.558079|3.000000,7.788259|7.000000,8.066490|7.000000,7,0.398348,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,19,8.113663|3.000000,3.314488649368286,3.0,7.558079|3.000000,7.788259|7.000000,8.066490|7.000000,7,0.281593,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,20,8.113663|3.000000,3.2062718868255615,3.0,7.558079|3.000000,7.788259|7.000000,8.066490|7.000000,7,0.310272,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,21,8.113663|3.000000,3.1132898330688477,3.0,7.558079|3.000000,7.788259|7.000000,8.066490|7.000000,7,0.326189,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,22,8.113663|3.000000,3.413508176803589,3.0,7.558079|3.000000,7.783871|11.000000,7.775873|11.000000,11,0.276688,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,23,8.113663|3.000000,3.826704740524292,3.0,7.558079|3.000000,7.783871|11.000000,7.775873|11.000000,11,0.020270,N/A,5
MOGP_NSGAII,47d5e418-f0d0-11f0-8802-6e001b3eef54,Boston,74,24,8.113663|3.000000,4.521621942520142,3.0,7.558079|3.000000,7.783871|11.000000,7.775873|11.000000,11,0.020270,N/A,5
