MOGP_GENERATIONAL,98e2a8d2-ec11-11f0-8585-6e001b3eef54,Boston,74,0,20.539555|3.000000|0.000000,1.214573860168457,3.0,17.939444|3.000000|0.000000,N/A,N/A,0,242533138432.000000,N/A,5
MOGP_GENERATIONAL,98e2a8d2-ec11-11f0-8585-6e001b3eef54,Boston,74,1,9.756809|3.000000|0.000000,1.2424919605255127,3.0,8.921143|3.000000|0.000000,9.756809|3.000000|0.000000,8.921143|3.000000|0.000000,3,128566272000.000000,N/A,5
MOGP_GENERATIONAL,98e2a8d2-ec11-11f0-8585-6e001b3eef54,Boston,74,2,9.619212|3.000000|0.000000,1.255383014678955,3.0,8.526348|3.000000|0.000000,8.143238|3.000000|1.000000,7.483633|3.000000|1.000000,3,73237635072.000000,N/A,5
MOGP_GENERATIONAL,98e2a8d2-ec11-11f0-8585-6e001b3eef54,Boston,74,3,9.619212|3.000000|0.000000,1.2948827743530273,3.0,8.526348|3.000000|0.000000,9.619212|3.000000|0.000000,8.526348|3.000000|0.000000,3,88799232000.000000,N/A,5
MOGP_GENERATIONAL,98e2a8d2-ec11-11f0-8585-6e001b3eef54,Boston,74,4,9.619212|3.000000|0.000000,1.326045274734497,3.0,8.526348|3.000000|0.000000,9.619212|3.000000|0.000000,8.526348|3.000000|0.000000,3,98510782464.000000,N/A,5
MOGP_GENERATIONAL,98e2a8d2-ec11-11f0-8585-6e001b3eef54,Boston,74,5,9.619212|3.000000|0.000000,1.3777379989624023,3.0,8.526348|3.000000|0.000000,9.218983|9.000000|3.000000,7.303083|9.000000|3.000000,9,6819988480.000000,N/A,5
MOGP_GENERATIONAL,98e2a8d2-ec11-11f0-8585-6e001b3eef54,Boston,74,6,9.619212|3.000000|0.000000,1.415842056274414,3.0,8.526348|3.000000|0.000000,9.619212|3.000000|0.000000,8.526348|3.000000|0.000000,3,49631027200.000000,N/A,5
MOGP_GENERATIONAL,98e2a8d2-ec11-11f0-8585-6e001b3eef54,Boston,74,7,9.619212|3.000000|0.000000,1.4086720943450928,3.0,8.526348|3.000000|0.000000,9.619212|3.000000|0.000000,8.526348|3.000000|0.000000,3,62809739264.000000,N/A,5
MOGP_GENERATIONAL,98e2a8d2-ec11-11f0-8585-6e001b3eef54,Boston,74,8,9.619212|3.000000|0.000000,1.4041719436645508,3.0,8.526348|3.000000|0.000000,9.619212|3.000000|0.000000,8.526348|3.000000|0.000000,3,79751176192.000000,N/A,5
MOGP_GENERATIONAL,98e2a8d2-ec11-11f0-8585-6e001b3eef54,Boston,74,9,9.619212|3.000000|0.000000,1.4853308200836182,3.0,8.526348|3.000000|0.000000,9.619212|3.000000|0.000000,8.526348|3.000000|0.000000,3,86214516736.000000,N/A,5
MOGP_GENERATIONAL,98e2a8d2-ec11-11f0-8585-6e001b3eef54,Boston,74,10,9.619212|3.000000|0.000000,1.5363361835479736,3.0,8.526348|3.000000|0.000000,9.619212|3.000000|0.000000,8.526348|3.000000|0.000000,3,78005035008.000000,N/A,5
MOGP_GENERATIONAL,98e2a8d2-ec11-11f0-8585-6e001b3eef54,Boston,74,11,9.619212|3.000000|0.000000,1.5985279083251953,3.0,8.526348|3.000000|0.000000,8.998280|5.000000|1.000000,7.220487|5.000000|1.000000,5,55525167104.000000,N/A,5
