MOGP_NSGAII,ba87acfa-eb1f-11f0-828b-6e001b3eef54,Cooling,74,0,9.519447|3.000000,0.9312639236450195,3.0,9.538762|3.000000,N/A,N/A,0,244280934400.000000,N/A,5
MOGP_NSGAII,ba87acfa-eb1f-11f0-828b-6e001b3eef54,Cooling,74,1,8.179563|3.000000,4.100407123565674,3.0,8.704541|3.000000,8.179563|3.000000,8.704541|3.000000,3,3.316287,N/A,5
MOGP_NSGAII,ba87acfa-eb1f-11f0-828b-6e001b3eef54,Cooling,74,2,8.179563|3.000000,3.558683156967163,3.0,8.704541|3.000000,4.517954|19.000000,4.392671|19.000000,19,3.745798,N/A,5
MOGP_NSGAII,ba87acfa-eb1f-11f0-828b-6e001b3eef54,Cooling,74,3,8.179563|3.000000,3.5778329372406006,3.0,8.704541|3.000000,4.492990|7.000000,4.670046|7.000000,7,3.285636,N/A,5
MOGP_NSGAII,ba87acfa-eb1f-11f0-828b-6e001b3eef54,Cooling,74,4,4.492990|3.000000,3.5873680114746094,3.0,4.670046|3.000000,4.492990|3.000000,4.670046|3.000000,3,3.264368,N/A,5
MOGP_NSGAII,ba87acfa-eb1f-11f0-828b-6e001b3eef54,Cooling,74,5,4.492990|3.000000,4.334871053695679,3.0,4.670046|3.000000,4.492990|3.000000,4.670046|3.000000,3,2.581255,N/A,5
MOGP_NSGAII,ba87acfa-eb1f-11f0-828b-6e001b3eef54,Cooling,74,6,4.492990|3.000000,3.653244972229004,3.0,4.670046|3.000000,4.492990|3.000000,4.670046|3.000000,3,2.385017,N/A,5
MOGP_NSGAII,ba87acfa-eb1f-11f0-828b-6e001b3eef54,Cooling,74,7,4.492990|3.000000,3.711470127105713,3.0,4.670046|3.000000,4.492990|3.000000,4.670046|3.000000,3,2.295800,N/A,5
MOGP_NSGAII,ba87acfa-eb1f-11f0-828b-6e001b3eef54,Cooling,74,8,4.492990|3.000000,3.953500747680664,3.0,4.670046|3.000000,4.492990|3.000000,4.670046|3.000000,3,2.193300,N/A,5
MOGP_NSGAII,ba87acfa-eb1f-11f0-828b-6e001b3eef54,Cooling,74,9,4.492990|3.000000,3.884443998336792,3.0,4.670046|3.000000,4.492990|3.000000,4.670046|3.000000,3,2.148069,N/A,5
MOGP_NSGAII,ba87acfa-eb1f-11f0-828b-6e001b3eef54,Cooling,74,10,4.492990|3.000000,4.136928081512451,3.0,4.670046|3.000000,4.492990|3.000000,4.670046|3.000000,3,1.606871,N/A,5
MOGP_NSGAII,ba87acfa-eb1f-11f0-828b-6e001b3eef54,Cooling,74,11,4.492990|3.000000,4.729884147644043,3.0,4.670046|3.000000,4.492990|3.000000,4.670046|3.000000,3,0.394802,N/A,5
