MOGP_NSGAII,9c8c1612-f1de-11f0-a51a-6e001b3eef54,Toxicity,74,0,2575.758789|3.000000|0.000000,1.0465781688690186,3.0,2693.602051|3.000000|0.000000,N/A,N/A,0,159974572032.000000,N/A,5
MOGP_NSGAII,9c8c1612-f1de-11f0-a51a-6e001b3eef54,Toxicity,74,1,2575.122559|3.000000|0.000000,3.8731489181518555,3.0,2692.972168|3.000000|0.000000,2135.873047|13.000000|4.000000,2238.922607|13.000000|4.000000,13,2014943.750000,N/A,5
MOGP_NSGAII,9c8c1612-f1de-11f0-a51a-6e001b3eef54,Toxicity,74,2,2540.489990|3.000000|0.000000,3.644188165664673,3.0,2658.673584|3.000000|0.000000,2131.933105|3.000000|2.000000,2382.897949|3.000000|2.000000,3,2014939.125000,N/A,5
MOGP_NSGAII,9c8c1612-f1de-11f0-a51a-6e001b3eef54,Toxicity,74,3,2437.602295|3.000000|0.000000,3.5104682445526123,3.0,2556.659180|3.000000|0.000000,2009.347656|7.000000|2.000000,2218.904297|7.000000|2.000000,7,19446188.000000,N/A,5
MOGP_NSGAII,9c8c1612-f1de-11f0-a51a-6e001b3eef54,Toxicity,74,4,2437.602295|3.000000|0.000000,3.652271032333374,3.0,2556.659180|3.000000|0.000000,2009.347656|7.000000|2.000000,2218.904297|7.000000|2.000000,7,150.682236,N/A,5
MOGP_NSGAII,9c8c1612-f1de-11f0-a51a-6e001b3eef54,Toxicity,74,5,2437.602295|3.000000|0.000000,3.5392167568206787,3.0,2556.659180|3.000000|0.000000,2008.693359|7.000000|2.000000,2218.053467|7.000000|2.000000,7,185.163086,N/A,5
MOGP_NSGAII,9c8c1612-f1de-11f0-a51a-6e001b3eef54,Toxicity,74,6,2192.151611|3.000000|0.000000,3.5014960765838623,3.0,2311.644775|3.000000|0.000000,2008.693359|7.000000|2.000000,2218.053467|7.000000|2.000000,7,203.454880,N/A,5
MOGP_NSGAII,9c8c1612-f1de-11f0-a51a-6e001b3eef54,Toxicity,74,7,2056.878906|3.000000|0.000000,3.4826009273529053,3.0,2144.676270|3.000000|0.000000,1970.698608|15.000000|6.000000,2188.235596|15.000000|6.000000,15,213.637924,N/A,5
MOGP_NSGAII,9c8c1612-f1de-11f0-a51a-6e001b3eef54,Toxicity,74,8,2056.878906|3.000000|0.000000,3.4921200275421143,3.0,2144.676270|3.000000|0.000000,1937.957031|17.000000|6.000000,2129.235596|17.000000|6.000000,17,223.615189,N/A,5
MOGP_NSGAII,9c8c1612-f1de-11f0-a51a-6e001b3eef54,Toxicity,74,9,2056.878906|3.000000|0.000000,3.52032208442688,3.0,2144.676270|3.000000|0.000000,1937.921509|17.000000|6.000000,2129.096680|17.000000|6.000000,17,225.655716,N/A,5
MOGP_NSGAII,9c8c1612-f1de-11f0-a51a-6e001b3eef54,Toxicity,74,10,2056.878906|3.000000|0.000000,3.6807429790496826,3.0,2144.676270|3.000000|0.000000,1937.921509|17.000000|6.000000,2129.096680|17.000000|6.000000,17,227.230530,N/A,5
MOGP_NSGAII,9c8c1612-f1de-11f0-a51a-6e001b3eef54,Toxicity,74,11,2056.878906|3.000000|0.000000,3.7320570945739746,3.0,2144.676270|3.000000|0.000000,1937.921509|17.000000|6.000000,2129.096680|17.000000|6.000000,17,228.853516,N/A,5
