MOGP_GENERATIONAL,1e579a80-ec5e-11f0-9443-6e001b3eef54,Toxicity,74,0,2597.450195|3.000000|0.000000,1.2755188941955566,3.0,2645.349365|3.000000|0.000000,N/A,N/A,0,159903678464.000000,N/A,5
MOGP_GENERATIONAL,1e579a80-ec5e-11f0-9443-6e001b3eef54,Toxicity,74,1,2458.169678|3.000000|0.000000,1.2111012935638428,3.0,2511.043701|3.000000|0.000000,2343.610352|3.000000|1.000000,2374.201904|3.000000|1.000000,3,67832270848.000000,N/A,5
MOGP_GENERATIONAL,1e579a80-ec5e-11f0-9443-6e001b3eef54,Toxicity,74,2,2458.169678|3.000000|0.000000,1.3553359508514404,3.0,2511.043701|3.000000|0.000000,2296.361816|3.000000|2.000000,2374.452637|3.000000|2.000000,3,61801811968.000000,N/A,5
MOGP_GENERATIONAL,1e579a80-ec5e-11f0-9443-6e001b3eef54,Toxicity,74,3,2057.369873|3.000000|0.000000,1.2471599578857422,3.0,2143.595459|3.000000|0.000000,2057.369873|3.000000|0.000000,2143.595459|3.000000|0.000000,3,78325186560.000000,N/A,5
MOGP_GENERATIONAL,1e579a80-ec5e-11f0-9443-6e001b3eef54,Toxicity,74,4,2057.369873|3.000000|0.000000,1.2886781692504883,3.0,2143.595459|3.000000|0.000000,2057.369873|3.000000|0.000000,2143.595459|3.000000|0.000000,3,70058795008.000000,N/A,5
MOGP_GENERATIONAL,1e579a80-ec5e-11f0-9443-6e001b3eef54,Toxicity,74,5,2057.369873|3.000000|0.000000,1.3273799419403076,3.0,2143.595459|3.000000|0.000000,2057.369873|3.000000|0.000000,2143.595459|3.000000|0.000000,3,5524550144.000000,N/A,5
MOGP_GENERATIONAL,1e579a80-ec5e-11f0-9443-6e001b3eef54,Toxicity,74,6,2057.369873|3.000000|0.000000,1.3054802417755127,3.0,2143.595459|3.000000|0.000000,2057.369873|3.000000|0.000000,2143.595459|3.000000|0.000000,3,90336747520.000000,N/A,5
MOGP_GENERATIONAL,1e579a80-ec5e-11f0-9443-6e001b3eef54,Toxicity,74,7,2057.369873|3.000000|0.000000,1.4048519134521484,3.0,2143.595459|3.000000|0.000000,2057.369873|3.000000|0.000000,2143.595459|3.000000|0.000000,3,13695779840.000000,N/A,5
MOGP_GENERATIONAL,1e579a80-ec5e-11f0-9443-6e001b3eef54,Toxicity,74,8,2057.369873|3.000000|0.000000,1.390613079071045,3.0,2143.595459|3.000000|0.000000,2057.369873|3.000000|0.000000,2143.595459|3.000000|0.000000,3,49936932864.000000,N/A,5
MOGP_GENERATIONAL,1e579a80-ec5e-11f0-9443-6e001b3eef54,Toxicity,74,9,2057.369873|3.000000|0.000000,1.4404358863830566,3.0,2143.595459|3.000000|0.000000,2057.369873|3.000000|0.000000,2143.595459|3.000000|0.000000,3,21507868.000000,N/A,5
MOGP_GENERATIONAL,1e579a80-ec5e-11f0-9443-6e001b3eef54,Toxicity,74,10,2057.369873|3.000000|0.000000,1.5977320671081543,3.0,2143.595459|3.000000|0.000000,2057.369873|3.000000|0.000000,2143.595459|3.000000|0.000000,3,65321316352.000000,N/A,5
MOGP_GENERATIONAL,1e579a80-ec5e-11f0-9443-6e001b3eef54,Toxicity,74,11,2057.369873|3.000000|0.000000,1.85760498046875,3.0,2143.595459|3.000000|0.000000,2057.369873|3.000000|0.000000,2143.595459|3.000000|0.000000,3,73745014784.000000,N/A,5
