MOGP_GENERATIONAL,8a8178fa-f2e1-11f0-928d-6e001b3eef54,Toxicity,74,0,2263.671631|3.000000|0.000000,1.2066330909729004,3.0,3274.577148|3.000000|0.000000,N/A,N/A,0,159910723584.000000,N/A,5
MOGP_GENERATIONAL,8a8178fa-f2e1-11f0-928d-6e001b3eef54,Toxicity,74,1,2135.165771|3.000000|0.000000,1.1455821990966797,3.0,3116.327881|3.000000|0.000000,2049.782959|5.000000|3.000000,2935.461914|5.000000|3.000000,5,108942000128.000000,N/A,5
MOGP_GENERATIONAL,8a8178fa-f2e1-11f0-928d-6e001b3eef54,Toxicity,74,2,1844.270264|3.000000|0.000000,1.2283811569213867,3.0,2649.368164|3.000000|0.000000,1844.270264|3.000000|0.000000,2649.368164|3.000000|0.000000,3,88160681984.000000,N/A,5
MOGP_GENERATIONAL,8a8178fa-f2e1-11f0-928d-6e001b3eef54,Toxicity,74,3,1844.270264|3.000000|0.000000,1.1457080841064453,3.0,2649.368164|3.000000|0.000000,1844.270264|3.000000|0.000000,2649.368164|3.000000|0.000000,3,68638154752.000000,N/A,5
MOGP_GENERATIONAL,8a8178fa-f2e1-11f0-928d-6e001b3eef54,Toxicity,74,4,1844.270264|3.000000|0.000000,1.147784948348999,3.0,2649.368164|3.000000|0.000000,1844.270264|3.000000|0.000000,2649.368164|3.000000|0.000000,3,92246532096.000000,N/A,5
MOGP_GENERATIONAL,8a8178fa-f2e1-11f0-928d-6e001b3eef54,Toxicity,74,5,1844.270264|3.000000|0.000000,1.1754491329193115,3.0,2649.368164|3.000000|0.000000,1844.270264|3.000000|0.000000,2649.368164|3.000000|0.000000,3,226393040.000000,N/A,5
MOGP_GENERATIONAL,8a8178fa-f2e1-11f0-928d-6e001b3eef54,Toxicity,74,6,1844.270264|3.000000|0.000000,1.29170823097229,3.0,2649.368164|3.000000|0.000000,1844.270264|3.000000|0.000000,2649.368164|3.000000|0.000000,3,60412370944.000000,N/A,5
MOGP_GENERATIONAL,8a8178fa-f2e1-11f0-928d-6e001b3eef54,Toxicity,74,7,1844.270264|3.000000|0.000000,1.2682280540466309,3.0,2649.368164|3.000000|0.000000,1844.270264|3.000000|0.000000,2649.368164|3.000000|0.000000,3,67867529216.000000,N/A,5
MOGP_GENERATIONAL,8a8178fa-f2e1-11f0-928d-6e001b3eef54,Toxicity,74,8,1844.270264|3.000000|0.000000,2.0691609382629395,3.0,2649.368164|3.000000|0.000000,1844.270264|3.000000|0.000000,2649.368164|3.000000|0.000000,3,55077437440.000000,N/A,5
MOGP_GENERATIONAL,8a8178fa-f2e1-11f0-928d-6e001b3eef54,Toxicity,74,9,1844.270264|3.000000|0.000000,1.676563024520874,3.0,2649.368164|3.000000|0.000000,1844.270264|3.000000|0.000000,2649.368164|3.000000|0.000000,3,41935953920.000000,N/A,5
MOGP_GENERATIONAL,8a8178fa-f2e1-11f0-928d-6e001b3eef54,Toxicity,74,10,1844.270264|3.000000|0.000000,1.5774459838867188,3.0,2649.368164|3.000000|0.000000,1844.270264|3.000000|0.000000,2649.368164|3.000000|0.000000,3,47099281408.000000,N/A,5
MOGP_GENERATIONAL,8a8178fa-f2e1-11f0-928d-6e001b3eef54,Toxicity,74,11,1844.270264|3.000000|0.000000,1.882112979888916,3.0,2649.368164|3.000000|0.000000,1844.270264|3.000000|0.000000,2649.368164|3.000000|0.000000,3,67944648704.000000,N/A,5
