MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,0,9.382798|3.000000,1.104015827178955,3.0,11.599231|3.000000,N/A,N/A,0,243506036736.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,1,9.382798|3.000000,0.022615909576416016,3.0,11.599231|3.000000,9.382798|3.000000,11.599231|3.000000,3,94175797248.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,2,9.111235|3.000000,0.020433902740478516,3.0,10.390142|3.000000,9.111235|3.000000,10.390142|3.000000,3,93709942784.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,3,9.111235|3.000000,0.018262147903442383,3.0,10.390142|3.000000,9.111235|3.000000,10.390142|3.000000,3,50011320320.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,4,9.017097|3.000000,0.01642298698425293,3.0,12.141603|3.000000,9.017097|3.000000,12.141603|3.000000,3,85668077568.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,5,9.017097|3.000000,0.023957014083862305,3.0,12.141603|3.000000,9.017097|3.000000,12.141603|3.000000,3,68688429056.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,6,9.017097|3.000000,0.015995025634765625,3.0,12.141603|3.000000,8.051611|7.000000,10.301844|7.000000,7,65044660224.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,7,9.017097|3.000000,0.017148256301879883,3.0,12.141603|3.000000,9.017097|3.000000,12.141603|3.000000,3,82321891328.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,8,8.822700|3.000000,0.022253990173339844,3.0,10.339682|3.000000,8.822700|3.000000,10.339682|3.000000,3,52559036416.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,9,8.822700|3.000000,0.01899099349975586,3.0,10.339682|3.000000,8.822700|3.000000,10.339682|3.000000,3,65940033536.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,10,8.822700|3.000000,0.01574420928955078,3.0,10.339682|3.000000,8.822700|3.000000,10.339682|3.000000,3,83505889280.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,11,8.822700|3.000000,0.02252483367919922,3.0,10.339682|3.000000,8.822700|3.000000,10.339682|3.000000,3,66142265344.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,12,7.947104|3.000000,0.023387908935546875,3.0,10.207026|3.000000,7.947104|3.000000,10.207026|3.000000,3,84698300416.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,13,7.947104|3.000000,0.02338886260986328,3.0,10.207026|3.000000,7.947104|3.000000,10.207026|3.000000,3,40552243200.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,14,7.947104|3.000000,0.016911983489990234,3.0,10.207026|3.000000,7.947104|3.000000,10.207026|3.000000,3,104215814144.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,15,7.947104|3.000000,0.015459775924682617,3.0,10.207026|3.000000,7.947104|3.000000,10.207026|3.000000,3,71139704832.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,16,7.947104|3.000000,0.01580214500427246,3.0,10.207026|3.000000,7.643441|7.000000,8.624413|7.000000,7,1207.021484,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,17,7.947104|3.000000,0.02297067642211914,3.0,10.207026|3.000000,7.947104|3.000000,10.207026|3.000000,3,111427411968.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,18,7.947104|3.000000,0.015803098678588867,3.0,10.207026|3.000000,7.813495|7.000000,9.925934|7.000000,7,90092797952.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,19,7.947104|3.000000,0.016581058502197266,3.0,10.207026|3.000000,7.947104|3.000000,10.207026|3.000000,3,58817888256.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,20,7.947104|3.000000,0.016659975051879883,3.0,10.207026|3.000000,7.813495|7.000000,9.925934|7.000000,7,74727350272.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,21,7.947104|3.000000,0.015858888626098633,3.0,10.207026|3.000000,7.947104|3.000000,10.207026|3.000000,3,56278102016.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,22,7.947104|3.000000,0.022852182388305664,3.0,10.207026|3.000000,7.947104|3.000000,10.207026|3.000000,3,111511576576.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,23,7.947104|3.000000,0.014931917190551758,3.0,10.207026|3.000000,7.947104|3.000000,10.207026|3.000000,3,75138236416.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,24,7.947104|3.000000,0.02932286262512207,3.0,10.207026|3.000000,7.947104|3.000000,10.207026|3.000000,3,54637871104.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,25,7.947104|3.000000,0.01725482940673828,3.0,10.207026|3.000000,7.947104|3.000000,10.207026|3.000000,3,84490240000.000000,8.724561|3.000000,5
MOGP_GENERATIONAL,e4189058-ebcd-11f0-939b-6e001b3eef54,Boston,74,26,7.947104|3.000000,0.022848129272460938,3.0,10.207026|3.000000,7.947104|3.000000,10.207026|3.000000,3,85429141504.000000,8.724561|3.000000,5
