MOGP_GENERATIONAL,3909e6b2-f1ea-11f0-9cc4-6e001b3eef54,Toxicity,74,0,2496.589355|3.000000,0.9014489650726318,3.0,1877.684692|3.000000,N/A,N/A,0,158355324928.000000,N/A,5
MOGP_GENERATIONAL,3909e6b2-f1ea-11f0-9cc4-6e001b3eef54,Toxicity,74,1,2414.411621|3.000000,0.02062678337097168,3.0,1776.784180|3.000000,2414.411621|3.000000,1776.784180|3.000000,3,53801443328.000000,N/A,5
MOGP_GENERATIONAL,3909e6b2-f1ea-11f0-9cc4-6e001b3eef54,Toxicity,74,2,2278.958252|3.000000,0.02040386199951172,3.0,1840.227051|3.000000,2278.958252|3.000000,1840.227051|3.000000,3,30809489408.000000,N/A,5
MOGP_GENERATIONAL,3909e6b2-f1ea-11f0-9cc4-6e001b3eef54,Toxicity,74,3,2278.958252|3.000000,0.01896977424621582,3.0,1840.227051|3.000000,2278.958252|3.000000,1840.227051|3.000000,3,66297638912.000000,N/A,5
MOGP_GENERATIONAL,3909e6b2-f1ea-11f0-9cc4-6e001b3eef54,Toxicity,74,4,2271.680176|3.000000,0.018677949905395508,3.0,1921.671753|3.000000,2271.680176|3.000000,1921.671753|3.000000,3,54492037120.000000,N/A,5
MOGP_GENERATIONAL,3909e6b2-f1ea-11f0-9cc4-6e001b3eef54,Toxicity,74,5,2271.680176|3.000000,0.016609668731689453,3.0,1921.671753|3.000000,2271.680176|3.000000,1921.671753|3.000000,3,57734074368.000000,N/A,5
MOGP_GENERATIONAL,3909e6b2-f1ea-11f0-9cc4-6e001b3eef54,Toxicity,74,6,2278.958252|3.000000,0.02033710479736328,3.0,1840.227051|3.000000,2278.958252|3.000000,1840.227051|3.000000,3,86402031616.000000,N/A,5
MOGP_GENERATIONAL,3909e6b2-f1ea-11f0-9cc4-6e001b3eef54,Toxicity,74,7,2278.958252|3.000000,0.019041061401367188,3.0,1840.227051|3.000000,2278.958252|3.000000,1840.227051|3.000000,3,52742758400.000000,N/A,5
MOGP_GENERATIONAL,3909e6b2-f1ea-11f0-9cc4-6e001b3eef54,Toxicity,74,8,2271.680176|3.000000,0.01880812644958496,3.0,1921.671753|3.000000,2271.680176|3.000000,1921.671753|3.000000,3,39856873472.000000,N/A,5
MOGP_GENERATIONAL,3909e6b2-f1ea-11f0-9cc4-6e001b3eef54,Toxicity,74,9,2284.032959|3.000000,0.018314123153686523,3.0,2028.338501|3.000000,2284.032959|3.000000,2028.338501|3.000000,3,4889469952.000000,N/A,5
MOGP_GENERATIONAL,3909e6b2-f1ea-11f0-9cc4-6e001b3eef54,Toxicity,74,10,2271.680176|3.000000,0.020387887954711914,3.0,1921.671753|3.000000,2271.680176|3.000000,1921.671753|3.000000,3,60116500480.000000,N/A,5
MOGP_GENERATIONAL,3909e6b2-f1ea-11f0-9cc4-6e001b3eef54,Toxicity,74,11,2271.680176|3.000000,0.018896102905273438,3.0,1921.671753|3.000000,2271.680176|3.000000,1921.671753|3.000000,3,70012051456.000000,N/A,5
