MOGP_GENERATIONAL,4c1e89cc-ebca-11f0-939b-6e001b3eef54,Boston,74,0,9.382798|3.000000,1.1828839778900146,3.0,11.599231|3.000000,N/A,N/A,0,243506036736.000000,N/A,5
MOGP_GENERATIONAL,4c1e89cc-ebca-11f0-939b-6e001b3eef54,Boston,74,1,9.382798|3.000000,1.1477999687194824,3.0,11.599231|3.000000,9.382798|3.000000,11.599231|3.000000,3,94175797248.000000,N/A,5
MOGP_GENERATIONAL,4c1e89cc-ebca-11f0-939b-6e001b3eef54,Boston,74,2,9.111235|3.000000,1.13454008102417,3.0,10.390142|3.000000,9.111235|3.000000,10.390142|3.000000,3,93709942784.000000,N/A,5
MOGP_GENERATIONAL,4c1e89cc-ebca-11f0-939b-6e001b3eef54,Boston,74,3,9.111235|3.000000,1.226672887802124,3.0,10.390142|3.000000,9.111235|3.000000,10.390142|3.000000,3,50011320320.000000,N/A,5
MOGP_GENERATIONAL,4c1e89cc-ebca-11f0-939b-6e001b3eef54,Boston,74,4,9.017097|3.000000,1.2309119701385498,3.0,12.141603|3.000000,9.017097|3.000000,12.141603|3.000000,3,85668077568.000000,N/A,5
MOGP_GENERATIONAL,4c1e89cc-ebca-11f0-939b-6e001b3eef54,Boston,74,5,9.017097|3.000000,1.1999633312225342,3.0,12.141603|3.000000,9.017097|3.000000,12.141603|3.000000,3,68688429056.000000,N/A,5
MOGP_GENERATIONAL,4c1e89cc-ebca-11f0-939b-6e001b3eef54,Boston,74,6,9.017097|3.000000,1.20774507522583,3.0,12.141603|3.000000,8.051611|7.000000,10.301844|7.000000,7,65044660224.000000,N/A,5
MOGP_GENERATIONAL,4c1e89cc-ebca-11f0-939b-6e001b3eef54,Boston,74,7,9.017097|3.000000,1.3261950016021729,3.0,12.141603|3.000000,9.017097|3.000000,12.141603|3.000000,3,82321891328.000000,N/A,5
MOGP_GENERATIONAL,4c1e89cc-ebca-11f0-939b-6e001b3eef54,Boston,74,8,8.822700|3.000000,1.22810697555542,3.0,10.339682|3.000000,8.822700|3.000000,10.339682|3.000000,3,52559036416.000000,N/A,5
MOGP_GENERATIONAL,4c1e89cc-ebca-11f0-939b-6e001b3eef54,Boston,74,9,8.822700|3.000000,1.2379388809204102,3.0,10.339682|3.000000,8.822700|3.000000,10.339682|3.000000,3,65940033536.000000,N/A,5
MOGP_GENERATIONAL,4c1e89cc-ebca-11f0-939b-6e001b3eef54,Boston,74,10,8.822700|3.000000,1.1977930068969727,3.0,10.339682|3.000000,8.822700|3.000000,10.339682|3.000000,3,83505889280.000000,N/A,5
MOGP_GENERATIONAL,4c1e89cc-ebca-11f0-939b-6e001b3eef54,Boston,74,11,8.822700|3.000000,1.334939956665039,3.0,10.339682|3.000000,8.822700|3.000000,10.339682|3.000000,3,66142265344.000000,N/A,5
MOGP_GENERATIONAL,4c1e89cc-ebca-11f0-939b-6e001b3eef54,Boston,74,12,7.947104|3.000000,1.288114070892334,3.0,10.207026|3.000000,7.947104|3.000000,10.207026|3.000000,3,84698300416.000000,N/A,5
MOGP_GENERATIONAL,4c1e89cc-ebca-11f0-939b-6e001b3eef54,Boston,74,13,7.947104|3.000000,1.3452067375183105,3.0,10.207026|3.000000,7.947104|3.000000,10.207026|3.000000,3,40552243200.000000,N/A,5
