MOGP_GENERATIONAL,86f88538-f373-11f0-b094-6e001b3eef54,Boston,74,0,10.084611|3.000000,0.8006350994110107,3.0,10.135233|3.000000,N/A,N/A,0,243339870208.000000,10.084611|3.000000,5
MOGP_GENERATIONAL,86f88538-f373-11f0-b094-6e001b3eef54,Boston,74,1,10.084611|3.000000,0.02362799644470215,3.0,10.135233|3.000000,10.084611|3.000000,10.135233|3.000000,3,90125189120.000000,10.084611|3.000000,5
MOGP_GENERATIONAL,86f88538-f373-11f0-b094-6e001b3eef54,Boston,74,2,9.483975|3.000000,0.019029855728149414,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,92949667840.000000,10.084611|3.000000,5
MOGP_GENERATIONAL,86f88538-f373-11f0-b094-6e001b3eef54,Boston,74,3,9.483975|3.000000,0.018650054931640625,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,114139627520.000000,10.084611|3.000000,5
MOGP_GENERATIONAL,86f88538-f373-11f0-b094-6e001b3eef54,Boston,74,4,9.483975|3.000000,0.03060007095336914,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,69511356416.000000,10.084611|3.000000,5
MOGP_GENERATIONAL,86f88538-f373-11f0-b094-6e001b3eef54,Boston,74,5,9.483975|3.000000,0.016846179962158203,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,56900276224.000000,10.084611|3.000000,5
MOGP_GENERATIONAL,86f88538-f373-11f0-b094-6e001b3eef54,Boston,74,6,9.483975|3.000000,0.017229795455932617,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,56829841408.000000,10.084611|3.000000,5
MOGP_GENERATIONAL,86f88538-f373-11f0-b094-6e001b3eef54,Boston,74,7,9.483975|3.000000,0.017600059509277344,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,103861297152.000000,10.084611|3.000000,5
MOGP_GENERATIONAL,86f88538-f373-11f0-b094-6e001b3eef54,Boston,74,8,9.483975|3.000000,0.014990806579589844,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,71331733504.000000,10.084611|3.000000,5
MOGP_GENERATIONAL,86f88538-f373-11f0-b094-6e001b3eef54,Boston,74,9,9.483975|3.000000,0.018377065658569336,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,84524228608.000000,10.084611|3.000000,5
MOGP_GENERATIONAL,86f88538-f373-11f0-b094-6e001b3eef54,Boston,74,10,9.483975|3.000000,0.019895076751708984,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,78711791616.000000,10.084611|3.000000,5
MOGP_GENERATIONAL,86f88538-f373-11f0-b094-6e001b3eef54,Boston,74,11,9.483975|3.000000,0.030101537704467773,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,96216784896.000000,10.084611|3.000000,5
MOGP_GENERATIONAL,86f88538-f373-11f0-b094-6e001b3eef54,Boston,74,12,9.483975|3.000000,0.020891904830932617,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,35661275136.000000,10.084611|3.000000,5
MOGP_GENERATIONAL,86f88538-f373-11f0-b094-6e001b3eef54,Boston,74,13,9.483975|3.000000,0.01634502410888672,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,61992816640.000000,10.084611|3.000000,5
MOGP_GENERATIONAL,86f88538-f373-11f0-b094-6e001b3eef54,Boston,74,14,9.483975|3.000000,0.021677017211914062,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,86718963712.000000,10.084611|3.000000,5
MOGP_GENERATIONAL,86f88538-f373-11f0-b094-6e001b3eef54,Boston,74,15,9.483975|3.000000,0.015035152435302734,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,95453200384.000000,10.084611|3.000000,5
