MOGP_GENERATIONAL,6d8f25e0-ec5f-11f0-ade0-6e001b3eef54,Toxicity,74,0,2584.615967|3.000000|0.000000,1.3227598667144775,3.0,2674.053223|3.000000|0.000000,N/A,N/A,0,159825739776.000000,N/A,5
MOGP_GENERATIONAL,6d8f25e0-ec5f-11f0-ade0-6e001b3eef54,Toxicity,74,1,2446.081299|3.000000|0.000000,1.2554600238800049,3.0,2537.999756|3.000000|0.000000,2309.065674|3.000000|1.000000,2450.678223|3.000000|1.000000,3,83376717824.000000,N/A,5
MOGP_GENERATIONAL,6d8f25e0-ec5f-11f0-ade0-6e001b3eef54,Toxicity,74,2,2446.081299|3.000000|0.000000,1.2840759754180908,3.0,2537.999756|3.000000|0.000000,2278.697510|5.000000|3.000000,2420.918945|5.000000|3.000000,5,58587459584.000000,N/A,5
MOGP_GENERATIONAL,6d8f25e0-ec5f-11f0-ade0-6e001b3eef54,Toxicity,74,3,2057.997559|3.000000|0.000000,1.27052903175354,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,88421376000.000000,N/A,5
MOGP_GENERATIONAL,6d8f25e0-ec5f-11f0-ade0-6e001b3eef54,Toxicity,74,4,2057.997559|3.000000|0.000000,1.322126865386963,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,30152173568.000000,N/A,5
MOGP_GENERATIONAL,6d8f25e0-ec5f-11f0-ade0-6e001b3eef54,Toxicity,74,5,2057.997559|3.000000|0.000000,1.3250389099121094,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,49784774656.000000,N/A,5
MOGP_GENERATIONAL,6d8f25e0-ec5f-11f0-ade0-6e001b3eef54,Toxicity,74,6,2057.997559|3.000000|0.000000,1.3797597885131836,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,69862309888.000000,N/A,5
MOGP_GENERATIONAL,6d8f25e0-ec5f-11f0-ade0-6e001b3eef54,Toxicity,74,7,2057.997559|3.000000|0.000000,1.4045212268829346,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,69412757504.000000,N/A,5
MOGP_GENERATIONAL,6d8f25e0-ec5f-11f0-ade0-6e001b3eef54,Toxicity,74,8,2057.997559|3.000000|0.000000,1.6799609661102295,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,24291717120.000000,N/A,5
MOGP_GENERATIONAL,6d8f25e0-ec5f-11f0-ade0-6e001b3eef54,Toxicity,74,9,2057.997559|3.000000|0.000000,1.5959608554840088,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,278301.312500,N/A,5
MOGP_GENERATIONAL,6d8f25e0-ec5f-11f0-ade0-6e001b3eef54,Toxicity,74,10,2057.997559|3.000000|0.000000,1.8327162265777588,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,65453600768.000000,N/A,5
MOGP_GENERATIONAL,6d8f25e0-ec5f-11f0-ade0-6e001b3eef54,Toxicity,74,11,2057.997559|3.000000|0.000000,2.1152122020721436,3.0,2142.211426|3.000000|0.000000,2057.997559|3.000000|0.000000,2142.211426|3.000000|0.000000,3,76074360832.000000,N/A,5
