MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,0,2400.936035|3.000000,1.2536039352416992,3.0,2145.038086|3.000000,N/A,N/A,0,158844747776.000000,2245.533691|3.000000,5
MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,1,2332.421387|3.000000,0.04027414321899414,3.0,2012.576172|3.000000,2299.663818|9.000000,1964.272339|9.000000,9,51639279616.000000,2245.533691|3.000000,5
MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,2,2286.604736|3.000000,0.0276639461517334,3.0,1980.607788|3.000000,2286.604736|3.000000,1980.607788|3.000000,3,10495239168.000000,2245.533691|3.000000,5
MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,3,2286.604736|3.000000,0.02501392364501953,3.0,1980.607788|3.000000,2286.604736|3.000000,1980.607788|3.000000,3,65723002880.000000,2245.533691|3.000000,5
MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,4,2285.532715|3.000000,0.0251772403717041,3.0,2031.270386|3.000000,2285.532715|3.000000,2031.270386|3.000000,3,9986143232.000000,2245.533691|3.000000,5
MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,5,2249.655762|3.000000,0.02572321891784668,3.0,1921.219604|3.000000,2249.655762|3.000000,1921.219604|3.000000,3,4314959360.000000,2245.533691|3.000000,5
MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,6,2249.655762|3.000000,0.029277801513671875,3.0,1921.219604|3.000000,2249.655762|3.000000,1921.219604|3.000000,3,36047556.000000,2245.533691|3.000000,5
MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,7,2249.655762|3.000000,0.03638505935668945,3.0,1921.219604|3.000000,2249.655762|3.000000,1921.219604|3.000000,3,77215670272.000000,2245.533691|3.000000,5
MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,8,2249.655762|3.000000,0.02645277976989746,3.0,1921.219604|3.000000,2249.655762|3.000000,1921.219604|3.000000,3,83208929280.000000,2245.533691|3.000000,5
MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,9,2249.655762|3.000000,0.02550220489501953,3.0,1921.219604|3.000000,2249.655762|3.000000,1921.219604|3.000000,3,15645759488.000000,2245.533691|3.000000,5
MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,10,2249.655762|3.000000,0.0325932502746582,3.0,1921.219604|3.000000,2249.655762|3.000000,1921.219604|3.000000,3,54122381312.000000,2245.533691|3.000000,5
MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,11,2249.655762|3.000000,0.023775815963745117,3.0,1921.219604|3.000000,2249.655762|3.000000,1921.219604|3.000000,3,36008587264.000000,2245.533691|3.000000,5
MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,12,2249.655762|3.000000,0.023120880126953125,3.0,1921.219604|3.000000,2249.655762|3.000000,1921.219604|3.000000,3,38610579456.000000,2245.533691|3.000000,5
MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,13,2249.655762|3.000000,0.02561497688293457,3.0,1921.219604|3.000000,2249.655762|3.000000,1921.219604|3.000000,3,13245137920.000000,2245.533691|3.000000,5
MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,14,2249.655762|3.000000,0.0257110595703125,3.0,1921.219604|3.000000,2249.655762|3.000000,1921.219604|3.000000,3,49009709056.000000,2245.533691|3.000000,5
MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,15,2249.655762|3.000000,0.0572657585144043,3.0,1921.219604|3.000000,2249.655762|3.000000,1921.219604|3.000000,3,50540068864.000000,2245.533691|3.000000,5
MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,16,2249.655762|3.000000,0.03469967842102051,3.0,1921.219604|3.000000,2249.655762|3.000000,1921.219604|3.000000,3,45254598656.000000,2245.533691|3.000000,5
MOGP_GENERATIONAL,002e57aa-ef7f-11f0-ac7f-6e001b3eef54,Toxicity,74,17,2249.655762|3.000000,0.025857925415039062,3.0,1921.219604|3.000000,2249.655762|3.000000,1921.219604|3.000000,3,37536.941406,2245.533691|3.000000,5
