MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,0,2336.316406|3.000000,1.12322998046875,3.0,2303.034424|3.000000,N/A,N/A,0,160302891008.000000,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,1,2336.316406|3.000000,3.9822278022766113,3.0,2303.034424|3.000000,2176.007812|15.000000,2149.178467|15.000000,15,60.654659,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,2,2149.140137|3.000000,3.8315298557281494,3.0,2196.035889|3.000000,2149.140137|3.000000,2196.035889|3.000000,3,89.413139,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,3,2149.140137|3.000000,3.7174460887908936,3.0,2196.035889|3.000000,2149.140137|3.000000,2196.035889|3.000000,3,99.013115,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,4,2149.140137|3.000000,3.786785125732422,3.0,2196.035889|3.000000,2110.377197|13.000000,2128.094971|13.000000,13,97.590019,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,5,2149.140137|3.000000,3.6720898151397705,3.0,2196.035889|3.000000,2067.604248|13.000000,2017.899170|13.000000,13,108.438179,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,6,2149.140137|3.000000,3.679471969604492,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,102.080383,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,7,2149.140137|3.000000,3.6232850551605225,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,88.569939,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,8,2149.140137|3.000000,3.8263869285583496,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,61.515049,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,9,2149.140137|3.000000,3.6391239166259766,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,49.961769,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,10,2149.140137|3.000000,3.685305118560791,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,49.012581,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,11,2149.140137|3.000000,3.891080856323242,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,50.261028,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,12,2149.140137|3.000000,3.8680200576782227,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,45.453259,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,13,2149.140137|3.000000,4.146054983139038,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,44.896580,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,14,2149.140137|3.000000,4.0375847816467285,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,35.353031,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,15,2149.140137|3.000000,4.34408712387085,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,26.363066,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,16,2149.140137|3.000000,4.756938934326172,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,25.688765,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,17,2149.140137|3.000000,5.183414936065674,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,11.663186,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,18,2149.140137|3.000000,6.368571043014526,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,11.663186,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,19,2149.140137|3.000000,6.181095123291016,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,11.663186,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,20,2149.140137|3.000000,6.18427586555481,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,11.663186,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,21,2149.140137|3.000000,6.324703931808472,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,11.663186,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,22,2149.140137|3.000000,6.467307090759277,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,11.663186,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,23,2149.140137|3.000000,6.461390256881714,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,11.663186,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,24,2149.140137|3.000000,6.3662097454071045,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,11.663186,N/A,5
MOGP_NSGAII,fc7d5bee-eb5d-11f0-9ebb-6e001b3eef54,Toxicity,74,25,2149.140137|3.000000,6.5054850578308105,3.0,2196.035889|3.000000,2056.856934|5.000000,2090.963379|5.000000,5,11.663186,N/A,5
