MOGP_NSGAII,08df740a-eb34-11f0-9ebb-6e001b3eef54,Toxicity,74,0,2630.032227|3.000000|0.000000,1.2154181003570557,3.0,2570.379883|3.000000|0.000000,N/A,N/A,0,159531040768.000000,N/A,5
MOGP_NSGAII,08df740a-eb34-11f0-9ebb-6e001b3eef54,Toxicity,74,1,2491.013428|3.000000|0.000000,4.7630510330200195,3.0,2435.603271|3.000000|0.000000,2167.990479|15.000000|6.000000,2167.700439|15.000000|6.000000,15,2014938.750000,N/A,5
MOGP_NSGAII,08df740a-eb34-11f0-9ebb-6e001b3eef54,Toxicity,74,2,2491.013428|3.000000|0.000000,4.6732611656188965,3.0,2435.603271|3.000000|0.000000,2138.128418|3.000000|1.000000,2194.206299|3.000000|1.000000,3,2014932.250000,N/A,5
MOGP_NSGAII,08df740a-eb34-11f0-9ebb-6e001b3eef54,Toxicity,74,3,2131.433105|3.000000|0.000000,4.554379940032959,3.0,2097.170654|3.000000|0.000000,2131.433105|3.000000|0.000000,2097.170654|3.000000|0.000000,3,19446124.000000,N/A,5
MOGP_NSGAII,08df740a-eb34-11f0-9ebb-6e001b3eef54,Toxicity,74,4,2131.433105|3.000000|0.000000,4.56974720954895,3.0,2097.170654|3.000000|0.000000,2131.433105|3.000000|0.000000,2097.170654|3.000000|0.000000,3,139.327850,N/A,5
MOGP_NSGAII,08df740a-eb34-11f0-9ebb-6e001b3eef54,Toxicity,74,5,2080.566650|3.000000|0.000000,4.877730131149292,3.0,2091.562744|3.000000|0.000000,2080.566650|3.000000|0.000000,2091.562744|3.000000|0.000000,3,136.435501,N/A,5
MOGP_NSGAII,08df740a-eb34-11f0-9ebb-6e001b3eef54,Toxicity,74,6,2080.566650|3.000000|0.000000,5.029574155807495,3.0,2091.562744|3.000000|0.000000,2080.566650|3.000000|0.000000,2091.562744|3.000000|0.000000,3,142.007919,N/A,5
MOGP_NSGAII,08df740a-eb34-11f0-9ebb-6e001b3eef54,Toxicity,74,7,2080.566650|3.000000|0.000000,5.407332181930542,3.0,2091.562744|3.000000|0.000000,2080.566650|3.000000|0.000000,2091.562744|3.000000|0.000000,3,146.930801,N/A,5
MOGP_NSGAII,08df740a-eb34-11f0-9ebb-6e001b3eef54,Toxicity,74,8,2080.566650|3.000000|0.000000,5.936506271362305,3.0,2091.562744|3.000000|0.000000,2080.566650|3.000000|0.000000,2091.562744|3.000000|0.000000,3,160.646240,N/A,5
MOGP_NSGAII,08df740a-eb34-11f0-9ebb-6e001b3eef54,Toxicity,74,9,2080.566650|3.000000|0.000000,7.166521072387695,3.0,2091.562744|3.000000|0.000000,2080.566650|3.000000|0.000000,2091.562744|3.000000|0.000000,3,170.516937,N/A,5
MOGP_NSGAII,08df740a-eb34-11f0-9ebb-6e001b3eef54,Toxicity,74,10,2061.685547|3.000000|0.000000,6.384021997451782,3.0,2037.223389|3.000000|0.000000,2061.685547|3.000000|0.000000,2037.223389|3.000000|0.000000,3,180.541779,N/A,5
MOGP_NSGAII,08df740a-eb34-11f0-9ebb-6e001b3eef54,Toxicity,74,11,2061.685547|3.000000|0.000000,5.761581897735596,3.0,2037.223389|3.000000|0.000000,2054.678711|5.000000|1.000000,2122.568115|5.000000|1.000000,5,167.704407,N/A,5
