MOGP_GENERATIONAL,a1004cf0-ec2e-11f0-ade0-6e001b3eef54,Toxicity,74,0,2320.828125|3.000000,1.9519271850585938,3.0,2338.710205|3.000000,N/A,N/A,0,159240716288.000000,2187.691406|3.000000,5
MOGP_GENERATIONAL,a1004cf0-ec2e-11f0-ade0-6e001b3eef54,Toxicity,74,1,2234.552979|3.000000,0.055605173110961914,3.0,2253.128906|3.000000,2234.552979|3.000000,2253.128906|3.000000,3,52142624768.000000,2187.691406|3.000000,5
MOGP_GENERATIONAL,a1004cf0-ec2e-11f0-ade0-6e001b3eef54,Toxicity,74,2,2155.087402|3.000000,0.04273271560668945,3.0,2294.320801|3.000000,2155.087402|3.000000,2294.320801|3.000000,3,5573432832.000000,2187.691406|3.000000,5
MOGP_GENERATIONAL,a1004cf0-ec2e-11f0-ade0-6e001b3eef54,Toxicity,74,3,2155.087402|3.000000,0.04074406623840332,3.0,2294.320801|3.000000,2125.647217|5.000000,2217.715088|5.000000,5,48441032704.000000,2187.691406|3.000000,5
MOGP_GENERATIONAL,a1004cf0-ec2e-11f0-ade0-6e001b3eef54,Toxicity,74,4,2155.087402|3.000000,0.04943418502807617,3.0,2294.320801|3.000000,2155.087402|3.000000,2294.320801|3.000000,3,58793238528.000000,2187.691406|3.000000,5
MOGP_GENERATIONAL,a1004cf0-ec2e-11f0-ade0-6e001b3eef54,Toxicity,74,5,2155.087402|3.000000,0.058164358139038086,3.0,2294.320801|3.000000,2155.087402|3.000000,2294.320801|3.000000,3,37266886656.000000,2187.691406|3.000000,5
MOGP_GENERATIONAL,a1004cf0-ec2e-11f0-ade0-6e001b3eef54,Toxicity,74,6,2155.087402|3.000000,0.039434194564819336,3.0,2294.320801|3.000000,2155.087402|3.000000,2294.320801|3.000000,3,71128481792.000000,2187.691406|3.000000,5
MOGP_GENERATIONAL,a1004cf0-ec2e-11f0-ade0-6e001b3eef54,Toxicity,74,7,2127.722656|3.000000,0.03930306434631348,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,9642315776.000000,2187.691406|3.000000,5
MOGP_GENERATIONAL,a1004cf0-ec2e-11f0-ade0-6e001b3eef54,Toxicity,74,8,2127.722656|3.000000,0.04362797737121582,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,49630158848.000000,2187.691406|3.000000,5
MOGP_GENERATIONAL,a1004cf0-ec2e-11f0-ade0-6e001b3eef54,Toxicity,74,9,2127.722656|3.000000,0.04038214683532715,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,7822806528.000000,2187.691406|3.000000,5
MOGP_GENERATIONAL,a1004cf0-ec2e-11f0-ade0-6e001b3eef54,Toxicity,74,10,2127.722656|3.000000,0.040780067443847656,3.0,2217.306885|3.000000,2120.259033|5.000000,2177.984375|5.000000,5,55021887488.000000,2187.691406|3.000000,5
MOGP_GENERATIONAL,a1004cf0-ec2e-11f0-ade0-6e001b3eef54,Toxicity,74,11,2127.722656|3.000000,0.056192874908447266,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,37618888704.000000,2187.691406|3.000000,5
MOGP_GENERATIONAL,a1004cf0-ec2e-11f0-ade0-6e001b3eef54,Toxicity,74,12,2127.722656|3.000000,0.039315223693847656,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,69774884864.000000,2187.691406|3.000000,5
MOGP_GENERATIONAL,a1004cf0-ec2e-11f0-ade0-6e001b3eef54,Toxicity,74,13,2127.722656|3.000000,0.05074477195739746,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,10989855744.000000,2187.691406|3.000000,5
