MOGP_NSGAII,c7ba345c-ecbd-11f0-a59e-6e001b3eef54,Cooling,74,0,9.558846|3.000000,1.0105547904968262,3.0,9.446724|3.000000,N/A,N/A,0,244536262656.000000,N/A,5
MOGP_NSGAII,c7ba345c-ecbd-11f0-a59e-6e001b3eef54,Cooling,74,1,8.279202|3.000000,4.632577896118164,3.0,8.482730|3.000000,8.279202|3.000000,8.482730|3.000000,3,3.340378,N/A,5
MOGP_NSGAII,c7ba345c-ecbd-11f0-a59e-6e001b3eef54,Cooling,74,2,8.279202|3.000000,4.290373802185059,3.0,8.482730|3.000000,5.815852|5.000000,5.583828|5.000000,5,3.675335,N/A,5
MOGP_NSGAII,c7ba345c-ecbd-11f0-a59e-6e001b3eef54,Cooling,74,3,5.815852|3.000000,4.197817087173462,3.0,5.583828|3.000000,5.815852|3.000000,5.583828|3.000000,3,3.397922,N/A,5
MOGP_NSGAII,c7ba345c-ecbd-11f0-a59e-6e001b3eef54,Cooling,74,4,4.507786|3.000000,4.181455135345459,3.0,4.636782|3.000000,4.507786|3.000000,4.636782|3.000000,3,3.345099,N/A,5
MOGP_NSGAII,c7ba345c-ecbd-11f0-a59e-6e001b3eef54,Cooling,74,5,4.507786|3.000000,4.1464598178863525,3.0,4.636782|3.000000,4.271271|5.000000,4.359713|5.000000,5,2.876523,N/A,5
MOGP_NSGAII,c7ba345c-ecbd-11f0-a59e-6e001b3eef54,Cooling,74,6,4.507786|3.000000,4.93493914604187,3.0,4.636782|3.000000,4.271271|5.000000,4.359713|5.000000,5,2.636592,N/A,5
MOGP_NSGAII,c7ba345c-ecbd-11f0-a59e-6e001b3eef54,Cooling,74,7,4.507786|3.000000,4.799268007278442,3.0,4.636782|3.000000,4.271271|5.000000,4.359713|5.000000,5,2.557235,N/A,5
MOGP_NSGAII,c7ba345c-ecbd-11f0-a59e-6e001b3eef54,Cooling,74,8,4.507786|3.000000,5.1236419677734375,3.0,4.636782|3.000000,4.271271|5.000000,4.359713|5.000000,5,2.260497,N/A,5
MOGP_NSGAII,c7ba345c-ecbd-11f0-a59e-6e001b3eef54,Cooling,74,9,4.507786|3.000000,5.317578077316284,3.0,4.636782|3.000000,4.271271|5.000000,4.359713|5.000000,5,2.224234,N/A,5
MOGP_NSGAII,c7ba345c-ecbd-11f0-a59e-6e001b3eef54,Cooling,74,10,4.507786|3.000000,5.64471173286438,3.0,4.636782|3.000000,4.271271|5.000000,4.359713|5.000000,5,1.761533,N/A,5
MOGP_NSGAII,c7ba345c-ecbd-11f0-a59e-6e001b3eef54,Cooling,74,11,4.507786|3.000000,6.114672899246216,3.0,4.636782|3.000000,4.271271|5.000000,4.359713|5.000000,5,0.799613,N/A,5
MOGP_NSGAII,c7ba345c-ecbd-11f0-a59e-6e001b3eef54,Cooling,74,12,4.507786|3.000000,6.827494859695435,3.0,4.636782|3.000000,4.271271|5.000000,4.359713|5.000000,5,0.016682,N/A,5
MOGP_NSGAII,c7ba345c-ecbd-11f0-a59e-6e001b3eef54,Cooling,74,13,4.507786|3.000000,7.993055820465088,3.0,4.636782|3.000000,4.271271|5.000000,4.359713|5.000000,5,0.016682,N/A,5
