MOGP_GENERATIONAL,fc987fb4-f1d4-11f0-9cc4-6e001b3eef54,Toxicity,74,0,2397.148193|3.000000,0.91363525390625,3.0,2267.064453|3.000000,N/A,N/A,0,159592628224.000000,2188.067871|3.000000,5
MOGP_GENERATIONAL,fc987fb4-f1d4-11f0-9cc4-6e001b3eef54,Toxicity,74,1,2285.081299|3.000000,0.021342992782592773,3.0,2133.613037|3.000000,2285.081299|3.000000,2133.613037|3.000000,3,55030681600.000000,2188.067871|3.000000,5
MOGP_GENERATIONAL,fc987fb4-f1d4-11f0-9cc4-6e001b3eef54,Toxicity,74,2,2258.115967|3.000000,0.022948026657104492,3.0,2084.787109|3.000000,2258.115967|3.000000,2084.787109|3.000000,3,36421259264.000000,2188.067871|3.000000,5
MOGP_GENERATIONAL,fc987fb4-f1d4-11f0-9cc4-6e001b3eef54,Toxicity,74,3,2244.648438|3.000000,0.021636009216308594,3.0,2078.446777|3.000000,2244.648438|3.000000,2078.446777|3.000000,3,45142048768.000000,2188.067871|3.000000,5
MOGP_GENERATIONAL,fc987fb4-f1d4-11f0-9cc4-6e001b3eef54,Toxicity,74,4,2244.648438|3.000000,0.02708292007446289,3.0,2078.446777|3.000000,2244.648438|3.000000,2078.446777|3.000000,3,36443148288.000000,2188.067871|3.000000,5
MOGP_GENERATIONAL,fc987fb4-f1d4-11f0-9cc4-6e001b3eef54,Toxicity,74,5,2244.648438|3.000000,0.025491952896118164,3.0,2078.446777|3.000000,2244.648438|3.000000,2078.446777|3.000000,3,6209154048.000000,2188.067871|3.000000,5
MOGP_GENERATIONAL,fc987fb4-f1d4-11f0-9cc4-6e001b3eef54,Toxicity,74,6,2226.868896|3.000000,0.020567893981933594,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,62203658240.000000,2188.067871|3.000000,5
MOGP_GENERATIONAL,fc987fb4-f1d4-11f0-9cc4-6e001b3eef54,Toxicity,74,7,2226.868896|3.000000,0.019253015518188477,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,50970042368.000000,2188.067871|3.000000,5
MOGP_GENERATIONAL,fc987fb4-f1d4-11f0-9cc4-6e001b3eef54,Toxicity,74,8,2226.868896|3.000000,0.01985311508178711,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,154051440.000000,2188.067871|3.000000,5
MOGP_GENERATIONAL,fc987fb4-f1d4-11f0-9cc4-6e001b3eef54,Toxicity,74,9,2226.868896|3.000000,0.020920991897583008,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,34959872000.000000,2188.067871|3.000000,5
MOGP_GENERATIONAL,fc987fb4-f1d4-11f0-9cc4-6e001b3eef54,Toxicity,74,10,2226.868896|3.000000,0.02199387550354004,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,67417858048.000000,2188.067871|3.000000,5
MOGP_GENERATIONAL,fc987fb4-f1d4-11f0-9cc4-6e001b3eef54,Toxicity,74,11,2226.868896|3.000000,0.019185781478881836,3.0,2044.925049|3.000000,2226.868896|3.000000,2044.925049|3.000000,3,85479522304.000000,2188.067871|3.000000,5
