MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,0,9.414386|3.000000|0.000000,0.9030451774597168,3.0,9.778153|3.000000|0.000000,N/A,N/A,0,244259831808.000000,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,1,9.414386|3.000000|0.000000,3.5115420818328857,3.0,9.778153|3.000000|0.000000,9.414386|3.000000|0.000000,9.778153|3.000000|0.000000,3,3.475856,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,2,9.414386|3.000000|0.000000,3.3330769538879395,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,4536.009766,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,3,9.414386|3.000000|0.000000,3.2951550483703613,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,22929480.000000,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,4,9.414386|3.000000|0.000000,3.3336598873138428,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,4.962707,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,5,9.414386|3.000000|0.000000,3.358290910720825,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,3.124857,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,6,9.414386|3.000000|0.000000,3.381492853164673,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,2.348998,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,7,9.414386|3.000000|0.000000,3.4998979568481445,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,2.077179,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,8,9.414386|3.000000|0.000000,3.568942070007324,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,2.180195,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,9,9.414386|3.000000|0.000000,3.8395462036132812,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,2.183372,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,10,9.414386|3.000000|0.000000,4.472119092941284,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,2.390739,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,11,9.414386|3.000000|0.000000,5.3038201332092285,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,1.118986,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,12,9.414386|3.000000|0.000000,6.102694034576416,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,0.796357,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,13,9.414386|3.000000|0.000000,6.451261043548584,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,0.796357,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,14,9.414386|3.000000|0.000000,6.499400854110718,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,0.796357,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,15,9.414386|3.000000|0.000000,6.742981195449829,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,0.796357,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,16,9.414386|3.000000|0.000000,6.29622483253479,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,0.863503,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,17,9.414386|3.000000|0.000000,6.452654123306274,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,0.863503,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,18,9.414386|3.000000|0.000000,6.568264961242676,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,0.863503,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,19,9.414386|3.000000|0.000000,6.510692119598389,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,0.863503,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,20,9.414386|3.000000|0.000000,6.3436760902404785,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,0.863503,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,21,9.414386|3.000000|0.000000,6.410751104354858,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,0.863503,N/A,5
MOGP_NSGAII,e68f498e-efcf-11f0-af32-6e001b3eef54,Cooling,74,22,9.414386|3.000000|0.000000,6.255605936050415,3.0,9.778153|3.000000|0.000000,4.544745|3.000000|1.000000,4.552140|3.000000|1.000000,3,0.863503,N/A,5
