MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,0,10.626210|3.000000,1.0091829299926758,3.0,8.752099|3.000000,N/A,N/A,0,242533138432.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,1,10.626210|3.000000,0.01930379867553711,3.0,8.752099|3.000000,10.626210|3.000000,8.752099|3.000000,3,92154814464.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,2,10.493176|3.000000,0.024808883666992188,3.0,9.579111|3.000000,10.493176|3.000000,9.579111|3.000000,3,64353644544.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,3,10.493176|3.000000,0.021334171295166016,3.0,9.579111|3.000000,10.493176|3.000000,9.579111|3.000000,3,65039933440.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,4,10.493176|3.000000,0.01598811149597168,3.0,9.579111|3.000000,10.493176|3.000000,9.579111|3.000000,3,34587524.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,5,9.756809|3.000000,0.01563096046447754,3.0,8.921143|3.000000,9.756809|3.000000,8.921143|3.000000,3,66019676160.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,6,9.756809|3.000000,0.022044897079467773,3.0,8.921143|3.000000,9.744583|5.000000,7.682465|5.000000,5,73384525824.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,7,9.756809|3.000000,0.025328874588012695,3.0,8.921143|3.000000,9.756809|3.000000,8.921143|3.000000,3,65747128320.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,8,9.756809|3.000000,0.014465093612670898,3.0,8.921143|3.000000,9.756809|3.000000,8.921143|3.000000,3,47478886400.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,9,9.756809|3.000000,0.023162126541137695,3.0,8.921143|3.000000,8.456808|5.000000,7.763199|5.000000,5,104593506304.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,10,9.756809|3.000000,0.021731853485107422,3.0,8.921143|3.000000,9.756809|3.000000,8.921143|3.000000,3,77773225984.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,11,9.756809|3.000000,0.015008926391601562,3.0,8.921143|3.000000,9.111480|5.000000,6.999362|5.000000,5,46890504192.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,12,9.756809|3.000000,0.022326946258544922,3.0,8.921143|3.000000,9.756809|3.000000,8.921143|3.000000,3,110079082496.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,13,9.756809|3.000000,0.07983922958374023,3.0,8.921143|3.000000,8.456808|5.000000,7.763199|5.000000,5,129700618240.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,14,9.756809|3.000000,0.015027046203613281,3.0,8.921143|3.000000,9.756809|3.000000,8.921143|3.000000,3,63738003456.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,15,9.756809|3.000000,0.01423501968383789,3.0,8.921143|3.000000,9.756809|3.000000,8.921143|3.000000,3,9055637504.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,16,9.756809|3.000000,0.015002965927124023,3.0,8.921143|3.000000,9.756809|3.000000,8.921143|3.000000,3,68408082432.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,17,9.756809|3.000000,0.019371986389160156,3.0,8.921143|3.000000,9.756809|3.000000,8.921143|3.000000,3,75017355264.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,18,9.756809|3.000000,0.01539301872253418,3.0,8.921143|3.000000,9.756809|3.000000,8.921143|3.000000,3,70528450560.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,19,9.756809|3.000000,0.02112579345703125,3.0,8.921143|3.000000,9.756809|3.000000,8.921143|3.000000,3,55809818624.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,20,9.756809|3.000000,0.02219700813293457,3.0,8.921143|3.000000,9.756809|3.000000,8.921143|3.000000,3,45076398080.000000,10.008043|3.000000,5
MOGP_GENERATIONAL,4044e7d4-ec0d-11f0-8585-6e001b3eef54,Boston,74,21,9.756809|3.000000,0.015768051147460938,3.0,8.921143|3.000000,9.756809|3.000000,8.921143|3.000000,3,59684347904.000000,10.008043|3.000000,5
