MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,0,10.318684|3.000000,0.9470930099487305,3.0,9.570802|3.000000,N/A,N/A,0,243406487552.000000,N/A,5
MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,1,10.318684|3.000000,1.1238219738006592,3.0,9.570802|3.000000,10.318684|3.000000,9.570802|3.000000,3,69766823936.000000,N/A,5
MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,2,10.278500|3.000000,0.9770398139953613,3.0,9.525392|3.000000,10.278500|3.000000,9.525392|3.000000,3,25464881152.000000,N/A,5
MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,3,10.278500|3.000000,1.0192160606384277,3.0,9.525392|3.000000,10.278500|3.000000,9.525392|3.000000,3,51836370944.000000,N/A,5
MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,4,10.278500|3.000000,0.9752461910247803,3.0,9.525392|3.000000,10.278500|3.000000,9.525392|3.000000,3,81748877312.000000,N/A,5
MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,5,10.278500|3.000000,1.045821189880371,3.0,9.525392|3.000000,10.269858|15.000000,9.435223|15.000000,15,309.836792,N/A,5
MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,6,10.278500|3.000000,0.9938256740570068,3.0,9.525392|3.000000,10.278500|3.000000,9.525392|3.000000,3,55932653568.000000,N/A,5
MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,7,10.278500|3.000000,0.9629523754119873,3.0,9.525392|3.000000,10.278500|3.000000,9.525392|3.000000,3,103243898880.000000,N/A,5
MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,8,10.278500|3.000000,0.9647688865661621,3.0,9.525392|3.000000,8.558517|5.000000,8.615067|5.000000,5,86261792768.000000,N/A,5
MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,9,10.278500|3.000000,0.9860987663269043,3.0,9.525392|3.000000,10.278500|3.000000,9.525392|3.000000,3,30139572224.000000,N/A,5
MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,10,10.278500|3.000000,1.001188039779663,3.0,9.525392|3.000000,10.278500|3.000000,9.525392|3.000000,3,70648037376.000000,N/A,5
MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,11,10.278500|3.000000,1.0217320919036865,3.0,9.525392|3.000000,10.278500|3.000000,9.525392|3.000000,3,100420059136.000000,N/A,5
MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,12,10.278500|3.000000,1.032393217086792,3.0,9.525392|3.000000,10.278500|3.000000,9.525392|3.000000,3,75022753792.000000,N/A,5
MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,13,10.278500|3.000000,1.0198841094970703,3.0,9.525392|3.000000,10.278500|3.000000,9.525392|3.000000,3,65026244608.000000,N/A,5
MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,14,10.278500|3.000000,1.0093719959259033,3.0,9.525392|3.000000,10.278500|3.000000,9.525392|3.000000,3,83331874816.000000,N/A,5
MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,15,10.278500|3.000000,1.1276679039001465,3.0,9.525392|3.000000,10.278500|3.000000,9.525392|3.000000,3,67377786880.000000,N/A,5
MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,16,10.278500|3.000000,1.1650779247283936,3.0,9.525392|3.000000,10.278500|3.000000,9.525392|3.000000,3,65620656128.000000,N/A,5
MOGP_GENERATIONAL,72ff69dc-efd8-11f0-8105-6e001b3eef54,Boston,74,17,10.278500|3.000000,1.1238880157470703,3.0,9.525392|3.000000,10.278500|3.000000,9.525392|3.000000,3,67617718272.000000,N/A,5
