MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,0,2496.036621|3.000000,1.3323707580566406,3.0,1879.370850|3.000000,N/A,N/A,0,158528045056.000000,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,1,2476.671875|3.000000,4.825752258300781,3.0,1967.273560|3.000000,2319.698242|13.000000,1769.865967|13.000000,13,58.610069,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,2,2425.031494|3.000000,4.581908941268921,3.0,1922.852417|3.000000,2211.214600|15.000000,1762.492188|15.000000,15,78.576729,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,3,2312.637451|3.000000,4.4848010540008545,3.0,1832.624146|3.000000,2211.214600|15.000000,1762.492188|15.000000,15,83.947395,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,4,2312.637451|3.000000,4.464311122894287,3.0,1832.624146|3.000000,2208.808838|9.000000,1761.309692|9.000000,9,91.883888,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,5,2312.637451|3.000000,4.449025869369507,3.0,1832.624146|3.000000,2208.808838|9.000000,1761.309692|9.000000,9,96.171326,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,6,2312.637451|3.000000,4.432081937789917,3.0,1832.624146|3.000000,2205.147217|9.000000,1772.439453|9.000000,9,89.151085,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,7,2312.637451|3.000000,4.396008014678955,3.0,1832.624146|3.000000,2174.235596|9.000000,1783.016968|9.000000,9,74.053894,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,8,2298.313477|3.000000,4.391136884689331,3.0,1847.537964|3.000000,2173.836914|13.000000,1782.922119|13.000000,13,56.748497,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,9,2298.313477|3.000000,4.348865032196045,3.0,1847.537964|3.000000,2173.599365|7.000000,1782.935425|7.000000,7,54.354980,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,10,2298.313477|3.000000,4.320266962051392,3.0,1847.537964|3.000000,2158.163574|11.000000,1667.639160|11.000000,11,61.311028,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,11,2298.313477|3.000000,4.330915212631226,3.0,1847.537964|3.000000,2158.163574|11.000000,1667.639160|11.000000,11,63.070930,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,12,2298.313477|3.000000,4.359407186508179,3.0,1847.537964|3.000000,2158.163574|11.000000,1667.639160|11.000000,11,61.208813,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,13,2298.313477|3.000000,4.52834415435791,3.0,1847.537964|3.000000,2158.163574|11.000000,1667.639160|11.000000,11,56.719505,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,14,2298.313477|3.000000,4.716368913650513,3.0,1847.537964|3.000000,2158.163574|11.000000,1667.639160|11.000000,11,47.069633,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,15,2298.313477|3.000000,5.044456958770752,3.0,1847.537964|3.000000,2158.163574|11.000000,1667.639160|11.000000,11,37.698658,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,16,2298.313477|3.000000,5.794465065002441,3.0,1847.537964|3.000000,2158.163574|11.000000,1667.639160|11.000000,11,26.808516,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,17,2298.313477|3.000000,7.094521999359131,3.0,1847.537964|3.000000,2158.163574|11.000000,1667.639160|11.000000,11,22.262981,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,18,2298.313477|3.000000,7.104427814483643,3.0,1847.537964|3.000000,2158.163574|11.000000,1667.639160|11.000000,11,22.261629,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,19,2298.313477|3.000000,6.97599983215332,3.0,1847.537964|3.000000,2158.163574|11.000000,1667.639160|11.000000,11,23.533266,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,20,2298.313477|3.000000,6.934636116027832,3.0,1847.537964|3.000000,2158.163574|11.000000,1667.639160|11.000000,11,26.985512,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,21,2297.194824|3.000000,6.738290071487427,3.0,1833.135376|3.000000,2158.163574|11.000000,1667.639160|11.000000,11,29.059212,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,22,2297.194824|3.000000,6.578854084014893,3.0,1833.135376|3.000000,2158.163574|11.000000,1667.639160|11.000000,11,33.399712,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,23,2297.194824|3.000000,6.032738924026489,3.0,1833.135376|3.000000,2158.163574|11.000000,1667.639160|11.000000,11,37.889553,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,24,2297.194824|3.000000,5.966290235519409,3.0,1833.135376|3.000000,2158.163574|11.000000,1667.639160|11.000000,11,41.133495,N/A,5
MOGP_NSGAII,f4f0401a-eb6e-11f0-906c-6e001b3eef54,Toxicity,74,25,2297.194824|3.000000,5.73271107673645,3.0,1833.135376|3.000000,2158.163574|11.000000,1667.639160|11.000000,11,44.655594,N/A,5
